Year,2022
Net Income,0.63
Other Operating Activities,-1.78
Operating Cash Flow,-1.15
Change in Investments,-226.7
Investing Cash Flow,-226.7
Share Issuance / Repurchase,218.3
Debt Issued / Paid,-0.3
Other Financing Activities,9.99
Financing Cash Flow,227.99
Net Cash Flow,0.14
Free Cash Flow,-1.15
Free Cash Flow Per Share,-0.05
