Year,2022,2021
Net Income,1.67,-0.07
Other Operating Activities,-3.05,0.17
Operating Cash Flow,-1.37,0.1
Change in Investments,0,-291.81
Investing Cash Flow,0,-291.81
Share Issuance / Repurchase,0,293.63
Debt Issued / Paid,-0.14,0
Other Financing Activities,-,-0.38
Financing Cash Flow,-0.14,293.25
Net Cash Flow,-1.52,1.54
Free Cash Flow,-1.37,0.1
Free Cash Flow Per Share,-0.04,0.01
