Year,2022,2021
Net Income,-2.39,-0.07
Other Operating Activities,1.41,-0.19
Operating Cash Flow,-0.98,-0.26
Change in Investments,-3.52,-75
Investing Cash Flow,-3.52,-75
Share Issuance / Repurchase,2.32,77
Debt Issued / Paid,1.55,0
Other Financing Activities,-0.05,-0.54
Financing Cash Flow,3.82,76.46
Net Cash Flow,-0.68,1.2
Free Cash Flow,-0.98,-0.26
Free Cash Flow Per Share,-0.43,-0.15
