Year,2021
Net Income,-1.88
Share-Based Compensation,1.35
Other Operating Activities,-0.05
Operating Cash Flow,-0.58
Change in Investments,-230
Investing Cash Flow,-230
Share Issuance / Repurchase,232.64
Debt Issued / Paid,0.22
Other Financing Activities,-2.06
Financing Cash Flow,230.8
Net Cash Flow,0.22
Free Cash Flow,-0.58
Free Cash Flow Per Share,-0.04
