Year,2022,2021
Net Income,1.45,-0.12
Other Operating Activities,-2.56,0.08
Operating Cash Flow,-1.11,-0.03
Change in Investments,0,-256.29
Investing Cash Flow,0,-256.29
Share Issuance / Repurchase,0,258.31
Other Financing Activities,-,-0.46
Financing Cash Flow,0,257.85
Net Cash Flow,-1.11,1.53
Free Cash Flow,-1.11,-0.03
Free Cash Flow Per Share,-0.03,-0.00
