Year,2022
Net Income,14.82
Other Operating Activities,-15.26
Operating Cash Flow,-0.44
Debt Issued / Paid,0.1
Other Financing Activities,-0.2
Financing Cash Flow,-0.1
Net Cash Flow,-0.54
Free Cash Flow,-0.44
Free Cash Flow Per Share,-0.01
