Year,2022
Net Income,0.59
Other Operating Activities,-1.32
Operating Cash Flow,-0.73
Change in Investments,-125.97
Investing Cash Flow,-125.97
Share Issuance / Repurchase,123.5
Other Financing Activities,3.74
Financing Cash Flow,127.24
Net Cash Flow,0.55
Free Cash Flow,-0.73
Free Cash Flow Per Share,-0.06
