Year,2022,2021
Net Income,-0.05,-0.13
Other Operating Activities,-0.64,-0.14
Operating Cash Flow,-0.69,-0.28
Change in Investments,-0.77,-99.71
Investing Cash Flow,-0.77,-99.71
Share Issuance / Repurchase,0,103.23
Debt Issued / Paid,0.78,0
Other Financing Activities,-,-2.4
Financing Cash Flow,0.78,100.83
Net Cash Flow,-0.67,0.85
Free Cash Flow,-0.69,-0.28
Free Cash Flow Per Share,-0.07,-0.17
