Year,2022
Net Income,4.93
Other Operating Activities,-5.77
Operating Cash Flow,-0.84
Change in Investments,-236.9
Investing Cash Flow,-236.9
Share Issuance / Repurchase,225.4
Debt Issued / Paid,4.46
Other Financing Activities,8.43
Financing Cash Flow,238.29
Net Cash Flow,0.54
Free Cash Flow,-0.84
Free Cash Flow Per Share,-0.04
