Year,2022
Net Income,-2.5
Other Operating Activities,1.78
Operating Cash Flow,-0.72
Change in Investments,44.5
Investing Cash Flow,44.5
Share Issuance / Repurchase,-45.95
Debt Issued / Paid,2.4
Financing Cash Flow,-43.56
Net Cash Flow,0.23
Free Cash Flow,-0.72
Free Cash Flow Per Share,-0.10
