Year,2022
Net Income,-0.56
Other Operating Activities,-0.93
Operating Cash Flow,-1.49
Change in Investments,-235.75
Investing Cash Flow,-235.75
Share Issuance / Repurchase,225.4
Debt Issued / Paid,-0.2
Other Financing Activities,13.09
Financing Cash Flow,238.29
Net Cash Flow,1.05
Free Cash Flow,-1.49
Free Cash Flow Per Share,-0.06
