Year,2022,2021
Net Income,-1.27,-
Other Operating Activities,0.52,-1.22
Operating Cash Flow,-0.76,-1.22
Change in Investments,0,-281.52
Investing Cash Flow,0,-281.52
Share Issuance / Repurchase,0,289.75
Debt Issued / Paid,0.3,-0.38
Other Financing Activities,-,-6.16
Financing Cash Flow,0.3,283.22
Net Cash Flow,-0.46,0.47
Free Cash Flow,-0.76,-1.22
Free Cash Flow Per Share,-0.02,-0.09
