Year,2022,2021
Net Income,33.43,-1.99
Other Operating Activities,"-2,137.04","-1,619.6"
Operating Cash Flow,"-2,103.61","-1,621.59"
Change in Investments,"1,265","-400,000"
Investing Cash Flow,"1,265","-400,000"
Share Issuance / Repurchase,0,"410,568.85"
Debt Issued / Paid,-23.79,40
Other Financing Activities,-,"-8,000"
Financing Cash Flow,-23.79,"402,608.85"
Net Cash Flow,-862.4,987.25
Free Cash Flow,"-2,103.61","-1,621.59"
Free Cash Flow Per Share,-42.07,-38.01
