Year,2022
Net Income,0.7
Other Operating Activities,-2.06
Operating Cash Flow,-1.36
Change in Investments,-304.5
Investing Cash Flow,-304.5
Share Issuance / Repurchase,311.53
Debt Issued / Paid,0.11
Other Financing Activities,-5.71
Financing Cash Flow,305.93
Net Cash Flow,0.07
Free Cash Flow,-1.36
Free Cash Flow Per Share,-0.14
