Year,2022
Net Income,-0.62
Other Operating Activities,-0.19
Operating Cash Flow,-0.82
Change in Investments,-116.73
Investing Cash Flow,-116.73
Share Issuance / Repurchase,117.55
Debt Issued / Paid,-0.03
Financing Cash Flow,117.52
Net Cash Flow,-0.02
Free Cash Flow,-0.82
Free Cash Flow Per Share,-0.06
