Year,2022
Net Income,11.76
Other Operating Activities,-12.32
Operating Cash Flow,-0.56
Other Financing Activities,-0.09
Financing Cash Flow,-0.09
Net Cash Flow,-0.64
Free Cash Flow,-0.56
Free Cash Flow Per Share,-0.02
