Year,2022
Net Income,6.79
Other Operating Activities,-8.86
Operating Cash Flow,-2.07
Change in Investments,-266.51
Investing Cash Flow,-266.51
Share Issuance / Repurchase,253.58
Debt Issued / Paid,0.03
Other Financing Activities,15.62
Financing Cash Flow,269.22
Net Cash Flow,0.64
Free Cash Flow,-2.07
Free Cash Flow Per Share,-0.09
