Year,2022
Net Income,2.11
Other Operating Activities,-3.32
Operating Cash Flow,-1.21
Change in Investments,-214.84
Investing Cash Flow,-214.84
Share Issuance / Repurchase,216.39
Debt Issued / Paid,5.24
Other Financing Activities,-5.06
Financing Cash Flow,216.57
Net Cash Flow,0.52
Free Cash Flow,-1.21
Free Cash Flow Per Share,-0.24
