Year,2021
Net Income,12.97
Other Operating Activities,-14.81
Operating Cash Flow,-1.85
Change in Investments,-500
Investing Cash Flow,-500
Share Issuance / Repurchase,491.3
Debt Issued / Paid,0.33
Other Financing Activities,10.28
Financing Cash Flow,501.91
Net Cash Flow,0.06
Free Cash Flow,-1.85
Free Cash Flow Per Share,-0.03
