Year,2022,2021
Net Income,-8.68,-1.54
Other Operating Activities,6.76,0.91
Operating Cash Flow,-1.92,-0.63
Change in Investments,0,-200
Other Investing Activities,154.91,-
Investing Cash Flow,154.91,-200
Share Issuance / Repurchase,0,206.55
Debt Issued / Paid,0.6,-0.09
Other Financing Activities,-154.91,-4.48
Financing Cash Flow,-154.31,201.98
Net Cash Flow,-1.32,1.36
Free Cash Flow,-1.92,-0.63
Free Cash Flow Per Share,-0.08,-0.04
