Year,2022,2021
Net Income,3.93,-1.06
Other Operating Activities,-4.88,-0.82
Operating Cash Flow,-0.95,-1.88
Change in Investments,1.2,-500
Investing Cash Flow,1.2,-500
Share Issuance / Repurchase,0,505.95
Other Financing Activities,-,-0.73
Financing Cash Flow,0,505.22
Net Cash Flow,0.24,3.34
Free Cash Flow,-0.95,-1.88
Free Cash Flow Per Share,-0.01,-0.05
