Year,2022
Net Income,0.62
Other Operating Activities,-1.33
Operating Cash Flow,-0.71
Change in Investments,0.16
Investing Cash Flow,0.16
Net Cash Flow,-0.55
Free Cash Flow,-0.71
Free Cash Flow Per Share,-0.03
