Year,2022,2021
Net Income,1.02,-0.24
Other Operating Activities,-2.68,0.22
Operating Cash Flow,-1.67,-0.01
Change in Investments,-1.54,-209.07
Investing Cash Flow,-1.54,-209.07
Share Issuance / Repurchase,0,210.82
Debt Issued / Paid,2.07,-0.14
Other Financing Activities,-0.01,-0.24
Financing Cash Flow,2.06,210.44
Net Cash Flow,-1.15,1.36
Free Cash Flow,-1.67,-0.01
Free Cash Flow Per Share,-0.06,-0.00
