symbol,date,net_income,depreciation_and_amortization,share_based_compensation,other_operating_activities,operating_cash_flow,capital_expenditures,investing_cash_flow,share_issuance_or_repurchase,other_financing_activities,financing_cash_flow,net_cash_flow,free_cash_flow,free_cash_flow_margin,free_cash_flow_per_share,change_in_investments,debt_issued_or_paid,operating_cash_flow_growth,acquisitions,dividends_paid,other_investing_activities,free_cash_flow_growth,common_stock_issued,share_repurchases
UWMC,2021-01-01,98.45,38.03,6.47,10099.9,9956.96,65.38,199.75,813.51,1480.09,9264.46,492.75,10022.35,337.42,99.35,265.14,9961.68,,,30.63,,,,
UWMC,2020-01-01,3382.51,17.17,0.0,3343.27,56.41,57.29,231.88,0.0,1674.3,802.26,1090.55,0.88,0.02,0.02,289.17,2476.56,,,0.0,,,,
COOP,2022-01-01,923.0,37.0,0.0,2807.0,3767.0,17.0,1322.0,239.0,40.0,2784.0,339.0,3750.0,152.19,53.14,290.0,2505.0,43.12,0.0,,1595.0,44.73,,
COOP,2021-01-01,1418.0,57.0,0.0,1121.0,2632.0,41.0,1192.0,572.0,2296.0,3696.0,128.0,2591.0,78.09,34.49,61.0,828.0,695.17,465.0,,707.0,845.62,,
COOP,2020-01-01,302.0,73.0,0.0,47.0,331.0,57.0,134.0,58.0,1108.0,104.0,301.0,274.0,10.19,3.02,53.0,1270.0,52.85,0.0,,130.0,57.78,,
COOP,2019-01-01,272.0,90.0,0.0,338.0,702.0,53.0,338.0,0.0,1866.0,313.0,51.0,649.0,33.68,7.13,204.0,1553.0,,85.0,,4.0,,,
COOP,2017-01-01,7.83,0.0,0.52,32.82,6.42,0.0,73.05,0.0,18.05,36.82,29.81,6.42,81.33,0.38,73.05,18.77,,0.0,,,,,
COOP,2016-01-01,183.7,0.0,0.66,208.9,6.54,0.0,21.98,0.0,18.0,20.97,5.53,6.54,121.15,0.39,21.98,2.97,,0.0,,,,,
COOP,2015-01-01,79.58,0.0,1.13,46.52,14.18,0.0,39.13,0.0,563.69,554.22,500.91,14.18,236.33,0.84,39.13,9.48,,0.0,,,,,
COOP,2014-01-01,6.39,0.0,0.81,37.46,33.58,0.0,156.16,0.0,17.73,56.56,66.02,33.58,392.85,2.01,156.16,74.28,,0.0,,,,,
PFSI,2022-01-01,475.51,50.24,42.55,5464.94,6033.24,79.09,721.58,403.14,7.78,4323.21,988.45,5954.14,299.84,112.2,233.38,3857.67,135.39,,54.62,875.87,137.58,,
PFSI,2021-01-01,1003.49,42.94,37.79,1478.84,2563.06,56.88,304.37,950.66,8.99,2451.38,192.69,2506.18,79.13,39.28,186.91,1438.83,,,52.9,434.4,,,
PFSI,2020-01-01,1646.88,37.86,45.11,7928.79,6198.94,58.76,783.03,328.09,5.27,5760.11,344.2,6257.7,168.87,83.26,45.8,6124.41,,,30.95,887.59,,,
PFSI,2019-01-01,392.97,25.18,24.77,2688.04,2245.12,35.51,148.78,4.09,4.63,2129.0,32.65,2280.63,154.37,29.16,45.6,2139.25,,,9.71,138.69,,,
PFSI,2018-01-01,87.69,12.93,25.25,446.53,572.4,30.87,322.61,0.02,,132.03,117.75,541.53,55.0,16.15,58.15,122.0,,,10.05,349.89,,,
PFSI,2017-01-01,100.76,8.4,20.7,1013.26,883.41,23.78,339.23,7.35,,1161.17,61.47,907.2,94.95,39.1,136.92,1168.52,,,0.0,178.53,,,
PFSI,2016-01-01,66.08,5.85,16.2,1026.45,938.33,30.39,34.74,0.15,56.54,967.16,5.91,968.71,103.95,43.71,4.2,1023.54,,,0.0,0.15,,,
PFSI,2015-01-01,47.23,2.42,17.52,14.03,53.14,11.9,563.14,0.0,9.63,539.21,29.22,41.24,5.78,1.9,168.41,548.84,,,0.0,382.82,,,
PFSI,2014-01-01,36.84,1.37,10.33,627.49,578.95,4.74,6.75,0.0,28.19,617.82,45.62,583.69,112.62,27.47,146.97,646.0,,,0.0,135.48,,,
PFSI,2013-01-01,14.4,0.82,3.94,117.55,98.39,6.96,284.78,216.51,27.18,401.49,18.32,105.35,27.25,6.09,81.95,212.15,,,0.0,195.87,,,
WD,2022-01-01,213.82,235.03,33.99,1099.87,1582.7,22.0,133.78,41.88,23.73,1583.82,134.9,1560.71,123.99,48.28,5.15,1438.07,81.82,106.63,80.15,,81.22,,
WD,2021-01-01,265.76,210.28,36.58,357.83,870.46,9.21,377.55,13.62,,457.73,35.18,861.25,68.4,27.71,71.87,379.65,,440.21,64.45,,,,
WD,2020-01-01,246.18,169.01,28.32,1854.88,1411.37,2.98,115.18,31.75,12.04,1517.63,221.44,1414.35,130.51,46.46,173.41,1606.77,,55.25,45.35,,,,
WD,2019-01-01,173.37,152.47,24.08,77.64,427.56,4.71,79.71,25.17,6.45,331.64,16.22,422.85,51.74,14.14,51.87,262.75,567.27,23.12,37.27,,612.42,,
WD,2018-01-01,161.44,142.13,23.96,263.46,64.08,4.72,552.24,59.88,5.15,321.83,166.33,59.35,8.18,1.97,488.32,418.31,94.0,57.39,31.45,1.81,94.41,,
WD,2017-01-01,211.13,131.25,21.13,704.14,1067.64,5.21,97.17,31.89,,1089.49,75.32,1062.44,149.25,35.21,131.5,1057.61,40.58,21.34,0.0,7.78,40.35,,
WD,2016-01-01,113.9,111.43,18.48,515.66,759.46,2.48,66.76,9.13,0.01,693.62,0.92,756.99,131.59,25.43,13.78,684.49,,7.41,0.0,43.1,,,
WD,2015-01-01,82.13,98.17,14.08,1533.1,1338.72,1.41,27.23,42.71,1.41,1385.5,19.56,1340.13,286.23,45.04,13.05,1426.8,,12.77,0.0,,,,
WD,2014-01-01,51.42,80.14,10.03,844.59,703.0,2.53,115.64,29.84,0.04,787.93,30.71,705.53,195.56,21.9,89.7,817.8,,23.42,0.0,,,,
WD,2013-01-01,41.53,75.96,7.94,711.49,836.91,4.52,130.64,1.89,1.26,600.73,105.54,832.39,260.91,24.65,126.12,600.1,,0.0,0.0,,,,
ECPG,2022-01-01,194.56,50.49,15.4,49.78,210.68,37.22,130.24,87.01,22.36,107.45,27.0,173.46,12.4,7.18,81.39,1.92,30.48,0.0,,11.62,35.68,,
ECPG,2021-01-01,350.78,50.08,18.33,116.14,303.05,33.37,339.9,390.61,12.21,655.69,12.74,269.68,16.7,8.95,362.35,252.88,3.14,0.0,,10.92,3.08,,
ECPG,2020-01-01,211.85,42.78,16.56,41.68,312.86,34.6,82.83,0.0,40.82,403.2,7.51,278.26,18.53,8.85,93.08,362.38,27.84,0.0,,24.34,35.65,,
ECPG,2019-01-01,167.87,41.03,12.56,23.28,244.73,39.6,202.33,0.0,24.59,19.77,22.63,205.13,14.68,6.57,169.55,4.82,31.02,0.0,,6.82,71.92,,
ECPG,2018-01-01,115.89,41.23,12.98,16.7,186.79,67.48,397.52,0.0,262.3,166.38,44.35,119.32,8.76,4.21,321.41,428.68,50.86,0.0,,8.63,24.69,,
ECPG,2017-01-01,83.23,39.98,10.4,9.79,123.82,28.13,452.13,0.0,28.86,378.22,49.9,95.69,8.06,3.68,336.41,407.08,5.0,96.39,,8.79,3.01,,
ECPG,2016-01-01,76.57,34.87,12.63,6.27,130.33,31.67,168.79,0.0,37.75,43.25,4.8,98.66,9.59,3.84,239.29,81.0,12.21,105.37,,3.2,12.73,,
ECPG,2015-01-01,45.14,33.16,22.01,15.85,116.15,28.62,472.71,33.19,26.44,400.12,43.56,87.53,7.75,3.4,113.86,459.75,4.13,276.58,,53.65,1.06,,
ECPG,2014-01-01,103.73,27.1,5.25,24.54,111.54,23.08,755.2,16.82,54.93,626.32,17.33,88.46,8.48,3.42,229.04,698.07,49.17,446.17,,56.91,44.18,,
ECPG,2013-01-01,75.3,13.55,7.04,21.11,74.78,13.42,217.24,0.73,93.49,245.98,103.52,61.35,7.93,2.49,250.42,340.2,24.1,449.02,,5.21,33.5,,
GHLD,2022-01-01,328.6,31.5,6.23,893.27,1259.59,3.68,7.18,5.58,8.4,1353.78,101.37,1255.92,107.82,20.59,,1339.8,85.11,3.5,0.0,,85.78,,
GHLD,2021-01-01,283.77,33.19,5.98,357.51,680.46,4.43,104.66,0.0,0.03,667.31,91.51,676.03,42.89,11.17,,546.28,,100.23,121.06,,,,
GHLD,2020-01-01,370.58,26.1,1.05,865.76,468.04,8.2,18.03,0.0,6.34,762.59,0.0,476.24,29.36,7.94,,768.93,,9.83,0.0,,,,
GHLD,2019-01-01,5.58,7.33,0.0,437.62,424.71,3.63,13.49,7.99,5.25,482.18,43.98,428.34,60.09,7.14,,527.91,,9.85,32.5,,,,
LDI,2022-01-01,273.02,62.97,20.58,4650.21,4460.75,43.21,667.76,0.43,,4768.6,359.91,4417.54,351.77,28.31,7.48,4648.91,,0.33,119.26,703.81,,,
LDI,2021-01-01,113.52,58.15,67.06,1704.43,1465.69,54.12,296.78,12.85,,1300.81,131.91,1519.81,40.8,11.69,2.27,1776.98,,0.89,463.31,349.53,,,
LDI,2020-01-01,0.0,60.7,8.5,2099.91,2030.71,33.91,27.67,0.0,112.52,2429.58,371.19,2064.62,47.88,6.35,0.0,3185.15,,0.54,643.06,6.77,,,
LDI,2019-01-01,0.0,61.34,0.19,1558.91,1497.38,12.55,141.09,0.0,0.97,1359.79,3.5,1509.93,112.92,4.65,0.0,1368.37,,0.15,7.61,153.49,,,
LDI,2018-01-01,0.0,36.28,2.07,467.14,428.79,40.77,503.14,0.0,9.94,56.94,17.4,469.56,42.14,,118.66,47.01,,0.0,0.0,425.24,,,
GHI,2022-01-01,65.56,2.72,1.53,48.68,21.13,1.81,278.6,0.0,0.6,198.18,59.3,19.32,23.83,0.86,310.6,245.41,37.75,34.21,46.63,0.4,43.0,,
GHI,2021-01-01,38.1,2.73,1.28,8.17,33.94,0.05,187.47,31.96,2.29,182.47,28.94,33.89,49.51,1.61,196.4,181.46,114.25,8.98,28.65,,119.73,,
GHI,2020-01-01,7.21,2.81,1.02,4.8,15.84,0.42,38.14,2.11,1.56,102.11,79.8,15.42,27.78,0.75,21.23,131.19,11.96,16.5,25.42,,13.67,,
GHI,2019-01-01,30.49,3.09,3.64,19.23,17.99,0.13,23.19,0.0,2.84,31.27,9.92,17.87,28.67,0.87,15.38,6.91,29.89,7.94,35.34,,50.12,,
GHI,2018-01-01,41.14,3.56,1.82,20.85,25.67,10.15,49.12,0.34,1.04,113.1,38.31,35.82,44.03,1.75,66.61,76.24,49.74,27.64,36.16,,45.6,,
GHI,2017-01-01,26.47,5.21,1.62,20.28,17.14,48.7,26.28,0.49,50.79,53.21,44.08,65.84,93.55,3.23,60.88,36.37,12.53,14.1,33.47,,30.44,,
GHI,2016-01-01,20.21,6.86,0.83,16.25,15.23,35.25,85.25,1.6,39.04,71.53,1.52,50.48,85.59,2.46,101.74,68.34,21.44,18.75,34.25,,71.62,,
GHI,2015-01-01,24.13,6.51,0.0,13.73,19.39,10.03,138.7,0.0,2.86,87.16,32.16,29.41,49.06,1.43,174.83,121.58,11.14,22.9,31.56,3.21,,,
GHI,2014-01-01,13.98,5.84,0.0,3.43,17.44,23.8,105.89,3.45,52.29,126.32,37.88,6.35,15.15,0.31,77.06,107.65,22.56,0.0,30.17,5.03,,,
GHI,2013-01-01,16.3,6.74,0.0,10.22,14.23,13.01,158.42,3.54,51.3,125.18,19.01,1.23,2.77,0.08,166.67,99.65,90.22,22.61,22.24,1.35,,,
HMPT,2022-01-01,163.45,10.7,5.18,3802.08,3654.5,0.56,771.77,3.71,,4525.47,99.2,3653.95,1429.29,26.4,794.64,4510.63,,2.42,11.13,24.74,,,
HMPT,2021-01-01,166.27,10.13,6.94,2539.48,2356.15,10.31,208.6,2.64,294.9,2158.44,10.9,2366.46,246.12,16.96,261.97,2482.47,,0.0,26.5,43.06,,,
HMPT,2020-01-01,607.0,5.92,0.88,1949.03,1335.23,14.4,14.4,0.0,90.72,1464.79,115.16,1349.63,97.99,9.72,0.0,1555.51,,0.0,0.0,,,,
HMPT,2019-01-01,29.21,5.92,0.75,1184.15,1206.69,5.69,10.61,0.0,,1216.79,0.51,1212.38,607.03,8.73,0.01,1216.79,,4.92,0.0,,,,
VEL,2022-01-01,31.72,2.12,3.34,11.0,48.67,0.33,908.24,0.15,,874.02,14.45,48.35,46.39,1.51,906.57,873.87,15.53,0.0,,1.34,15.61,,
VEL,2021-01-01,20.64,2.41,2.16,23.83,57.62,0.33,656.48,0.14,0.56,626.17,27.31,57.29,67.84,2.51,654.6,626.6,4.97,10.76,,9.2,7.45,,
VEL,2020-01-01,31.18,2.45,0.97,33.7,54.89,1.57,87.74,102.96,39.14,149.89,7.26,53.32,77.61,2.65,93.15,291.99,,0.0,,3.84,,,
VEL,2019-01-01,17.29,2.47,0.0,125.1,105.34,2.0,305.93,0.0,27.71,422.15,10.88,107.34,177.36,5.65,309.92,449.86,,0.0,,5.99,,,
VEL,2018-01-01,7.63,1.43,0.0,81.55,72.49,1.7,270.2,0.0,,343.63,0.95,74.19,144.31,3.9,272.83,343.63,,0.0,,4.34,,,
VEL,2017-01-01,13.99,1.19,0.0,22.46,37.64,3.08,274.78,0.0,6.74,201.12,36.02,34.56,90.65,,272.18,207.86,26.46,0.0,,0.48,28.72,,
OCN,2022-01-01,25.7,14.8,4.6,128.1,173.2,0.7,149.1,50.0,1.4,13.4,10.7,172.5,18.08,19.95,151.1,35.2,,2.5,,0.2,,,
OCN,2021-01-01,18.1,11.0,4.7,502.2,468.4,1.7,1005.1,9.9,69.4,1379.8,93.7,470.1,44.77,52.11,1004.9,1439.3,,1.3,,0.2,,,
OCN,2020-01-01,40.2,19.1,2.4,279.7,261.0,2.0,527.9,4.6,97.7,131.8,135.1,263.0,27.37,30.06,531.9,234.1,71.78,0.8,,1.2,69.94,,
OCN,2019-01-01,142.13,31.91,2.7,259.46,151.94,2.82,587.44,0.0,3.52,530.83,95.33,154.76,13.78,17.27,595.39,534.35,44.26,0.0,,5.13,43.33,,
OCN,2018-01-01,70.77,27.2,2.37,313.78,272.58,0.53,344.87,0.0,4.83,166.74,94.45,273.11,25.69,30.64,451.36,171.57,33.36,103.51,,2.46,32.25,,
OCN,2017-01-01,127.97,26.89,5.62,504.48,409.02,5.91,839.22,13.91,1.48,430.36,0.16,403.12,33.75,47.58,832.6,417.92,2.9,0.0,,0.71,1.09,,
OCN,2016-01-01,199.76,25.34,5.18,590.47,421.23,22.45,791.62,5.89,0.05,316.23,54.16,398.78,28.75,48.24,740.14,322.17,27.58,0.0,,29.04,26.72,,
OCN,2015-01-01,247.02,118.35,7.29,703.06,581.68,37.49,280.37,4.14,7.13,734.25,127.8,544.2,31.26,65.14,316.19,737.24,65.01,0.0,,1.67,59.54,,
OCN,2014-01-01,472.6,272.29,10.73,539.31,352.52,11.43,958.25,382.49,219.51,556.68,49.04,341.09,16.16,38.95,875.31,719.66,60.14,55.48,,16.03,60.14,,
OCN,2013-01-01,298.4,307.03,5.65,261.33,884.42,28.66,2414.98,215.6,1068.88,1488.94,41.62,855.76,41.98,94.61,684.88,635.67,51.29,2082.08,,989.12,52.37,,
CNF,2022-01-01,135.35,2.24,5.77,775.88,919.25,89.57,1098.2,87.63,50.75,288.16,467.1,829.68,162.32,12.1,1058.63,251.27,33.28,50.0,,,20.87,,
CNF,2021-01-01,65.21,3.82,18.77,601.9,689.69,3.26,2350.56,0.0,,1932.58,271.71,686.44,144.61,10.01,2347.31,1932.58,38.4,0.0,,,38.63,,
CNF,2020-01-01,114.85,6.05,62.07,936.6,1119.58,1.06,524.05,0.0,,1367.14,276.49,1118.51,183.25,16.31,525.11,1367.14,13.82,0.0,,,13.67,,
CNF,2019-01-01,534.64,10.92,15.89,737.67,1299.11,3.56,4936.45,0.0,,7695.71,1460.14,1295.55,103.48,18.89,4940.01,7695.71,1.94,0.0,,,1.33,,
CNF,2018-01-01,860.91,13.3,39.72,410.86,1324.79,11.78,649.26,313.78,,2.55,1971.5,1313.01,68.94,19.3,631.38,316.33,2.96,29.66,,,3.57,,
CNF,2017-01-01,532.67,10.8,182.69,560.48,1286.65,18.87,9583.89,0.0,,9256.74,959.5,1267.78,74.3,18.64,9622.74,9256.74,238.7,57.72,,,247.64,,
SNFCA,2022-01-01,25.69,17.68,0.93,86.15,130.45,21.99,37.16,7.52,4.06,101.22,7.93,108.46,27.84,5.02,40.88,89.63,9.81,0.0,,25.71,130.69,,
SNFCA,2021-01-01,39.52,20.39,0.12,84.61,144.64,97.62,63.61,4.69,3.76,55.08,25.95,47.01,9.99,2.2,10.66,46.62,,12.63,,35.97,,,
SNFCA,2020-01-01,55.6,17.29,0.36,202.87,129.63,41.63,36.14,2.14,6.72,71.21,22.27,171.25,35.57,8.11,60.06,80.07,,0.0,,17.71,,,
SNFCA,2019-01-01,10.89,12.24,0.26,98.99,75.6,10.36,38.1,0.68,4.77,24.3,13.2,85.96,30.37,4.12,100.42,29.75,,20.14,,169.02,,,
SNFCA,2018-01-01,21.69,10.74,0.24,25.65,7.01,0.73,63.31,0.16,3.79,26.12,96.43,7.74,2.77,0.37,65.01,30.06,84.18,3.41,,0.97,82.17,,
SNFCA,2017-01-01,14.11,9.86,0.4,19.95,44.32,0.89,38.97,0.37,2.7,2.21,7.56,43.43,15.68,2.1,37.52,5.28,24.72,0.0,,0.56,35.66,,
SNFCA,2016-01-01,12.19,7.99,0.34,15.01,35.54,3.52,55.59,0.12,2.27,18.99,1.07,32.02,10.52,1.57,45.68,21.15,,4.33,,2.06,,,
SNFCA,2015-01-01,13.35,6.4,0.39,48.25,28.11,0.73,15.37,0.15,2.1,21.94,9.2,28.85,10.29,1.43,7.71,24.19,,0.0,,23.81,,,
SNFCA,2014-01-01,8.22,5.14,0.39,26.21,12.46,0.63,44.73,0.07,4.47,49.84,7.35,13.09,5.82,0.66,42.55,54.24,,15.01,,13.46,,,
SNFCA,2013-01-01,7.59,4.61,0.09,24.37,36.65,3.54,33.13,0.25,5.48,1.19,4.71,33.12,15.38,0.87,31.92,6.41,63.51,0.0,,2.32,70.48,,
IOR,2022-01-01,3.93,,,3.93,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,
IOR,2021-01-01,3.6,,,6.58,2.98,0.0,2.97,,,0.0,0.01,2.98,,0.71,2.97,0.0,,0.0,,,,,
IOR,2020-01-01,4.21,,,4.21,0.01,0.0,0.0,,,0.0,0.01,0.01,,0.0,0.0,0.0,600.0,0.0,,,600.0,,
IOR,2019-01-01,4.15,,,4.14,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,99.94,0.0,,,100.0,,
IOR,2018-01-01,8.21,,,6.58,1.63,22.55,1.63,,,0.0,0.0,24.18,,5.8,0.0,0.0,41.52,24.18,,,768.46,,
IOR,2017-01-01,1.51,,,1.28,2.78,0.0,2.78,,,0.0,0.0,2.78,,0.67,9.08,0.0,19.4,0.0,,11.86,19.4,,
IOR,2016-01-01,2.08,,,1.37,3.45,0.0,3.46,,,0.0,0.0,3.45,,0.83,0.0,0.0,1160.58,0.0,,3.46,1160.58,,
IOR,2015-01-01,1.5,,,1.23,0.27,0.0,9.96,,,10.24,0.01,0.27,,0.07,0.0,10.24,94.02,0.0,,9.96,91.88,,
IOR,2014-01-01,1.56,,,3.02,4.58,1.21,2.46,,,2.12,0.0,3.37,,0.81,0.0,2.12,295.17,0.0,,1.25,191.11,,
IOR,2013-01-01,5.52,,,4.36,1.16,0.0,14.2,,,15.36,0.0,1.16,,0.28,0.0,15.36,65.76,0.0,,14.2,65.76,,
AIG,2022-01-01,10247.0,4848.0,,10917.0,4207.0,,3626.0,5200.0,6302.0,676.0,211.0,4207.0,7.45,5.4,3728.0,796.0,33.0,0.0,982.0,102.0,33.0,,
AIG,2021-01-01,9359.0,4633.0,,7742.0,6279.0,,3280.0,2592.0,4136.0,3735.0,803.0,6279.0,12.06,7.35,10058.0,4196.0,504.91,4683.0,1083.0,2095.0,504.91,,
AIG,2020-01-01,5973.0,4120.0,,2862.0,1038.0,,6202.0,500.0,5043.0,5058.0,57.0,1038.0,2.37,1.19,8755.0,1618.0,,2173.0,1103.0,380.0,,,
AIG,2019-01-01,3326.0,5006.0,,10161.0,1807.0,,5475.0,0.0,7693.0,7258.0,8.0,1807.0,3.63,2.06,7819.0,679.0,,2.0,1114.0,2342.0,,,
AIG,2018-01-01,6.0,5362.0,,5750.0,394.0,,223.0,1739.0,3064.0,1249.0,621.0,394.0,0.83,0.44,3758.0,1062.0,,5707.0,1138.0,1726.0,,,
AIG,2017-01-01,6084.0,3874.0,,5608.0,7818.0,,14041.0,6275.0,2092.0,5697.0,497.0,7818.0,15.79,8.4,11353.0,342.0,,792.0,1172.0,1896.0,,,
AIG,2016-01-01,849.0,4090.0,,261.0,3502.0,,3252.0,11460.0,4127.0,6833.0,24.0,3502.0,6.69,3.21,3563.0,1872.0,21.72,2809.0,1372.0,4006.0,21.72,,
AIG,2015-01-01,2196.0,4629.0,,3948.0,2877.0,,8462.0,10691.0,3228.0,11429.0,129.0,2877.0,4.93,2.21,4085.0,2938.0,42.54,0.0,1028.0,4377.0,42.54,,
AIG,2014-01-01,7529.0,4448.0,,6970.0,5007.0,,14284.0,4902.0,4701.0,19788.0,571.0,5007.0,7.77,3.51,14600.0,9473.0,14.63,2348.0,712.0,2664.0,14.63,,
AIG,2013-01-01,9085.0,4713.0,,7933.0,5865.0,,7099.0,597.0,1905.0,11758.0,1114.0,5865.0,8.52,3.98,7849.0,8962.0,59.55,0.0,294.0,750.0,59.55,,
ACGL,2022-01-01,1436.2,106.2,87.63,2144.47,3815.23,51.67,3102.06,579.16,126.56,705.73,41.44,3763.56,39.14,10.21,3175.79,0.0,11.31,0.0,,125.41,11.15,,
ACGL,2021-01-01,2093.41,82.96,87.09,1100.66,3427.56,41.39,2139.73,1227.88,1.67,1229.55,24.23,3386.16,36.61,8.64,471.36,0.0,18.74,1103.12,,523.86,18.95,,
ACGL,2020-01-01,1363.91,69.03,71.26,1340.69,2886.51,39.87,3043.23,81.6,56.92,521.28,386.85,2846.63,33.46,7.06,3022.37,659.79,40.91,0.0,,19.01,41.58,,
ACGL,2019-01-01,1594.71,82.1,66.42,263.62,2048.46,37.84,1806.48,3.33,234.9,80.66,179.06,2010.62,29.03,5.0,1357.97,150.9,31.37,0.0,,410.68,31.46,,
ACGL,2018-01-01,713.62,105.67,55.78,639.91,1559.32,29.81,554.02,290.37,340.3,988.81,2.64,1529.51,28.06,3.78,726.83,358.14,42.42,0.0,,202.62,42.67,,
ACGL,2017-01-01,566.5,125.78,67.8,282.02,1094.88,22.84,1351.88,21.05,38.77,3.41,242.29,1072.04,19.05,2.65,1432.46,56.42,20.51,0.0,,103.42,21.3,,
ACGL,2016-01-01,664.67,19.34,56.58,608.77,1377.43,15.3,2703.43,77.67,545.77,1635.67,288.47,1362.13,30.52,3.76,512.37,1167.57,38.03,1992.72,,183.04,38.69,,
ACGL,2015-01-01,515.8,22.93,56.1,381.15,997.91,15.74,913.88,360.52,75.5,4.66,67.62,982.17,24.95,2.69,895.3,431.36,3.78,40.82,,43.66,3.45,,
ACGL,2014-01-01,812.42,0.0,54.79,147.99,1037.13,19.88,1505.42,447.31,987.25,539.94,51.65,1017.25,25.5,2.59,1305.9,0.0,21.89,237.11,,57.47,22.06,,
ACGL,2013-01-01,687.79,0.0,49.24,91.9,850.87,17.5,1307.51,54.75,84.54,524.02,63.02,833.37,23.63,2.12,1234.37,494.23,7.68,0.0,,55.64,7.72,,
SLF,2022-01-01,3060.0,,,1181.0,4311.0,71.0,2863.0,6.0,268.0,71.0,1679.0,4382.0,18.79,7.48,,1862.0,,2675.0,1671.0,259.0,,,
SLF,2021-01-01,3934.0,,,5892.0,1857.0,81.0,803.0,36.0,206.0,260.0,2955.0,1938.0,5.43,3.31,,1338.0,,59.0,1428.0,663.0,,,
SLF,2020-01-01,2404.0,,,4755.0,7253.0,158.0,886.0,182.0,210.0,2312.0,3963.0,7095.0,16.37,12.07,,560.0,193.17,441.0,1360.0,287.0,200.64,,
SLF,2019-01-01,2618.0,,,239.0,2474.0,114.0,430.0,569.0,253.0,2363.0,509.0,2360.0,5.95,3.94,,223.0,35.47,148.0,1318.0,168.0,37.05,,
SLF,2018-01-01,2522.0,,,1218.0,3834.0,85.0,280.0,628.0,271.0,2566.0,1238.0,3749.0,13.89,6.14,,440.0,93.25,64.0,1227.0,131.0,108.05,,
SLF,2017-01-01,2149.0,,,258.0,1984.0,182.0,339.0,160.0,257.0,2019.0,553.0,1802.0,6.14,2.94,,447.0,45.91,182.0,1155.0,25.0,49.05,,
SLF,2016-01-01,2485.0,,,1087.0,3668.0,131.0,1893.0,39.0,291.0,1543.0,3.0,3537.0,12.38,5.8,,217.0,17.78,1682.0,1074.0,80.0,18.78,,
SLF,2015-01-01,2185.0,,,2176.0,4461.0,106.0,723.0,168.0,297.0,1106.0,3148.0,4355.0,22.6,7.15,,280.0,147.28,581.0,921.0,36.0,133.26,,
SLF,2014-01-01,1762.0,,,69.0,1804.0,63.0,13.0,28.0,571.0,1940.0,40.0,1867.0,7.25,3.06,,511.0,187.72,15.0,886.0,61.0,233.39,,
SLF,2013-01-01,942.0,,,315.0,627.0,67.0,239.0,97.0,323.0,1046.0,507.0,560.0,4.04,0.95,,21.0,16.73,150.0,799.0,22.0,2.1,,
HIG,2022-01-01,1794.0,625.0,,1568.0,4008.0,175.0,1277.0,1569.0,35.0,2710.0,7.0,3833.0,17.14,12.05,1106.0,600.0,2.08,0.0,506.0,4.0,3.21,,
HIG,2021-01-01,2344.0,680.0,,1048.0,4093.0,133.0,2466.0,1677.0,7.0,1581.0,98.0,3960.0,17.69,11.63,2335.0,588.0,5.73,11.0,485.0,9.0,5.4,,
HIG,2020-01-01,1716.0,562.0,,1572.0,3871.0,114.0,2066.0,171.0,650.0,1778.0,23.0,3757.0,18.31,10.48,1940.0,500.0,10.95,0.0,457.0,12.0,11.02,,
HIG,2019-01-01,2064.0,451.0,,953.0,3489.0,105.0,2148.0,206.0,345.0,1191.0,141.0,3384.0,16.32,9.39,191.0,207.0,22.72,1901.0,433.0,49.0,24.37,,
HIG,2018-01-01,1801.0,467.0,,569.0,2843.0,122.0,1962.0,16.0,734.0,1467.0,596.0,2721.0,14.36,7.58,2975.0,338.0,30.05,1115.0,379.0,20.0,40.55,,
HIG,2017-01-01,3131.0,399.0,,4918.0,2186.0,250.0,1442.0,1038.0,991.0,979.0,148.0,1936.0,11.28,5.43,12.0,1391.0,5.81,1201.0,341.0,21.0,5.1,,
HIG,2016-01-01,896.0,398.0,,772.0,2066.0,224.0,949.0,1321.0,782.0,2541.0,185.0,1842.0,11.31,4.88,1724.0,104.0,25.04,175.0,334.0,376.0,24.79,,
HIG,2015-01-01,1682.0,373.0,,701.0,2756.0,307.0,485.0,1250.0,1279.0,3144.0,49.0,2449.0,15.31,5.98,994.0,299.0,46.13,0.0,316.0,202.0,38.75,,
HIG,2014-01-01,798.0,276.0,,812.0,1886.0,121.0,1696.0,1766.0,2215.0,4476.0,1029.0,1765.0,9.48,4.09,872.0,213.0,52.47,963.0,282.0,18.0,50.47,,
HIG,2013-01-01,176.0,189.0,,872.0,1237.0,64.0,3745.0,580.0,2168.0,5820.0,993.0,1173.0,5.67,2.62,2924.0,2870.0,53.86,815.0,202.0,70.0,55.14,,
PFG,2022-01-01,4811.6,295.9,91.3,2025.9,3172.9,116.3,1058.5,1479.4,692.0,1715.4,2516.0,3056.6,17.47,12.49,869.0,285.7,2.5,0.0,642.3,305.8,2.17,,
PFG,2021-01-01,1710.6,275.3,96.1,1172.4,3254.4,129.9,5693.7,850.5,3417.7,1921.5,517.8,3124.5,21.91,11.79,5581.9,8.4,12.26,27.0,654.1,8.9,13.22,,
