symbol,date,cash_and_equivalents,cash_and_cash_equivalents,cash_growth,receivables,inventory,other_current_assets,total_current_assets,property_plant_and_equipment,goodwill_and_intangibles,other_long_term_assets,total_long_term_assets,total_assets,accounts_payable,deferred_revenue,other_current_liabilities,total_current_liabilities,other_long_term_liabilities,total_long_term_liabilities,total_liabilities,common_stock,retained_earnings,comprehensive_income,shareholders_equity,total_liabilities_and_equity,net_cash_or_debt,net_cash_or_debt_growth,net_cash_per_share,working_capital,book_value_per_share,long_term_investments,current_debt,total_debt,debt_growth,long_term_debt,short_term_investments,goodwill,intangible_assets
HGTY,2022-01-01,539.19,564.68,6.5,219.11,,152.99,936.78,107.65,219.07,37.08,375.74,1312.52,389.55,296.97,19.17,667.36,88.74,277.79,945.15,549.07,489.6,0.21,59.25,1004.4,375.63,19.82,1.12,269.43,0.72,11.93,,189.05,39.52,189.05,25.49,,
HGTY,2021-01-01,603.97,603.97,101.94,179.62,,111.69,895.28,28.36,87.66,30.57,146.59,1041.87,162.2,230.46,103.16,495.82,139.75,275.25,771.07,160.22,482.28,1.73,323.78,447.29,468.47,103.61,5.69,399.47,3.93,0.0,,135.5,96.38,135.5,0.0,,
HGTY,2020-01-01,299.08,299.08,35.29,141.05,,73.23,513.36,25.82,51.36,20.17,97.35,610.71,126.49,177.66,80.61,384.75,39.64,108.64,493.39,62.32,56.83,1.95,117.2,610.59,230.08,18.01,2300.78,128.61,1171.98,0.0,,69.0,164.37,69.0,0.0,,
AXS,2022-01-01,1174.65,1174.65,10.86,10131.06,,,,92.21,298.6,,,27595.81,1542.46,4361.45,,,,,22955.9,846.81,6247.02,760.3,4639.91,27595.81,321.63,,3.75,,54.67,,,1496.28,4.6,,,,
AXS,2021-01-01,1317.69,1317.69,12.34,9022.2,,,,103.3,309.52,,,27368.97,1356.16,4090.68,,,,,21958.31,850.63,6204.75,56.54,5410.66,27368.97,112.8,,1.32,,63.88,,,1430.49,1.34,,,,
AXS,2020-01-01,1503.23,1503.23,4.64,8431.59,,,,123.58,320.43,,,25877.69,1196.82,3685.89,,,,,20581.99,882.31,5763.61,414.4,5295.69,25877.69,53.27,,0.63,,62.85,,,1449.96,24.63,,,,
AXS,2019-01-01,1576.46,1576.46,13.86,8086.69,,,,111.09,332.55,,,25604.05,1382.07,3626.25,,,,,20060.05,684.39,6056.69,171.71,5544.01,25604.05,347.28,,4.11,,66.08,,,1923.74,43.35,,,,
AXS,2018-01-01,1830.02,1830.02,34.19,4053.5,,,,0.0,343.57,,,24132.57,1450.83,3635.76,,,,,19102.5,705.63,5912.81,177.11,5030.07,24132.57,488.06,,5.81,,60.24,,,1341.96,2.51,,,,
AXS,2017-01-01,1363.79,1363.79,9.85,4012.64,,,,0.0,359.99,,,24760.18,999.65,3641.4,,,,,19418.91,730.78,5979.67,92.38,5341.26,24760.18,12.74,,0.15,,63.51,,,1376.53,38.63,,,,
AXS,2016-01-01,1241.51,1241.51,5.68,2883.98,,,,0.0,85.05,,,20813.69,555.73,2969.5,,,,,14541.32,133.42,6527.63,121.84,6272.37,20813.69,248.56,35.88,2.72,,69.1,,,992.95,0.11,,,,
AXS,2015-01-01,1174.75,1174.75,2.89,2390.21,,,,0.0,86.86,,,19981.89,365.77,2760.89,,,,,14115.01,139.01,6194.35,188.47,5866.88,19981.89,182.93,16.44,1.84,,59.5,,,991.83,0.1,,,,
AXS,2014-01-01,1209.7,1209.7,22.45,2160.23,,,,0.0,88.96,,,19955.74,437.36,2735.38,,,,,14075.8,151.19,5715.5,45.57,5821.12,19896.92,218.91,,2.07,,55.77,,,990.79,0.51,,,,
AXS,2013-01-01,987.88,987.88,16.15,2020.42,,,,0.0,89.53,,,19634.78,256.16,2683.85,,,,,13766.82,637.43,5062.71,117.83,5817.96,19584.78,7.98,,0.07,,51.2,,,995.86,0.06,,,,
THG,2022-01-01,305.0,305.0,32.09,1601.4,,,,,178.8,,,13995.1,70.3,2954.2,,,,,11661.4,42.3,2992.9,701.5,2333.7,13995.1,477.4,,,,65.55,,,782.4,0.1,,,,
THG,2021-01-01,230.9,230.9,91.46,1469.5,,,,,178.8,,,14254.3,55.1,2734.9,,,,,11109.4,39.5,2983.2,122.2,3144.9,14254.3,550.7,,,,87.6,,,781.6,0.1,,,,
THG,2020-01-01,120.6,120.6,44.09,1339.3,,,,,178.8,,,13443.7,48.4,2482.7,,,,,10241.5,161.7,2668.0,372.5,3202.2,13443.7,660.2,,,,84.94,,,780.8,19.5,,,,
THG,2019-01-01,215.7,215.7,78.87,1260.4,,,,,178.8,,,12490.5,53.4,2416.7,,,,,9574.3,352.7,2410.9,152.6,2916.2,12490.5,437.7,,,,72.91,,,653.4,16.0,,,,
THG,2018-01-01,1020.7,1020.7,242.63,1176.7,,,,,178.8,,,12399.7,37.3,2277.8,,,,,9445.0,888.9,2182.3,116.5,2954.7,12399.7,242.8,,5.65,,69.69,,,777.9,1.14,,,,
THG,2017-01-01,297.9,297.9,5.41,1095.7,,,,,178.8,,,15469.6,51.5,2131.7,,,,,12471.9,915.1,1975.0,107.6,2997.7,15469.6,489.0,,11.37,,70.53,,,786.9,0.06,,,,
THG,2016-01-01,282.6,282.6,16.59,1438.1,,,,,184.8,,,14220.4,251.9,2561.0,,,,,11362.9,919.1,1875.6,62.8,2857.5,14220.4,503.8,,11.66,,66.76,,,786.4,2.08,,,,
THG,2015-01-01,338.8,338.8,9.24,1391.7,,,,,186.0,,,13781.2,205.2,2540.8,,,,,10936.8,987.0,1803.5,53.9,2844.4,13781.2,464.3,,10.36,,64.79,,,803.1,11.11,,,,
THG,2014-01-01,373.3,373.3,23.22,1360.9,,,,,184.6,,,13759.7,226.8,2583.9,,,,,10915.7,1078.9,1558.7,206.4,2844.0,13759.7,530.2,,11.81,,64.64,,,903.5,0.04,,,,
THG,2013-01-01,486.2,486.2,13.92,1324.6,,,,,184.9,,,13378.7,374.7,2515.8,,,,,10784.2,1067.8,1349.1,177.6,2594.5,13378.7,417.7,,9.3,,58.83,,,903.9,6.42,,,,
WTM,2022-01-01,255.0,255.0,72.65,1146.0,,,,,392.4,,,7389.3,251.1,921.5,,,,,3454.3,538.6,3211.8,3.5,3746.9,7201.2,320.2,,,,1454.41,,,575.2,36.66,,,,
WTM,2021-01-01,147.7,147.7,82.78,871.3,,,,,340.5,,,7000.7,424.1,762.2,,,,,3296.0,588.9,2957.5,1.7,3548.1,6844.1,273.2,,,,1175.73,,,420.9,11.82,,,,
WTM,2020-01-01,857.5,857.5,432.61,83.6,,,,,782.4,,,4831.4,113.4,237.5,,,,,1013.5,595.2,3311.2,0.4,3906.0,4919.5,481.1,,,,1259.18,,,376.4,32.77,,,,
WTM,2019-01-01,161.0,161.0,45.97,86.5,,,,,654.7,,,3983.2,102.3,198.4,,,,,838.5,596.3,2672.4,7.2,3261.5,4100.0,122.5,,,,1023.9,,,283.5,47.12,,,,
WTM,2018-01-01,110.3,110.3,13.59,87.4,,,,,537.5,,,3362.6,104.2,176.0,,,,,644.4,584.0,2264.9,5.8,2843.1,3487.5,82.4,,,,893.9,,,192.7,709.66,,,,
WTM,2017-01-01,97.1,97.1,21.07,57.8,,,,,62.1,,,3659.2,32.2,136.8,,,,,298.4,670.6,2823.2,1.3,3492.5,3790.9,73.3,8.59,,,931.34,,,23.8,87.4,,,,
WTM,2016-01-01,80.2,80.2,53.64,24.8,,,,,45.2,,,6520.2,13.0,82.9,,,,,2804.2,810.7,2776.6,4.6,3582.7,6386.9,67.5,,,,784.78,,,12.7,96.24,,,,
WTM,2015-01-01,173.0,173.0,33.89,269.7,,,,,55.4,,,10282.6,0.0,610.5,,,,,5914.6,978.2,3084.9,149.9,3913.2,9827.8,164.6,,,,688.2,,,337.6,1.6,,,,
WTM,2014-01-01,261.7,261.7,31.64,291.1,,,,,351.2,,,10455.7,34.7,616.7,,,,,5917.3,1069.6,3010.5,84.4,3995.7,9913.0,81.4,,,,665.42,,,343.1,49.28,,,,
WTM,2013-01-01,382.8,382.8,17.21,556.4,,,,,20.7,,,12144.3,92.4,0.0,,,,,7746.9,1010.7,2802.3,92.5,3905.5,11652.4,293.6,,,,632.29,,,676.4,9.96,,,,
KMPR,2022-01-01,212.4,212.4,43.32,1549.2,,,,,1300.3,,,13313.6,,1704.4,,,,,10643.0,1819.1,1366.4,514.9,2670.6,13313.6,1174.5,,,,41.8,,,1386.9,23.62,,,,
KMPR,2021-01-01,148.2,148.2,28.09,1626.0,,,,,1312.0,,,14916.5,,1898.7,,,,,10908.8,1797.1,1762.5,448.1,4007.7,14916.5,973.7,,,,62.96,,,1121.9,4.34,,,,
KMPR,2020-01-01,206.1,206.1,50.66,1416.9,,,,,1114.0,,,14341.9,,1615.1,,,,,9778.5,1811.7,2071.2,680.5,4563.4,14341.9,966.7,,,,69.77,,,1172.8,50.67,,,,
KMPR,2019-01-01,136.8,136.8,82.16,1336.8,,,,,1114.0,,,12989.1,,1545.5,,,,,9016.8,1825.9,1810.3,336.1,3972.3,12989.1,641.6,,,,59.6,,,778.4,14.37,,,,
KMPR,2018-01-01,75.1,75.1,64.33,1252.5,,,,,1112.4,,,11544.9,,1424.3,,,,,8494.8,1672.8,1355.5,21.8,3050.1,11544.9,833.9,,,,47.11,,,909.0,53.47,,,,
KMPR,2017-01-01,45.7,45.7,60.5,560.3,,,,,323.0,,,8376.2,,653.9,,,,,6260.6,678.2,1243.0,194.4,2115.6,8376.2,546.6,,,,41.12,,,592.3,21.19,,,,
KMPR,2016-01-01,115.7,115.7,28.45,535.1,,,,,323.0,,,8210.5,,618.7,,,,,6235.3,665.4,1172.8,137.0,1975.2,8210.5,635.9,,,,38.59,,,751.6,0.13,,,,
KMPR,2015-01-01,161.7,161.7,112.48,525.6,,,,,323.0,,,8036.1,,613.1,,,,,6043.7,659.1,1209.0,124.3,1992.4,8036.1,588.9,,,,38.87,,,750.6,0.2,,,,
KMPR,2014-01-01,76.1,76.1,14.44,482.3,,,,,311.8,,,7833.4,,536.9,,,,,5742.7,665.3,1202.7,222.7,2090.7,7833.4,676.0,,,,39.7,,,752.1,23.92,,,,
KMPR,2013-01-01,66.5,66.5,30.94,524.7,,,,,311.8,,,7656.4,,598.9,,,,,5604.9,700.4,1215.8,135.3,2051.5,7656.4,540.4,,,,36.84,,,606.9,0.74,,,,
MCY,2022-01-01,289.78,289.78,13.64,655.84,,,,191.63,52.01,,,6514.19,151.69,1545.64,,,,,4992.06,98.95,1423.18,,1522.13,6514.19,130.48,,,,27.49,,,420.25,3.13,,,,
MCY,2021-01-01,335.56,335.56,3.71,711.64,,,,223.3,53.05,,,6772.47,169.13,1519.8,,,,,4632.19,98.94,2041.34,,2140.28,6772.47,71.95,,,,38.65,,,407.51,2.13,,,,
MCY,2020-01-01,348.48,348.48,18.37,691.27,,,,219.48,54.12,,,6328.25,194.42,1405.87,,,,,4295.65,98.97,1933.63,,2032.6,6328.25,67.88,,,,36.72,,,416.36,0.9,,,,
MCY,2019-01-01,294.4,294.4,6.33,730.22,,,,213.9,53.43,,,5889.16,143.32,1355.55,,,,,4089.66,98.83,1700.67,,1799.5,5889.16,125.73,,,,32.51,,,420.13,13.02,,,,
MCY,2018-01-01,314.29,314.29,7.85,827.63,,,,153.02,58.33,,,5433.73,115.07,1236.18,,,,,3816.05,98.03,1519.66,,1617.68,5433.73,57.44,,,,29.23,,,371.73,0.11,,,,
MCY,2017-01-01,291.41,291.41,32.27,576.44,,,,145.22,63.52,,,5101.32,108.25,1101.93,,,,,3339.94,97.52,1663.86,,1761.39,5101.32,79.92,,,,31.83,,,371.34,16.04,,,,
MCY,2016-01-01,220.32,220.32,16.62,524.99,,,,155.91,68.42,,,4788.72,112.33,1074.44,,,,,3036.32,95.53,1656.87,,1752.4,4788.72,99.68,,,,31.71,,,320.0,10.34,,,,
MCY,2015-01-01,264.22,264.22,8.86,501.29,,,,157.13,74.5,,,4628.65,122.57,1049.31,,,,,2807.76,99.86,1721.03,,1820.89,4628.65,25.78,,,,33.01,,,290.0,,,,,
MCY,2014-01-01,289.91,289.91,8.78,449.95,,,,158.98,78.42,,,4600.29,130.89,999.8,,,,,2724.84,92.51,1782.94,,1875.45,4600.29,0.09,,,,34.08,,,290.0,52.63,,,,
MCY,2013-01-01,266.51,266.51,68.48,425.22,,,,156.72,84.4,,,4315.18,127.66,953.53,,,,,2492.7,82.0,1740.48,,1822.49,4315.18,76.51,320.77,,,33.16,,,190.0,35.71,,,,
HMN,2022-01-01,42.8,42.8,67.99,468.0,,,,,239.5,,,13306.1,,266.1,,,,,12207.8,44.3,1512.4,458.4,1098.3,13306.1,455.2,,10.89,,26.4,,,498.0,0.92,,,,
HMN,2021-01-01,133.7,133.7,499.55,153.2,,,,,188.9,,,14383.9,,255.1,,,,,12576.5,2.0,1524.9,280.5,1807.4,14383.9,368.9,,8.74,,43.03,,,502.6,14.93,,,,
HMN,2020-01-01,22.3,22.3,12.58,0.0,,,,,202.0,,,13471.8,,264.5,,,,,11681.7,0.4,1434.6,355.1,1790.1,13471.8,415.0,,9.88,,42.72,,,437.3,0.99,,,,
HMN,2019-01-01,25.51,25.51,114.24,0.0,,,,,226.3,,,12478.7,,279.16,,,,,10911.42,4.94,1352.54,219.68,1567.29,12478.7,407.52,,9.73,,37.59,,,433.03,45.44,,,,
HMN,2018-01-01,11.91,11.91,56.1,0.0,,,,,47.4,,,11031.9,,276.23,,,,,9741.35,10.79,1216.58,84.76,1290.55,11031.9,285.83,,6.82,,31.05,,,297.74,0.09,,,,
HMN,2017-01-01,7.63,7.63,54.25,0.0,,,,,47.4,,,11198.34,,260.54,,,,,9696.77,16.56,1231.18,286.96,1501.57,11198.34,289.84,,6.97,,36.3,,,297.47,20.33,,,,
HMN,2016-01-01,16.67,16.67,7.49,0.0,,,,,47.4,,,10576.82,,246.27,,,,,9282.84,25.67,1155.73,163.92,1293.98,10576.82,230.54,,5.56,,31.44,,,247.21,0.09,,,,
HMN,2015-01-01,15.51,15.51,32.84,0.0,,,,,47.4,,,10056.97,,232.84,,,,,8792.31,14.99,1116.28,163.37,1264.66,10056.97,231.47,,5.46,,30.17,,,246.98,3.8,,,,
HMN,2014-01-01,11.68,11.68,35.81,0.0,,,,,47.4,,,9768.53,,223.41,,,,,8432.06,13.46,1065.32,284.6,1336.46,9768.53,226.26,,5.36,,32.09,,,237.94,0.03,,,,
HMN,2013-01-01,18.19,18.19,19.81,0.0,,,,,47.4,,,8826.67,,221.11,,,,,7727.37,23.22,1000.31,122.21,1099.31,8826.67,219.69,,5.28,,27.23,,,237.87,0.03,,,,
PLMR,2022-01-01,68.16,68.16,35.32,162.86,,,,0.6,8.26,,,1306.45,171.89,471.31,,,,,921.7,333.56,87.71,36.52,384.75,1306.45,31.76,36.94,1.23,,15.24,,,36.4,,,,,
PLMR,2021-01-01,50.37,50.37,49.09,88.01,,,,0.53,9.5,,,925.73,58.74,284.67,,,,,531.57,318.91,69.95,5.31,394.17,925.73,50.37,49.09,1.93,,15.48,,,0.0,,,,,
PLMR,2020-01-01,33.79,33.79,1.31,48.84,,,,0.74,11.51,,,729.09,42.96,183.49,,,,,365.38,310.51,39.96,13.25,363.71,729.09,33.79,1.31,1.32,,14.62,,,0.0,,,,,
PLMR,2019-01-01,33.35,33.35,236.04,36.24,,,,0.85,0.74,,,395.46,24.94,130.37,,,,,176.91,180.01,33.86,4.69,218.56,395.46,33.35,,1.53,,10.16,,,0.0,,,,,
PLMR,2018-01-01,9.92,9.92,9.22,18.63,,,,0.95,0.74,,,231.13,19.85,79.13,,,,,134.84,68.5,28.36,0.56,96.29,231.13,9.16,,0.54,,5.66,,,19.08,11.66,,,,
STC,2022-01-01,248.37,248.37,48.89,117.72,,,,282.73,1272.07,,,2737.88,196.54,,,,,,1367.61,321.68,1091.82,51.34,1362.15,2729.77,346.64,,12.68,,50.35,,,595.01,5.99,,,,
STC,2021-01-01,485.92,485.92,12.3,119.34,,,,283.89,1154.64,,,2813.36,287.33,,,,,,1518.63,306.96,974.8,0.25,1282.01,2800.64,146.99,,5.41,,47.8,,,632.91,186.56,,,,
STC,2020-01-01,432.68,432.68,30.87,87.81,,,,231.01,468.86,,,1978.58,225.18,,,,,,966.17,299.27,688.82,17.02,1005.11,1971.28,211.82,99.58,8.5,,40.54,,,220.86,1.61,,,,
STC,2019-01-01,330.61,330.61,72.13,72.0,,,,222.12,253.51,,,1592.79,126.78,,,,,,839.03,185.61,564.39,2.7,747.31,1586.33,106.13,26.3,4.47,,31.65,,,224.48,107.78,,,,
STC,2018-01-01,192.07,192.07,27.98,71.46,,,,135.53,258.62,,,1372.93,109.28,,,,,,693.09,184.05,514.25,24.77,673.53,1366.62,84.03,106.13,3.55,,28.61,,,108.04,1.17,,,,
STC,2017-01-01,150.08,150.08,19.21,78.52,,,,141.26,241.16,,,1405.89,117.74,,,,,,727.08,181.36,491.7,0.85,672.21,1399.29,40.77,48.37,1.73,,28.67,,,109.31,2.34,,,,
STC,2016-01-01,185.77,185.77,3.74,71.78,,,,145.82,227.98,,,1341.72,115.64,,,,,,692.88,178.29,471.79,8.88,641.2,1334.08,78.96,2.99,3.36,,27.44,,,106.81,4.31,,,,
STC,2015-01-01,179.07,179.07,10.72,81.67,,,,147.11,235.8,,,1321.59,118.08,,,,,,684.46,177.72,455.52,3.96,629.28,1313.74,76.67,40.74,3.26,,26.73,,,102.4,43.86,,,,
STC,2014-01-01,200.56,200.56,3.23,98.67,,,,152.13,278.18,,,1392.48,111.97,,,,,,692.03,200.9,479.73,12.56,693.19,1385.21,129.38,19.81,5.24,,30.43,,,71.18,116.05,,,,
STC,2013-01-01,194.29,194.29,6.83,104.67,,,,131.09,244.89,,,1326.06,119.96,,,,,,662.97,192.1,452.31,10.88,655.3,1318.27,161.34,17.45,6.52,,29.66,,,32.95,53.71,,,,
LMND,2022-01-01,286.5,286.5,5.88,336.4,,,,19.6,51.5,,,1690.7,19.5,327.7,,,,,823.9,1754.1,859.7,27.6,866.8,1690.7,286.5,5.88,4.41,,13.35,,,,,,,,
LMND,2021-01-01,270.6,270.6,52.64,216.8,,,,11.7,0.6,,,1510.5,19.7,244.2,,,,,522.3,1553.5,561.9,3.4,988.2,1510.5,270.6,52.64,4.42,,16.14,,,,,,,,
LMND,2020-01-01,571.4,571.4,111.39,135.1,,,,5.7,0.6,,,828.7,14.4,146.2,,,,,287.7,859.8,320.6,1.8,541.0,828.7,571.4,111.39,16.98,,16.07,,,,,,,,
LMND,2019-01-01,270.3,270.3,163.96,74.4,,,,3.1,0.6,,,414.3,0.7,68.0,,,,,116.6,15.7,198.3,0.1,182.5,65.9,270.3,163.96,24.3,,16.41,,,,,,,,
SAFT,2022-01-01,25.3,25.3,60.22,299.8,,,,23.34,24.95,,,1972.57,86.68,,,,,,1160.57,77.23,815.31,80.54,812.0,1972.57,33.04,,2.25,,55.59,,,58.34,2.14,,,,
SAFT,2021-01-01,63.6,63.6,18.29,289.11,,,,27.12,0.0,,,2117.39,102.27,,,,,,1190.22,80.85,821.74,24.58,927.17,2117.39,6.49,,0.43,,62.52,,,57.12,6.37,,,,
SAFT,2020-01-01,53.77,53.77,21.08,300.2,,,,31.0,0.0,,,2054.27,94.87,,,,,,1169.59,86.12,745.03,53.53,884.68,2054.27,7.23,,0.48,,58.97,,,61.0,79.42,,,,
SAFT,2019-01-01,44.41,44.41,18.16,328.84,,,,34.0,0.0,,,2022.67,94.3,,,,,,1214.26,118.66,661.55,28.19,808.41,2022.67,10.41,72.3,0.68,,53.18,,,34.0,,,,,
SAFT,2018-01-01,37.58,37.58,9.89,313.19,,,,0.0,0.0,,,1856.24,89.27,,,,,,1137.6,112.63,616.72,10.71,718.64,1856.24,37.58,9.89,2.47,,47.66,,,0.0,,,,,
SAFT,2017-01-01,41.71,41.71,108.0,299.89,,,,0.0,0.0,,,1807.28,78.69,,,,,,1106.26,106.05,570.69,24.27,701.02,1807.28,41.71,108.0,2.76,,46.7,,,0.0,,,,,
SAFT,2016-01-01,20.05,20.05,57.78,308.02,,,,0.0,0.0,,,1758.25,85.87,,,,,,1087.52,100.89,554.0,15.84,670.73,1758.25,20.05,57.78,1.33,,44.88,,,0.0,,,,,
SAFT,2015-01-01,47.49,47.49,11.87,288.06,,,,0.0,0.0,,,1703.87,73.88,,,,,,1059.37,96.24,531.8,16.46,644.5,1703.87,47.49,11.87,3.19,,43.35,,,0.0,,,,,
SAFT,2014-01-01,42.46,42.46,24.02,243.04,,,,0.0,0.0,,,1675.72,78.11,,,,,,967.44,91.92,587.65,28.72,708.28,1675.72,42.46,24.02,2.82,,47.34,,,0.0,,,,,
SAFT,2013-01-01,55.88,55.88,57.92,235.56,,,,0.0,0.0,,,1625.46,86.93,,,,,,930.27,110.2,567.79,17.2,695.19,1625.46,55.88,57.92,3.67,,45.84,,,0.0,,,,,
ARGO,2022-01-01,50.2,50.2,65.64,3321.1,,,,57.7,118.6,,,10034.4,158.7,1039.9,,,,,8801.5,1130.7,407.3,305.1,1232.9,10034.4,415.3,,11.87,,35.24,,,465.5,15.85,,,,
ARGO,2021-01-01,146.1,146.1,1.81,3615.0,,,,81.4,164.6,,,10317.8,724.4,1466.8,,,,,8582.6,1121.5,636.4,22.7,1735.2,10317.8,407.1,,11.69,,49.84,,,553.2,0.23,,,,
ARGO,2020-01-01,148.8,148.8,7.98,3688.8,,,,82.0,207.8,,,10465.8,950.4,1464.8,,,,,8608.0,1115.1,684.1,58.6,1857.8,10465.8,405.7,,11.72,,53.67,,,554.5,18.98,,,,
ARGO,2019-01-01,137.8,137.8,1.01,3783.7,,,,91.8,253.2,,,10508.8,1201.2,1410.9,,,,,8745.1,967.2,793.7,2.8,1763.7,10508.8,546.6,,15.98,,51.56,,,684.4,17.96,,,,
ARGO,2018-01-01,139.2,139.2,21.18,3338.2,,,,0.0,270.5,,,9558.2,970.5,1300.9,,,,,7811.5,962.2,862.6,78.1,1746.7,9558.2,441.0,,12.72,,51.49,,,580.2,0.09,,,,
ARGO,2017-01-01,176.6,176.6,105.35,2691.9,,,,0.0,258.2,,,8764.0,734.0,1207.7,,,,,6944.3,746.1,977.0,96.6,1819.7,8764.0,404.1,,11.42,,52.81,,,580.7,57.97,,,,
ARGO,2016-01-01,86.0,86.0,29.33,1849.4,,,,0.0,219.9,,,7205.0,466.6,970.0,,,,,5412.3,785.1,959.9,47.7,1792.7,7205.0,281.6,,7.94,,51.67,,,367.6,0.11,,,,
ARGO,2015-01-01,121.7,121.7,50.25,1525.6,,,,0.0,225.5,,,6625.6,312.4,886.7,,,,,4957.5,670.9,985.7,11.5,1668.1,6625.6,245.5,,6.8,,47.14,,,367.2,2.99,,,,
ARGO,2014-01-01,81.0,81.0,48.54,1350.8,,,,0.0,230.8,,,6356.3,178.8,817.2,,,,,4709.6,569.2,969.4,108.1,1646.7,6356.3,297.5,,8.05,,45.37,,,378.5,6.17,,,,
ARGO,2013-01-01,157.4,157.4,64.3,1611.9,,,,0.0,239.8,,,6591.0,354.7,779.1,,,,,5028.0,610.8,804.4,147.8,1563.0,6591.0,246.0,,6.34,,41.83,,,403.4,0.62,,,,
PRA,2022-01-01,29.96,29.96,79.14,722.42,,,,18.99,116.45,,,5700.0,28.51,422.95,,,,,4595.98,20.66,1423.29,298.61,1104.02,5700.0,417.03,,7.7,,20.44,,,446.99,0.26,,,,
PRA,2021-01-01,143.6,143.6,33.45,732.01,,,,19.6,122.95,,,6191.48,22.63,433.96,,,,,4763.09,22.39,1434.49,16.28,1428.39,6191.48,302.23,,5.59,,26.47,,,445.83,46.26,,,,
PRA,2020-01-01,215.78,215.78,23.04,636.74,,,,19.01,115.33,,,4654.8,40.0,361.55,,,,,3305.59,27.18,1301.16,75.23,1349.21,4654.8,89.05,,1.65,,25.05,,,304.83,0.99,,,,
PRA,2019-01-01,175.37,175.37,117.93,695.78,,,,21.07,281.48,,,4805.6,52.95,413.09,,,,,3293.69,30.78,1505.74,36.96,1511.91,4805.6,132.5,,2.46,,28.13,,,307.87,6.99,,,,
PRA,2018-01-01,80.47,80.47,40.17,657.48,,,,0.0,287.5,,,4600.73,55.61,415.21,,,,,3077.72,31.93,1571.85,16.91,1523.0,4600.73,207.29,,3.86,,28.41,,,287.76,30.12,,,,
PRA,2017-01-01,134.5,134.5,14.61,620.9,,,,0.0,293.68,,,4929.2,37.73,398.88,,,,,3334.4,34.3,1614.19,14.91,1594.8,4929.2,277.32,,5.17,,29.87,,,411.81,8.12,,,,
PRA,2016-01-01,117.35,117.35,51.33,542.12,,,,0.0,295.13,,,5065.18,30.0,372.56,,,,,3266.48,42.79,1824.09,17.4,1798.7,5065.18,330.86,,6.19,,33.8,,,448.2,28.85,,,,
PRA,2015-01-01,241.1,241.1,22.36,509.68,,,,0.0,303.19,,,4906.02,30.11,362.07,,,,,2947.67,53.54,1988.04,23.86,1958.35,4906.02,106.76,,1.94,,35.74,,,347.86,39.14,,,,
PRA,2014-01-01,197.04,197.04,4.99,479.1,,,,0.0,311.46,,,5169.16,17.45,345.83,,,,,3011.22,108.04,1991.7,58.2,2157.94,5169.16,52.96,,0.89,,36.4,,,250.0,,,,,
PRA,2013-01-01,207.38,207.38,74.93,387.6,,,,0.0,213.12,,,5150.1,34.32,255.46,,,,,2755.69,319.15,2015.6,59.66,2394.41,5150.1,42.62,,0.69,,38.77,,,250.0,100.0,,,,
UFCS,2022-01-01,96.65,96.65,26.84,547.98,,,,133.11,5.32,,,2882.29,,474.39,,,,,2142.17,207.06,620.56,87.5,740.11,2882.29,46.65,43.18,,,29.37,,,50.0,,,,,
UFCS,2021-01-01,132.1,132.1,50.21,453.91,,,,137.7,6.03,,,3012.72,,439.73,,,,,2133.6,203.4,621.38,54.34,879.12,3012.72,82.1,116.36,3.27,,35.03,,,50.0,,,,,
UFCS,2020-01-01,87.95,87.95,27.15,490.8,,,,129.87,6.74,,,3069.68,,464.85,,,,,2244.53,202.38,555.85,66.91,825.15,3069.68,37.95,68.57,1.52,,32.97,,,50.0,,,,,
UFCS,2019-01-01,120.72,120.72,87.3,439.55,,,,116.99,22.54,,,3013.47,,505.16,,,,,2103.0,200.2,697.12,13.15,910.47,3013.47,120.72,87.3,4.8,,36.22,,,0.0,,,,,
UFCS,2018-01-01,64.45,64.45,32.55,415.23,,,,97.19,23.25,,,2816.7,,492.92,,,,,1928.32,203.38,715.47,30.47,888.38,2816.7,64.45,32.55,2.58,,35.53,,,0.0,,,,,
UFCS,2017-01-01,95.56,95.56,7.14,395.46,,,,68.99,23.97,,,4183.43,,465.39,,,,,3210.06,196.36,608.7,168.31,973.37,4183.43,95.56,7.14,3.81,,38.77,,,0.0,,,,,
UFCS,2016-01-01,89.19,89.19,16.21,372.69,,,,55.52,24.74,,,4054.76,,443.8,,,,,3112.87,216.51,616.32,109.06,941.88,4054.76,89.19,16.21,3.52,,37.18,,,0.0,,,,,
UFCS,2015-01-01,106.45,106.45,17.53,353.83,,,,53.24,25.51,,,3890.38,,415.06,,,,,3011.48,207.45,591.01,80.44,878.9,3890.38,106.45,17.53,4.25,,35.09,,,0.0,,,,,
UFCS,2014-01-01,90.57,90.57,1.76,339.47,,,,49.25,26.28,,,3856.69,,378.73,,,,,3039.27,202.7,523.54,91.17,817.42,3856.69,90.57,1.76,3.59,,32.4,,,0.0,,,,,
UFCS,2013-01-01,92.19,92.19,14.21,309.25,,,,47.22,27.05,,,3720.67,,340.46,,,,,2937.84,211.6,484.08,87.15,782.83,3720.67,92.19,14.21,3.64,,30.91,,,0.0,,,,,
UVE,2022-01-01,391.34,391.34,54.59,1160.85,,,,51.4,,,,2890.15,403.05,998.82,,,,,2602.26,125.78,517.46,103.78,287.9,2890.15,288.57,135.17,9.38,,9.36,,,102.77,21.21,,,,
