Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"24,124.17","26,478.96","27,647.34","35,125.73","37,436.84","43,209.88","39,925.5","35,275.29","32,667.22","25,216.55","21,687.17","22,243.16","10,194.5","8,626.46","14,314.59","10,063.36","8,870.16","9,710.64","7,835.36","8,039.08","7,428.1","6,499.79","7,674.74","6,369.31","8,232.11","6,321.19","12,109.84","9,759.28","10,723.36","8,962.39","5,962.97","5,396.71","7,658.34","7,844.22","9,199.71","4,949.97","5,062.3","3,324.07","3,985.56","4,029.86",Upgrade
Cash & Cash Equivalents,"24,124.17","26,478.96","27,647.34","35,125.73","37,436.84","43,209.88","39,925.5","35,275.29","32,667.22","25,216.55","21,687.17","22,243.16","10,194.5","8,626.46","14,314.59","10,063.36","8,870.16","9,710.64","7,835.36","8,039.08","7,428.1","6,499.79","7,674.74","6,369.31","8,232.11","6,321.19","12,109.84","9,759.28","10,723.36","8,962.39","5,962.97","5,396.71","7,658.34","7,844.22","9,199.71","4,949.97","5,062.3","3,324.07","3,985.56","4,029.86",Upgrade
Cash Growth,-35.56%,-38.72%,-30.75%,-0.42%,14.60%,71.36%,84.10%,58.59%,220.44%,192.32%,51.50%,121.03%,14.93%,-11.16%,82.69%,25.18%,19.41%,49.40%,2.09%,26.22%,-9.77%,2.83%,-36.62%,-34.74%,-23.23%,-29.47%,103.08%,80.84%,40.02%,14.25%,-35.18%,9.03%,51.28%,135.98%,130.83%,22.83%,61.69%,57.05%,95.86%,61.68%,Upgrade
"Property, Plant & Equipment","1,664.02","1,653.63","1,620.34","1,600.17","1,134.72","1,144.77","1,117.9","1,116.7","1,148.94","1,161.56","1,146.68","1,155.28","1,154.56","1,140.92","1,074.18","1,066.51","1,044.76",647.41,634.42,637.81,628.71,646.45,656.71,673.55,672.77,675.26,660.38,658.22,662.89,666.68,581.98,590.57,602.1,612.98,612.08,625.01,627.97,633.52,614.8,595.54,Upgrade
Goodwill and Intangibles,"8,682.26","8,699.46","8,728.33","8,746.72","4,595.85","4,597.11","4,599.06","4,601.8","4,604.54","4,607.28","4,610.41","4,614.32","4,618.23","4,622.15","4,626.45","4,631.54","4,637.06","4,640.18","4,645.54","4,651.68","4,658.07","4,664.7","4,671.73","4,679.53","4,687.65","4,690.77","4,699.86","4,709.64","4,721.06","4,733.38","3,531.5","3,535.59","3,552.86","3,559.65","3,566.82","3,574.18","3,583.41","3,593.48","3,603.92","3,614.54",Upgrade
Total Assets,"202,956.41","200,729.84","197,955.48","204,032.89","149,863.55","155,107.16","151,901.19","150,622.71","150,481.06","142,601.11","138,626.74","139,536.97","124,577.83","119,872.76","125,500.93","121,554.9","120,025.21","120,097.4","116,827.64","118,426.05","118,622.82","118,593.49","120,401.8","120,896.57","123,223.25","123,449.21","126,841.03","123,820.58","124,625.63","122,787.88","97,797.06","97,080.08","98,377.78","96,685.54","97,228.34","90,835","88,530.36","85,162.39","84,427.49","83,229.01",Upgrade
Total Liabilities,"177,579.24","175,411.85","172,698.99","178,238.36","131,987.53","137,203.76","134,372.42","133,902.4","134,034.55","126,413.82","122,525.73","123,591.86","108,762.04","104,156.11","109,721.12","105,863.07","104,437.68","104,637.21","101,391.55","102,848.17","102,913.13","102,342.67","104,083.75","104,613.03","107,010.15","106,962.58","110,500.05","107,349.07","108,270.58","106,614.6","84,875.13","84,412.08","85,849.48","84,349.64","84,895.03","78,666.25","76,643.5","73,856.86","73,411.28","72,512.68",Upgrade
Total Debt,"14,458.19","7,519.49","4,377.14","4,136.68","3,493.89","3,532.42","3,603.94","3,590.68","3,557.46","4,441.68","5,505.01","6,373.59","6,380.62","7,048.55","12,516.42","12,266.9","12,078.59","12,843.29","10,450.38","11,621.73","10,217.18","8,316.53","8,778.41","9,345.03","8,272.72","9,657.28","10,425.01","10,735.87","12,107.86","12,786.04","10,348.07","10,329.21","10,702.64","9,199.64","9,226","7,553.56","6,481.41","5,369.33","5,367.35","5,430.14",Upgrade
Debt Growth,313.81%,112.87%,21.45%,15.21%,-1.79%,-20.47%,-34.53%,-43.66%,-44.25%,-36.98%,-56.02%,-48.04%,-47.17%,-45.12%,19.77%,5.55%,18.22%,54.43%,19.05%,24.36%,23.50%,-13.88%,-15.79%,-12.96%,-31.67%,-24.47%,0.74%,3.94%,13.13%,38.98%,12.16%,36.75%,65.13%,71.34%,71.89%,39.10%,12.35%,-5.51%,-3.49%,-18.51%,Upgrade
Common Stock,"9,810.08","10,354.04","10,936.66","11,492.38","3,422.73","3,384.54","3,373.28","2,867.06","2,853.09","2,805.89","2,793.14","2,781.13","2,768.57","3,102.41","3,369.89","3,642.51","4,033.17","4,363.6","4,850.14","5,332.19","5,788.48","6,449.83","6,656.55","6,868.14","7,067.22","7,558.77","7,433.57","7,771.23","7,908.49","7,994.41","4,811.66","4,777.97","4,745.97","4,709.77","4,677.85","4,647.37","4,602.21","4,181.69","4,139.98","4,057.03",Upgrade
