Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+82 Quarters
Cash & Equivalents,"1,405","1,287","1,389","3,573","4,407","6,505","5,907","5,221","4,518","4,122","3,168","2,684","1,952","2,886","2,019","1,920","1,436","1,958","2,203","1,935","1,756","2,779","2,312","2,384","2,411","2,392","2,399","1,567","1,600","1,481","1,441","1,720","1,176","2,497","1,918","1,617","1,531","1,542","1,577","1,900",Upgrade
Short-Term Investments,0,0,0,0,0,11,0,0,0,9,0,0,0,28,0,0,0,18,0,0,0,12,0,0,0,8,0,0,0,6,0,0,0,3,0,0,0,18,0,0,Upgrade
Cash & Cash Equivalents,"1,405","1,287","1,389","3,573","4,407","6,516","5,907","5,221","4,518","4,131","3,168","2,684","1,952","2,914","2,019","1,920","1,436","1,976","2,203","1,935","1,756","2,791","2,312","2,384","2,411","2,400","2,399","1,567","1,600","1,487","1,441","1,720","1,176","2,500","1,918","1,617","1,531","1,560","1,577","1,900",Upgrade
Cash Growth,-68.12%,-80.25%,-76.49%,-31.56%,-2.46%,57.73%,86.46%,94.52%,131.45%,41.76%,56.91%,39.79%,35.93%,47.47%,-8.35%,-0.78%,-18.22%,-29.20%,-4.71%,-18.83%,-27.17%,16.29%,-3.63%,52.14%,50.69%,61.40%,66.48%,-8.90%,36.05%,-40.52%,-24.87%,6.37%,-23.19%,60.26%,21.62%,-14.89%,-19.63%,104.99%,26.67%,126.46%,Upgrade
Receivables,"2,478","2,494","2,213","2,125","2,425","1,650","1,445","1,421","1,509","1,593","1,427","1,557","1,504","1,577","1,486","1,543","1,539","1,449","1,237","1,290","1,313","1,319","1,188","1,166","1,108","1,122",980,"1,007",978,991,986,"1,063",992,932,928,990,988,949,957,957,Upgrade
Other Current Assets,"1,939","1,886",576,537,955,644,286,290,279,264,246,218,239,221,217,231,207,162,188,243,215,214,153,173,144,149,325,885,870,818,409,430,520,530,342,386,345,432,294,250,Upgrade
Total Current Assets,"5,822","5,667","4,178","6,235","7,787","8,810","7,638","6,932","6,306","5,988","4,841","4,459","3,695","4,712","3,722","3,694","3,182","3,587","3,628","3,468","3,284","4,324","3,653","3,723","3,663","3,671","3,704","3,459","3,448","3,296","2,836","3,213","2,688","3,962","3,188","2,993","2,864","2,941","2,828","3,107",Upgrade
"Property, Plant & Equipment",703,720,760,889,973,667,718,714,760,778,908,925,961,996,958,949,943,270,275,273,270,275,259,264,265,271,255,242,251,270,237,208,200,206,199,209,242,249,336,340,Upgrade
Long-Term Investments,"1,750","1,752","1,889","1,859","1,616",165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,"52,985","52,851","54,023","54,503","54,819","4,791","4,998","5,030","5,045","5,087","5,091","5,107","5,142","4,999","4,942","4,972","5,025","5,059","4,964","4,991","4,435","4,377","4,413","4,424","4,434","4,455","4,476","4,365","4,357","4,404","4,849","2,360","2,351","2,391","2,447","2,440","2,449","2,442","2,429","2,469",Upgrade
Other Long-Term Assets,764,794,963,837,897,593,757,722,719,684,612,614,665,641,566,570,570,525,516,485,508,449,389,380,292,272,241,225,205,213,241,232,209,214,436,415,456,429,255,244,Upgrade
Total Long-Term Assets,"56,202","56,117","57,635","58,088","58,305","6,216","6,473","6,466","6,524","6,549","6,611","6,646","6,768","6,636","6,466","6,491","6,538","5,854","5,755","5,749","5,213","5,101","5,061","5,068","4,991","4,998","4,972","4,832","4,813","4,887","5,327","2,800","2,760","2,811","3,082","3,064","3,147","3,120","3,020","3,053",Upgrade
