Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"546,000","567,234","644,187","669,260","754,532","740,834","759,869","705,421","711,072","527,609","487,522","493,729","367,534","263,631","256,597","268,038","302,604","278,793","419,097","405,180","414,812","431,304","457,804","449,161","460,395","389,635","417,590","365,305","378,408","360,505","397,454","422,902","529,204","512,308","439,684","421,432","398,852","355,822","402,109","340,532",Upgrade
Cash & Cash Equivalents,"546,000","567,234","644,187","669,260","754,532","740,834","759,869","705,421","711,072","527,609","487,522","493,729","367,534","263,631","256,597","268,038","302,604","278,793","419,097","405,180","414,812","431,304","457,804","449,161","460,395","389,635","417,590","365,305","378,408","360,505","397,454","422,902","529,204","512,308","439,684","421,432","398,852","355,822","402,109","340,532",Upgrade
Cash Growth,-27.64%,-23.43%,-15.22%,-5.13%,6.11%,40.41%,55.86%,42.88%,93.47%,100.13%,90.00%,84.20%,21.46%,-5.44%,-38.77%,-33.85%,-27.05%,-35.36%,-8.45%,-9.79%,-9.90%,10.69%,9.63%,22.96%,21.67%,8.08%,5.07%,-13.62%,-28.49%,-29.63%,-9.60%,0.35%,32.68%,43.98%,9.34%,23.76%,31.57%,102.70%,155.00%,94.31%,Upgrade
Receivables,"115,316","125,189","143,905","145,442","152,207","102,570","116,395","125,253","114,754","90,503","76,945","72,260","122,064","72,861","88,988","88,399","72,240","73,200","78,792","75,669","72,659","67,729","61,757","64,038","60,038","52,330","64,333","64,911","57,649","46,605","57,926","69,642","70,006","70,079","75,504","77,096","73,122","65,160","66,269","81,562",Upgrade
"Property, Plant & Equipment","28,266","27,734","27,199","26,770","26,916","27,070","26,996","26,631","26,926","27,109","26,672","26,301","25,882","25,813","25,117","24,665","24,160","14,934","14,180","14,132","14,382","14,159","14,218","14,206","14,227","14,131","14,208","14,262","14,195","14,362","14,709","15,073","14,963","15,133","15,177","15,216","14,919","14,891","14,876","14,574",Upgrade
Goodwill and Intangibles,"62,090","60,859","60,806","59,360","58,485","56,691","56,566","54,655","54,588","53,428","51,594","51,669","51,867","53,341","53,078","53,302","54,168","54,349","54,697","54,535","54,533","54,392","48,117","48,127","48,139","54,246","48,189","48,220","48,250","48,340","48,441","48,567","48,581","48,839","49,244","49,449","49,554","49,699","49,917","50,008",Upgrade
Total Assets,"3,744,305","3,665,743","3,773,884","3,841,314","3,954,687","3,743,567","3,757,576","3,684,256","3,689,336","3,384,757","3,246,076","3,213,115","3,139,431","2,687,379","2,764,661","2,727,379","2,737,188","2,622,532","2,615,183","2,590,050","2,609,785","2,533,600","2,563,074","2,563,174","2,546,290","2,490,972","2,521,029","2,466,096","2,423,808","2,351,698","2,417,121","2,449,599","2,577,148","2,572,274","2,527,005","2,520,336","2,476,986","2,415,689","2,463,309","2,439,494",Upgrade
Accounts Payable,"275,077","300,141","300,016","313,326","320,671","262,755","268,604","297,082","285,066","231,285","234,256","230,916","253,874","210,407","225,063","216,137","216,173","196,710","209,707","196,984","192,295","189,383","196,764","189,160","183,200","190,543","190,412","184,635","176,934","177,638","187,986","191,749","202,157","206,939","211,055","203,885","202,499","194,491","212,283","211,432",Upgrade
Total Liabilities,"3,441,223","3,373,411","3,485,866","3,555,171","3,668,788","3,449,440","3,467,535","3,397,870","3,408,622","3,105,403","2,974,963","2,948,649","2,878,169","2,426,049","2,500,313","2,464,164","2,477,351","2,366,017","2,356,227","2,332,592","2,353,584","2,277,907","2,304,692","2,304,691","2,290,427","2,236,782","2,266,698","2,213,673","2,173,651","2,104,125","2,171,393","2,208,394","2,341,284","2,340,547","2,295,728","2,293,022","2,257,331","2,204,511","2,256,639","2,230,255",Upgrade
Total Debt,"584,126","542,505","575,278","569,353","574,683","548,939","603,778","597,301","638,424","542,102","557,607","600,664","584,460","516,093","593,131","550,442","584,875","533,627","516,367","512,325","516,207","494,798","511,942","511,737","512,058","495,354","514,646","498,895","488,946","477,996","520,094","539,889","561,876","565,046","559,319","585,007","584,730","534,894","566,277","612,190",Upgrade
