Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"46,513","30,856","24,892","21,553","26,804","21,746","26,624","34,846","50,495","40,509","44,106","55,818","24,936","13,407","17,120","15,111","17,469","13,186","10,882","12,273","14,008","14,040","8,484","6,715","9,315","9,976","9,094","7,149","5,235","8,023","6,837","7,156","8,891","7,242","6,148","6,732","6,182","6,291","5,718","4,653",Upgrade
Cash & Cash Equivalents,"46,513","30,856","24,892","21,553","26,804","21,746","26,624","34,846","50,495","40,509","44,106","55,818","24,936","13,407","17,120","15,111","17,469","13,186","10,882","12,273","14,008","14,040","8,484","6,715","9,315","9,976","9,094","7,149","5,235","8,023","6,837","7,156","8,891","7,242","6,148","6,732","6,182","6,291","5,718","4,653",Upgrade
Cash Growth,73.53%,41.89%,-6.51%,-38.15%,-46.92%,-46.32%,-39.64%,-37.57%,102.50%,202.15%,157.63%,269.39%,42.74%,1.68%,57.32%,23.12%,24.71%,-6.08%,28.26%,82.77%,50.38%,40.74%,-6.71%,-6.07%,77.94%,24.34%,33.01%,-0.10%,-41.12%,10.78%,11.21%,6.30%,43.82%,15.12%,7.52%,44.68%,-8.36%,-43.11%,-4.21%,-22.18%,Upgrade
"Property, Plant & Equipment","4,365","4,351","4,265","4,238","4,238","4,210","4,204","4,227","4,277","4,287","4,333","4,324","4,336","4,378","4,311","4,243","4,205","4,191","4,149","4,095","4,055","4,033","3,955","3,825","3,727","3,675","3,561","3,556","3,542","3,584","3,629","3,602","3,684","3,685","3,752","3,764","3,807","3,839","3,792","3,766",Upgrade
Goodwill and Intangibles,"14,779","14,777","14,771","14,778","14,784","14,782","14,652","14,654","14,654","14,653","14,648","14,645","14,645","14,653","14,624","14,545","14,546","14,544","14,513","14,531","14,536","14,533","14,532","14,524","14,521","14,519","14,493","14,495","14,492","14,480","13,983","13,984","13,978","13,978","13,970","13,977","13,974","13,978","13,906","13,900",Upgrade
Total Assets,"471,660","455,249","444,232","440,288","434,195","432,381","425,377","423,420","425,175","421,602","421,883","421,296","396,878","390,365","378,810","373,619","373,191","372,538","362,909","363,989","362,857","365,693","361,402","350,593","348,549","357,033","345,061","339,117","330,346","334,048","313,700","310,510","306,224","308,167","300,202","298,317","290,500","296,933","289,888","296,542",Upgrade
Total Liabilities,"417,007","402,667","393,371","386,878","377,850","371,352","361,833","358,796","363,987","361,398","363,459","365,251","340,048","332,354","320,575","317,852","319,710","320,870","312,271","314,063","313,654","316,963","311,248","301,456","300,509","309,519","296,848","291,009","282,639","286,764","266,015","263,851","260,494","263,114","256,184","254,502","247,699","255,301","248,138","255,501",Upgrade
Total Debt,"48,777","48,715","54,607","58,938","45,358","43,086","37,501","36,343","38,450","40,539","42,795","44,900","55,681","55,697","50,149","49,233","50,358","58,905","52,205","53,310","50,693","60,281","59,458","49,954","48,439","60,460","59,820","59,181","50,497","59,115","42,778","45,766","41,029","48,457","42,243","39,114","30,118","40,654","31,845","36,231",Upgrade
Debt Growth,7.54%,13.06%,45.61%,62.17%,17.97%,6.28%,-12.37%,-19.06%,-30.95%,-27.22%,-14.66%,-8.80%,10.57%,-5.45%,-3.94%,-7.65%,-0.66%,-2.28%,-12.20%,6.72%,4.65%,-0.30%,-0.61%,-15.59%,-4.08%,2.28%,39.84%,29.31%,23.08%,21.99%,1.27%,17.01%,36.23%,19.19%,32.65%,7.96%,-19.67%,-18.55%,-17.02%,1.00%,Upgrade
Common Stock,"5,295","5,314","5,325","5,490","7,339","9,649","13,240","16,371","16,238","16,622","16,938","16,703","16,599","16,515","18,306","17,211","17,111","17,056","17,632","18,093","18,806","18,956","18,830","18,734","18,648","18,697","18,847","19,388","19,940","20,855","21,420","21,516","21,017","21,510","21,415","21,916","22,252","22,212","22,858","23,029",Upgrade
