Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+14 Quarters
Cash & Equivalents,"18,085","11,128","13,236","14,510","12,434","2,088","3,815.6","4,155.35","3,433.6","2,466.53","2,661.87","1,692.96","1,296.65","1,621.31","1,304.39","1,030.46",771.34,662.88,911.33,"1,155.97","1,066.99",848.06,989.43,"1,130.23","1,157.13",859.66,991.21,897.51,587.89,679.82,874.62,928.04,"1,607.17","2,300.97","2,322.41","2,292.67","2,193.34","2,183.91","2,171.44","2,729.34",Upgrade
Cash & Cash Equivalents,"18,085","11,128","13,236","14,510","12,434","2,088","3,815.6","4,155.35","3,433.6","2,466.53","2,661.87","1,692.96","1,296.65","1,621.31","1,304.39","1,030.46",771.34,662.88,911.33,"1,155.97","1,066.99",848.06,989.43,"1,130.23","1,157.13",859.66,991.21,897.51,587.89,679.82,874.62,928.04,"1,607.17","2,300.97","2,322.41","2,292.67","2,193.34","2,183.91","2,171.44","2,729.34",Upgrade
Cash Growth,45.45%,432.95%,246.89%,249.19%,262.13%,-15.35%,43.34%,145.45%,164.81%,52.13%,104.07%,64.29%,68.10%,144.59%,43.13%,-10.86%,-27.71%,-21.84%,-7.89%,2.28%,-7.79%,-1.35%,-0.18%,25.93%,96.83%,26.46%,13.33%,-3.29%,-63.42%,-70.46%,-62.34%,-59.52%,-26.73%,5.36%,6.95%,-16.00%,-16.54%,-17.23%,-7.45%,36.64%,Upgrade
Receivables,"4,693","4,823","4,786","4,845","5,015",490,523.34,439.73,438.56,467.61,488.48,486.24,645.18,417.48,443.16,449.17,380.95,384.9,343.49,332.74,336.79,305.76,"1,865.34","1,552.81","1,670.74","1,511.96","1,289.53","1,108.31",752.31,891.74,954.28,"1,117.37","1,174.12","1,179.68","1,678.31","2,235.87","2,311.88","2,604.32","2,570.58","2,224.03",Upgrade
"Property, Plant & Equipment",0,0,0,0,0,0,379.25,361.6,292.93,295.1,301.78,308.17,186.23,190.7,190.62,98.78,102.85,0,0,0,0,0,0,0,0,0,0,0,0,0,32.98,34.81,36.07,0,36.77,37.78,39.13,40.25,49.51,50.95,Upgrade
Goodwill and Intangibles,"4,325","4,322","4,322","4,417","4,312",117,116.96,116.96,116.96,116.96,116.96,116.96,93.91,93.91,88.85,88.85,88.85,88.85,107.73,106.16,106.71,107.69,108.01,108.61,109.86,111.57,113.55,115.22,116.98,117.47,125.07,133.64,100.92,109.28,117.87,126.47,135.06,144.17,153.56,163.7,Upgrade
Total Assets,"270,324","257,217","250,340","247,850","261,555","30,502","28,290.64","27,541.35","27,410.14","23,669.08","18,627.87","17,958.41","16,322.8","8,542.12","8,064.3","7,348.24","6,721.5","5,991.65","6,972.16","6,639.01","6,948.5","6,991.07","6,860.35","6,221.92","6,261.56","5,629.55","5,490.22","5,162.23","4,360.77","4,559.81","4,818.05","4,901.7","23,647.8","23,172.79","24,097.61","22,447.39","22,912.38","22,477.98","22,148.37","20,620.02",Upgrade
Accounts Payable,"14,365","10,680","11,070","9,995","11,400","4,069","2,372.44","2,103.26","1,989.3","1,571.13","1,522.58","1,318.58","1,780.34","1,354.42","1,297.55","1,087.36",996.34,948.45,"1,179.46","1,146.47","1,207.92","1,249.16","1,433.34","1,254.72","1,305.81","1,245.74","1,243.85","1,124.55",950.42,982.22,"1,008.34","1,008.97","1,072.17","1,044.25","1,414.72","1,599.55","1,513.56","1,625.77","1,656.2","1,498.54",Upgrade
Deferred Revenue,0,0,0,0,0,0,175.2,74.95,126.03,30.37,120.08,63.16,128.09,84.64,172.16,92.27,183.46,111.1,182.05,109.18,145.28,128.15,155.08,116.1,171.27,174.89,204.52,158.46,175.54,177.88,201.18,175.36,220.67,199.61,316.18,272.73,337.12,279.48,267.08,296.46,Upgrade
Total Liabilities,"252,590","241,819","247,454","239,689","241,277","18,538","18,066.54","17,912.2","18,511.27","17,373.12","14,438.87","13,716.47","12,823.76","5,503.99","5,221.87","4,807.25","4,279.26","3,539.81","3,978.33","3,817.04","4,041.74","4,093.27","4,268.37","3,868.73","3,913.77","3,762.03","3,879.35","3,647.52","3,173.77","3,170.83","3,298.63","3,302.74","17,849.03","17,229.33","17,928.7","15,780.21","16,125.46","15,789.26","15,762.87","14,382.97",Upgrade
