Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+82 Quarters
Cash & Equivalents,"40,836","33,914","31,182","26,277","27,678","22,028","27,916","30,796","40,280","32,965","33,030","41,497","36,095","24,446","24,266","26,869","33,177","27,445","30,231","29,743","31,092","32,927","26,168","30,442","29,366","25,208","26,520","33,767","25,045","22,762","19,938","21,071","23,572","22,288","21,264","18,430","20,740","19,486","22,286","23,129",Upgrade
Cash & Cash Equivalents,"40,836","33,914","31,182","26,277","27,678","22,028","27,916","30,796","40,280","32,965","33,030","41,497","36,095","24,446","24,266","26,869","33,177","27,445","30,231","29,743","31,092","32,927","26,168","30,442","29,366","25,208","26,520","33,767","25,045","22,762","19,938","21,071","23,572","22,288","21,264","18,430","20,740","19,486","22,286","23,129",Upgrade
Cash Growth,47.54%,53.96%,11.70%,-14.67%,-31.29%,-33.18%,-15.48%,-25.79%,11.59%,34.85%,36.12%,54.44%,8.80%,-10.93%,-19.73%,-9.66%,6.71%,-16.65%,15.53%,-2.30%,5.88%,30.62%,-1.33%,-9.85%,17.25%,10.75%,33.01%,60.25%,6.25%,2.13%,-6.24%,14.33%,13.65%,14.38%,-4.59%,-20.32%,-25.83%,-12.42%,-10.77%,5.12%,Upgrade
Receivables,"57,271","57,384","55,116","55,900","53,088","53,581","48,728","47,512","41,800","43,434","40,389","37,034","44,269","56,794","58,856","61,265","59,355","55,320","58,132","57,665","56,870","56,735","53,703","51,762","49,966","50,073","47,331","47,497","46,660","46,695","46,407","47,264","45,628","47,000","47,316","48,646","47,374","47,185","46,497","46,915",Upgrade
"Property, Plant & Equipment","5,204","5,215","5,095","5,093","5,046","4,988","4,960","4,891","4,943","5,015","4,835","4,829","4,798","4,834","4,715","4,658","4,479","4,416","4,295","4,251","4,271","4,329","4,367","4,445","4,433","4,433","4,301","4,210","4,137","4,108","4,032","4,016","3,940","3,938","3,921","3,870","3,893","3,875","3,746","3,716",Upgrade
Total Assets,"235,842","228,354","214,915","205,298","195,862","188,548","184,261","186,973","193,067","191,367","187,259","188,608","186,060","198,321","194,184","197,603","197,193","188,602","189,092","184,861","179,956","181,196","168,577","166,997","161,385","158,893","153,377","159,642","158,816","161,184","154,216","157,152","154,684","159,103","153,862","152,384","151,497","153,375","150,103","151,933",Upgrade
Accounts Payable,"12,526","12,133","11,021","11,371","11,196","10,574","9,641","9,708","8,585","9,444","8,232","7,731","7,977","12,738","12,866","16,518","16,162","12,255","15,605","13,800","14,038","14,657","12,240","12,106","11,700","11,190","11,372","11,729","12,027","11,822","11,340","11,056","10,643","11,300","11,510","11,645","11,844","10,615","11,361","14,313",Upgrade
Total Liabilities,"209,850","203,643","190,975","182,063","173,479","166,371","159,835","161,434","168,618","168,383","165,390","167,546","165,054","175,250","171,159","174,511","174,975","166,312","167,632","163,969","160,343","162,935","147,492","145,822","140,450","138,392","132,360","138,930","138,089","140,511","132,881","135,267","132,854","138,430","133,646","132,171","131,520","133,879","130,887","132,899",Upgrade
Total Debt,"42,862","43,921","43,908","42,479","40,459","40,918","36,736","39,227","43,597","44,830","46,493","50,364","56,085","64,277","61,292","60,563","60,446","61,523","57,592","57,855","54,313","59,082","51,114","55,371","55,247","52,571","47,755","52,992","49,907","52,873","51,813","57,226","57,073","61,435","59,094","58,272","56,916","60,351","55,776","55,636",Upgrade
Debt Growth,5.94%,7.34%,19.52%,8.29%,-7.20%,-8.73%,-20.99%,-22.11%,-22.27%,-30.25%,-24.15%,-16.84%,-7.21%,4.48%,6.42%,4.68%,11.29%,4.13%,12.67%,4.49%,-1.69%,12.39%,7.03%,4.49%,10.70%,-0.57%,-7.83%,-7.40%,-12.56%,-13.94%,-12.32%,-1.80%,0.28%,1.80%,5.95%,4.74%,-4.70%,-3.11%,-7.50%,-6.50%,Upgrade
Common Stock,"11,671","11,642","11,632","11,627","11,602","11,648","12,557","12,018","12,039","12,042","11,979","11,921","11,841","11,937","12,034","12,147","12,131","12,388","12,443","12,479","12,397","12,382","12,493","12,633","12,772","12,914","12,974","13,053","13,280","13,542","13,684","13,840","13,874","13,079","12,423","12,457","12,549","12,415","12,408","12,459",Upgrade
Retained Earnings,"17,427","16,279","15,685","14,751","13,754","13,474","14,832","16,402","15,308","13,837","12,762","12,052","12,161","13,871","13,652","13,551","12,686","12,499","11,521","10,896","9,597","8,307","10,908","10,970","10,633","10,371","10,661","10,280","9,949","9,665","10,025","10,199","10,107","9,513","9,335","9,127","8,822","8,507","8,147","7,883",Upgrade
Comprehensive Income,"-3,106","-3,210","-3,377","-3,143","-2,973","-2,945","-2,963","-2,881","-2,898","-2,895","-2,872","-2,911","-2,996","-2,737","-2,661","-2,606","-2,599","-2,597","-2,504","-2,483","-2,381","-2,428","-2,316","-2,428","-2,470","-2,784","-2,618","-2,621","-2,502","-2,534","-2,374","-2,154","-2,151","-1,919","-1,542","-1,371","-1,394","-1,426","-1,339","-1,308",Upgrade
Shareholders' Equity,"25,992","24,711","23,940","23,235","22,383","22,177","24,426","25,539","24,449","22,984","21,869","21,062","21,006","23,071","23,025","23,092","22,218","22,290","21,460","20,892","19,613","18,261","21,085","21,175","20,935","20,501","21,017","20,712","20,727","20,673","21,335","21,885","21,830","20,673","20,216","20,213","19,977","19,496","19,216","19,034",Upgrade
Total Liabilities and Equity,"235,842","228,354","214,915","205,298","195,862","188,548","184,261","186,973","193,067","191,367","187,259","188,608","186,060","198,321","194,184","197,603","197,193","188,602","189,092","184,861","179,956","181,196","168,577","166,997","161,385","158,893","153,377","159,642","158,816","161,184","154,216","157,152","154,684","159,103","153,862","152,384","151,497","153,375","150,103","151,933",Upgrade
Net Cash / Debt,"-2,026","-10,007","-12,726","-16,202","-12,781","-18,890","-8,820","-8,431","-3,317","-11,865","-13,463","-8,867","-19,990","-39,831","-37,026","-33,694","-27,269","-34,078","-27,361","-28,112","-23,221","-26,155","-24,946","-24,929","-25,881","-27,363","-21,235","-19,225","-24,862","-30,111","-31,875","-36,155","-33,501","-39,147","-37,830","-39,842","-36,176","-40,865","-33,490","-32,507",Upgrade
