Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"328,959","342,025","299,607","284,030","272,087","262,033","323,808","299,238","324,682","309,615","323,695","309,773","285,920","193,919","220,443","203,243","205,893","188,105","199,286","200,902","202,704","180,516","186,109","186,082","180,045","160,494","155,990","150,133","158,289","133,097","159,661","154,098","155,776","160,197","179,044","189,085","204,400","198,890","205,469","189,173",Upgrade
Cash & Cash Equivalents,"328,959","342,025","299,607","284,030","272,087","262,033","323,808","299,238","324,682","309,615","323,695","309,773","285,920","193,919","220,443","203,243","205,893","188,105","199,286","200,902","202,704","180,516","186,109","186,082","180,045","160,494","155,990","150,133","158,289","133,097","159,661","154,098","155,776","160,197","179,044","189,085","204,400","198,890","205,469","189,173",Upgrade
Cash Growth,20.90%,30.53%,-7.47%,-5.08%,-16.20%,-15.37%,0.03%,-3.40%,13.56%,59.66%,46.84%,52.42%,38.87%,3.09%,10.62%,1.17%,1.57%,4.20%,7.08%,7.96%,12.59%,12.48%,19.31%,23.94%,13.74%,20.58%,-2.30%,-2.57%,1.61%,-16.92%,-10.83%,-18.50%,-23.79%,-19.45%,-12.86%,-0.05%,17.22%,43.51%,0.80%,0.10%,Upgrade
Receivables,"55,491","54,192","79,696","80,486","89,218","54,340","59,487","61,138","60,465","44,806","51,610","51,633","68,555","39,857","54,215","50,027","44,500","35,450","40,679","36,977","46,572","38,384","38,076","40,487","36,888","28,887","36,112","36,851","35,261","27,683","37,875","43,921","35,637","28,419","39,298","41,864","32,484","25,674","24,976","33,484",Upgrade
"Property, Plant & Equipment","27,119","26,253",0,0,0,"24,328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,"24,514","24,119","23,811","24,123","24,387","25,794","26,126","26,747","26,646","26,909","26,428","25,850","25,824","26,948","26,666","27,091","27,233","27,266","27,403","27,383","27,696","27,402","27,630","27,796","27,845","28,337","29,167","29,341","27,592","27,851","28,090","29,007","29,079","30,003","31,118","32,071","32,485","32,783","32,566","32,401",Upgrade
Total Assets,"2,455,113","2,416,676","2,381,064","2,380,904","2,394,105","2,291,413","2,361,876","2,327,868","2,314,266","2,260,090","2,234,459","2,232,715","2,219,770","1,951,158","2,014,802","1,988,226","1,958,413","1,917,383","1,925,165","1,912,334","1,922,104","1,842,465","1,889,133","1,864,063","1,821,635","1,792,077","1,818,117","1,818,771","1,800,967","1,731,210","1,808,356","1,829,370","1,831,801","1,842,181","1,882,849","1,909,715","1,894,736","1,880,382","1,899,511","1,883,988",Upgrade
Accounts Payable,"76,708","69,218","87,841","96,474","91,324","61,430","60,501","59,416","60,907","50,484","54,328","60,567","74,368","48,601","63,342","69,839","62,656","64,571","73,346","67,672","69,685","61,342","63,205","62,947","59,655","57,152","61,921","62,054","58,257","53,722","59,557","54,867","58,252","52,180","59,428","62,323","59,407","53,707","56,992","61,705",Upgrade
Total Liabilities,"2,246,094","2,214,838","2,181,947","2,181,278","2,195,752","2,088,741","2,160,266","2,124,958","2,110,993","2,059,890","2,039,864","2,040,413","2,026,788","1,757,212","1,817,732","1,790,116","1,761,398","1,720,309","1,727,302","1,711,366","1,719,238","1,640,793","1,660,511","1,632,956","1,592,482","1,565,934","1,585,427","1,585,750","1,572,206","1,508,118","1,586,219","1,608,545","1,615,778","1,630,485","1,668,958","1,696,616","1,684,494","1,674,249","1,696,772","1,686,162",Upgrade
Total Debt,"577,552","521,146","503,865","495,951","488,592","473,632","497,141","517,854","507,590","500,725","517,920","535,653","543,373","460,148","472,515","475,764","473,260","442,113","444,955","451,883","445,791","437,438","432,104","416,478","382,887","378,700","391,702","383,857","385,936","368,850","404,716","414,764","425,298","454,853","464,412","470,430","472,326","483,572","496,884","498,018",Upgrade
Debt Growth,18.21%,10.03%,1.35%,-4.23%,-3.74%,-5.41%,-4.01%,-3.32%,-6.59%,8.82%,9.61%,12.59%,14.81%,4.08%,6.19%,5.28%,6.16%,1.07%,2.97%,8.50%,16.43%,15.51%,10.31%,8.50%,-0.79%,2.67%,-3.22%,-7.45%,-9.26%,-18.91%,-12.85%,-11.83%,-9.96%,-5.94%,-6.54%,-5.54%,-6.39%,-3.81%,-8.89%,-11.37%,Upgrade
Common Stock,"55,383","53,517","53,396","53,248","53,332","55,789","54,702","57,593","62,744","63,228","61,638","61,536","61,414","64,191","70,711","74,241","77,701","82,043","87,213","92,377","94,671","96,983","102,351","107,740","109,318","111,024","115,090","117,476","117,150","117,360","117,184","117,590","116,848","115,549","114,207","114,148","112,517","112,304","110,832","110,125",Upgrade
Retained Earnings,"198,353","194,734","193,462","191,261","187,962","184,948","183,024","179,686","174,816","168,272","165,303","163,431","163,438","165,369","161,797","158,321","154,859","151,347","148,436","145,211","141,863","138,425","155,174","152,178","149,731","146,477","143,678","140,527","136,998","133,841","130,921","126,954","122,463","117,852","118,041","115,361","115,091","111,168","108,812","105,725",Upgrade
Comprehensive Income,"-45,441","-47,062","-48,298","-45,495","-43,585","-38,765","-36,851","-35,120","-35,011","-32,058","-33,065","-33,345","-32,521","-36,318","-36,135","-35,203","-36,308","-37,170","-38,645","-37,494","-34,619","-34,668","-29,891","-29,899","-30,917","-32,381","-27,193","-26,115","-26,626","-29,344","-27,257","-25,104","-24,691","-23,216","-19,976","-18,147","-19,146","-19,133","-18,798","-19,924",Upgrade
