Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Cash & Equivalents,69.68,84.71,60.28,34.51,30.03,22.37,23.56,41.16,50.18,32.85,25.83,35.26,37.3,36.31,31.64,29.21,36.28,22.65,17.12,11.61,14.04,12.22,31.18,29.85,9.78,57.39,65.74,57.5,16.52,10.41,11.42,9.96,3.77,11.66,9.26,10.18,13.41,12.61,4.51,15.23,Upgrade
Cash & Cash Equivalents,69.68,84.71,60.28,34.51,30.03,22.37,23.56,41.16,50.18,32.85,25.83,35.26,37.3,36.31,31.64,29.21,36.28,22.65,17.12,11.61,14.04,12.22,31.18,29.85,9.78,57.39,65.74,57.5,16.52,10.41,11.42,9.96,3.77,11.66,9.26,10.18,13.41,12.61,4.51,15.23,Upgrade
Cash Growth,132.00%,278.74%,155.91%,-16.14%,-40.15%,-31.92%,-8.79%,16.74%,34.53%,-9.52%,-18.37%,20.69%,2.81%,60.28%,84.75%,151.55%,158.50%,85.35%,-45.08%,-61.10%,43.46%,-78.70%,-52.58%,-48.08%,-40.78%,451.06%,475.79%,477.39%,338.69%,-10.69%,23.37%,-2.15%,-71.92%,-7.54%,105.21%,-33.19%,243.75%,-69.63%,-30.90%,-84.97%,Upgrade
Receivables,4.94,7.94,12.39,13.64,13.07,5.6,17.59,9.49,5.14,9.1,3.77,61.52,6.01,10.39,4.65,4.75,4.08,3.5,5.71,23.69,6.59,4.15,11.27,7.98,46.72,5.28,7.06,52.52,89.13,71.9,31.69,61.43,120.31,98.63,91.04,91.92,76.55,106.45,26.27,12.98,Upgrade
Total Assets,"2,489.27","2,525.52","2,566.03","2,635.08","2,600.12","2,666.22","2,690.57","2,585.33","2,544.49","2,578.78","2,653.37","2,808.98","2,871.06","3,060.02","2,892.96","2,700.43","2,497.8","2,383.67","2,386.79","2,573.37","2,311.81","2,415.57","2,449.41","2,493.44","2,410.12","2,635.47","2,654.56","2,786.6","3,078.64","3,219.29","3,302.86","3,453.99","3,560.89","3,701.17","3,833.16","3,812.35","3,641.95","3,379.7","3,139.82","3,153.68",Upgrade
Accounts Payable,10.46,33.28,33.75,33.34,32.83,37.57,39.7,38.84,32.16,32.56,32.79,39.39,39.66,41.16,42.27,40.16,40.6,53.39,53.21,62.46,90.86,83,92.1,76.41,63.23,70.71,79.79,65.33,101.45,35.37,29.95,81.74,48.1,45.74,123.6,103.94,150.69,128.48,128.29,130.73,Upgrade
Total Liabilities,"1,495.9","1,537.41","1,554.99","1,649.09","1,595.29","1,641.94","1,651.43","1,542.32","1,508.16","1,561.37","1,645.63","1,811.03","1,846.74","1,844.14","1,639.57","1,409.72","1,185.17","1,067.06","1,015.64","1,182.21",893.72,974.52,976.81,"1,015.82",928.32,"1,128.77","1,112.63","1,234.19","1,433.06","1,495.09","1,476","1,557.34","1,623.28","1,704.48","1,769.67","1,743.48","1,590.34","1,454.36","1,275.17","1,320.51",Upgrade
Total Debt,"1,470.85","1,483.39","1,504.4","1,597.56","1,550.61","1,587.38","1,597.79","1,488.8","1,465.37","1,512.31","1,600.33","1,755.1","1,794.62","1,785.64","1,584.13","1,349.6","1,128.69",994.49,946.24,"1,102.68",789.85,875.17,864.91,920.67,848.45,"1,033.96","1,014.79","1,098.98","1,312.96","1,384.72","1,370.16","1,390.89","1,498.76","1,588.65","1,577.47","1,571.02","1,372.26","1,261.29","1,082.27","1,125.49",Upgrade
Debt Growth,-5.14%,-6.55%,-5.85%,7.31%,5.82%,4.96%,-0.16%,-15.17%,-18.35%,-15.31%,1.02%,30.05%,59.00%,79.55%,67.41%,22.39%,42.90%,13.63%,9.40%,19.77%,-6.91%,-15.36%,-14.77%,-16.22%,-35.38%,-25.33%,-25.94%,-20.99%,-12.40%,-12.84%,-13.14%,-11.47%,9.22%,25.95%,45.76%,39.59%,18.70%,21.17%,15.79%,10.35%,Upgrade
Common Stock,"2,107.19","2,107.19","2,107.19","2,077.19","2,078.82","2,079.59","2,091.99","2,097.9","2,099.94","2,099.94","2,099.94","2,099.94","2,099.94","2,118.72","2,126.57","2,140.78","2,155.91","2,590.67","2,612.74","2,628.85","2,636.72","2,916.39","2,921.04","2,925","2,925","2,989.23","3,002.81","3,021.08","3,027.15","3,145.52","3,176.76","3,197.95","3,197.95","3,222.04","3,222.04","3,222.04","3,222.07","3,115.67","3,115.76","3,115.76",Upgrade
