Metrics,2023-01-31,2022-10-31,2022-07-31,2022-04-30,2022-01-31,2021-10-31,2021-07-31,2021-04-30,2021-01-31,2020-10-31,2020-07-31,2020-04-30,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,+46 Quarters
Cash & Equivalents,"150,365","145,850","136,999","133,590","172,210","165,893","173,360","194,127","223,356","170,594","166,929","152,057","39,130","30,446","39,709","33,462","36,052","35,455","40,119","40,584","48,789","55,156","49,714","59,498","58,186","57,621","58,198","51,070","51,943","45,637","52,623","48,599","53,523","46,554","39,807","36,599","47,036","32,164","24,821","22,793",Upgrade
Cash & Cash Equivalents,"150,365","145,850","136,999","133,590","172,210","165,893","173,360","194,127","223,356","170,594","166,929","152,057","39,130","30,446","39,709","33,462","36,052","35,455","40,119","40,584","48,789","55,156","49,714","59,498","58,186","57,621","58,198","51,070","51,943","45,637","52,623","48,599","53,523","46,554","39,807","36,599","47,036","32,164","24,821","22,793",Upgrade
Cash Growth,-12.69%,-12.08%,-20.97%,-31.18%,-22.90%,-2.76%,3.85%,27.67%,470.81%,460.32%,320.38%,354.42%,8.54%,-14.13%,-1.02%,-17.55%,-26.11%,-35.72%,-19.30%,-31.79%,-16.15%,-4.28%,-14.58%,16.50%,12.02%,26.26%,10.59%,5.08%,-2.95%,-1.97%,32.20%,32.79%,13.79%,44.74%,60.38%,60.57%,40.52%,28.00%,22.58%,6.69%,Upgrade
Receivables,"25,723","19,760","26,727","23,401","24,779","32,357","23,262","21,535","41,251","33,951","20,225","31,427","26,338","20,575","21,169","18,954","26,827","26,940","14,322","15,826","22,902","29,971","16,818","31,188","22,666","17,436","25,057","26,305","21,934","21,996","16,794","17,643","23,924","17,130","8,383","11,297","8,635","9,183",0,0,Upgrade
"Property, Plant & Equipment","9,202","9,400","9,098","9,235","9,289","9,181","9,253","9,261","9,740","10,136","9,625","9,858","9,624","5,513","5,463","5,500","5,353","5,324","5,212","5,187","5,102","5,313","5,154","5,461","5,355","5,482","5,309","5,160","5,557","5,314","5,304","5,100","5,317","4,930","4,742","4,758","4,840","4,635","4,523","4,421",Upgrade
Goodwill and Intangibles,"19,626","19,959","18,924","18,934","18,767","18,355","18,481","17,894","18,539","19,273","19,461","20,192","19,469","19,479","19,571","19,855","19,588","18,995","18,843","18,678","18,079","18,774","18,216","19,658","18,883","19,301","18,804","18,198","20,109","19,008","19,037","17,758","18,641","16,913","16,484","16,535","16,770","15,786","15,611","15,369",Upgrade
Total Assets,"1,928,284","1,917,528","1,840,811","1,825,276","1,778,588","1,728,672","1,703,093","1,669,058","1,735,595","1,715,865","1,697,305","1,673,745","1,457,429","1,415,290","1,405,442","1,356,588","1,322,506","1,334,903","1,292,504","1,283,836","1,261,316","1,278,995","1,202,381","1,251,920","1,186,883","1,176,967","1,182,436","1,124,786","1,173,584","1,104,373","1,099,202","1,030,954","1,080,155","960,511","921,750","896,468","908,896","862,021","835,101","826,407",Upgrade
Accounts Payable,"22,238","25,195","29,997","27,315","26,895","28,993","23,866","20,514","37,105","35,143","17,672","29,419","28,162","23,746","21,866","19,323","26,094","28,385","14,756","17,835","24,996","32,851","17,694","29,433","24,494","17,857","24,445","25,064","23,161","22,664","15,479","17,428","23,822","18,195","10,116","12,907","10,073","8,882",0,0,Upgrade
Total Liabilities,"1,816,440","1,806,145","1,738,219","1,725,864","1,676,611","1,628,854","1,603,186","1,574,543","1,640,170","1,620,366","1,604,839","1,580,411","1,368,627","1,327,589","1,319,060","1,271,690","1,240,836","1,254,863","1,214,817","1,207,174","1,188,142","1,203,805","1,128,917","1,175,681","1,113,581","1,102,753","1,111,232","1,056,963","1,101,910","1,037,345","1,033,237","969,357","1,017,526","904,280","866,995","842,699","854,987","810,638","784,183","775,248",Upgrade
Total Debt,"229,308","206,421","183,878","172,267","177,132","158,928","136,589","258,540","268,521","101,851","311,493","299,773","276,284","24,219","257,546","203,563","160,715","26,009","128,740","130,982","118,123","115,416","117,122","112,916","92,010","26,597","36,842","35,695","35,369","25,283","33,294","32,668","31,653","20,865","33,665","36,238","35,320","14,381","40,569","43,688",Upgrade
