Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+52 Quarters
Cash & Equivalents,"3,611","3,891","3,583","3,111","2,930","3,046","3,172.2","3,001.9","2,858.6","2,796","3,078.4","4,960","4,456.8","3,874.4","4,512.5","4,026.8","3,685","3,817.4","3,600.9","3,449.2","3,549.5","4,190","3,326","1,945.9","1,866.8","1,859.2","1,500.5","1,316.5",970,"1,168",977.34,822.31,760.4,"1,077.15",634.82,631.17,706.64,969.82,784.04,749.82,Upgrade
Short-Term Investments,-,-,-,-,-,-,"14,045.1","14,088.5","13,693.3","14,776.4","13,517.8","13,712.7","15,581.1","18,292","16,862.4","16,603.6","15,829.4","16,816.7","18,032.7","17,780.1","17,600.1","18,520.8","16,294.7","15,636.6","15,147","16,013.2","14,266.5","13,710.7","13,270.3","13,153.4","11,227.48","10,776.6","10,286.84","10,798.77","8,854.08","8,113.74","7,668.61","8,131.8","7,046.25","6,782.19",Upgrade
Cash & Cash Equivalents,"3,611","3,891","3,583","3,111","2,930","3,046","17,217.3","17,090.4","16,551.9","17,572.4","16,596.2","18,672.7","20,037.9","22,166.4","21,374.9","20,630.4","19,514.4","20,634.1","21,633.6","21,229.3","21,149.6","22,710.8","19,620.7","17,582.5","17,013.8","17,872.4","15,767","15,027.2","14,240.3","14,321.4","12,204.82","11,598.91","11,047.24","11,875.92","9,488.9","8,744.91","8,375.25","9,101.62","7,830.3","7,532.02",Upgrade
Cash Growth,23.24%,27.74%,-79.19%,-81.80%,-82.30%,-82.67%,3.74%,-8.47%,-17.40%,-20.73%,-22.36%,-9.49%,2.68%,7.43%,-1.20%,-2.82%,-7.73%,-9.14%,10.26%,20.74%,24.31%,27.07%,24.44%,17.00%,19.48%,24.80%,29.19%,29.56%,28.90%,20.59%,28.62%,32.64%,31.90%,30.48%,21.18%,16.10%,14.42%,15.78%,13.53%,27.22%,Upgrade
Receivables,0,0,0,0,0,0,371.5,369,351.9,0,376.9,511.6,448.2,859.1,"1,869.4","2,261.4","2,203.1","2,355.6",866.8,691.6,699.4,822.3,769.3,697.2,699,797.2,687,666.4,595.8,706.5,642.68,563.53,571.56,743.29,455.06,394.68,374.48,394.82,337.33,337.46,Upgrade
Inventory,0,0,0,0,0,0,192.3,162.3,146,0,202.8,194,189.1,218,250.4,243.9,242.3,248,265.9,233.2,256.3,234.1,257.1,246.5,245.3,271.3,278,225.4,240.1,228,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Current Assets,-,-,-,-,-,-,"1,606.3","1,286.5","1,245.6","2,062","1,485.4","1,265.9","1,029.1",869.2,"1,288.9","5,138.2","5,076.1","1,474","1,189.5",927.4,"1,365.2",938.4,"1,322.2","1,312.9",824.9,648.4,869.8,770.1,"1,154",994.5,"1,250.21","1,194.67","1,158.79","1,195.56","1,457.46","1,205.35","1,188.29",904.4,942.73,"1,188.5",Upgrade
Total Current Assets,-,-,-,-,-,-,"19,387.4","18,908.2","18,295.4","19,634.4","18,661.3","20,644.2","21,704.3","24,112.7","24,783.6","28,273.9","27,035.9","24,711.7","23,955.8","23,081.5","23,470.5","24,705.6","21,969.3","19,839.1","18,783","19,589.3","17,601.8","16,689.1","16,230.2","16,250.4","14,097.71","13,357.11","12,777.58","13,814.78","11,401.43","10,344.93","9,938.03","10,400.84","9,110.36","9,057.97",Upgrade
"Property, Plant & Equipment",180,195,204,219,220,215,500.2,510.7,514.5,213,498.9,504.9,519.8,546.6,542,553.7,561,288.2,610,620.9,614.1,613.9,615.1,609.2,590,586,583.4,584.1,574.8,576.7,561.3,548.26,545.06,559.63,337.72,337.15,326.42,299.19,276.1,265.53,Upgrade
Goodwill and Intangibles,790,799,690,694,682,687,"1,406.8","1,428.9","1,426",711,"1,058.7","1,053.9","1,059","1,108.2","1,111.7","1,156.1","1,139.6","1,172.2","4,460.5","4,525.6","4,630.4","4,680.7","4,686.8","4,724.3","4,743.3","4,804","4,914.8","4,963.9","5,035","5,017.8","5,104.05","5,150.65","5,196.25","5,381.48","2,998.4","3,092.49","3,136.41","2,196.11","2,231.62","2,256.89",Upgrade
