Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"49,343","53,888","34,947","37,478","36,393","36,220","29,944","40,380","33,834","42,122","29,930","37,466","27,201","36,092","23,255","22,616","23,115","31,750","20,425","19,823","16,676","20,522","12,767","13,203","15,440","19,334","13,656","12,521","12,470","15,890","10,709","10,269","10,237","14,557","5,258","5,057","5,074","8,658","3,872","3,704",Upgrade
Short-Term Investments,"15,062","16,138","23,715","23,232","29,992","59,829","49,044","49,514","39,436","42,274","38,472","33,925","22,091","18,929","20,146","18,847","13,905","9,500","9,340","7,227","8,287","10,464","11,543","8,248","6,091","6,647","4,691","4,019","3,389","3,918","3,719","3,732","3,544","2,859","1,625","2,929","3,592","3,789","3,817","3,759",Upgrade
Cash & Cash Equivalents,"64,405","70,026","58,662","60,710","66,385","96,049","78,988","89,894","73,270","84,396","68,402","71,391","49,292","55,021","43,401","41,463","37,020","41,250","29,765","27,050","24,963","30,986","24,310","21,451","21,531","25,981","18,347","16,540","15,859","19,808","14,428","14,001","13,781","17,416","6,883","7,986","8,666","12,447","7,689","7,463",Upgrade
Cash Growth,-2.98%,-27.09%,-25.73%,-32.46%,-9.40%,13.81%,15.48%,25.92%,48.64%,53.39%,57.60%,72.18%,33.15%,33.38%,45.81%,53.28%,48.30%,33.12%,22.44%,26.10%,15.94%,19.26%,32.50%,29.69%,35.77%,31.16%,27.16%,18.13%,15.08%,13.73%,109.62%,75.32%,59.02%,39.92%,-10.48%,7.01%,9.77%,8.73%,46.51%,50.16%,Upgrade
Receivables,"37,646","42,360","36,154","34,804","32,504","32,891","28,610","26,835","24,289","24,542","20,832","19,918","17,836","20,816","16,887","16,747","15,979","16,677","14,258","12,607","12,026","13,164","10,557","8,046","7,329","8,339","6,566","6,092","5,072","5,654","5,440","4,920","4,772","5,612","4,373","4,125","3,945","4,767","3,057","2,861",Upgrade
Inventory,"34,170","34,405","36,647","38,153","34,987","32,640","30,933","24,119","23,849","23,795","23,735","19,599","18,857","20,497","18,766","18,580","16,432","17,174","15,862","14,824","13,840","16,047","13,711","11,510","10,600","11,461","10,696","9,588","9,582","10,243","8,981","7,470","7,369","8,299","7,316","6,644","6,716","7,411","6,068","5,420",Upgrade
Other Current Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,541,Upgrade
Total Current Assets,"136,221","146,791","131,463","133,667","133,876","161,580","138,531","140,848","121,408","132,733","112,969","110,908","85,985","96,334","79,054","76,790","69,431","75,101","59,885","54,481","50,829","60,197","48,578","41,007","39,460","45,781","35,609","32,220","30,513","35,705","28,849","26,391","25,922","31,327","18,572","18,755","19,327","24,625","17,334","16,285",Upgrade
"Property, Plant & Equipment","259,016","252,838","239,228","232,136","224,629","216,363","199,303","176,848","160,789","150,667","134,100","115,054","104,058","97,846","90,776","86,372","81,180","61,797","58,019","54,768","52,331","48,866","45,335","37,083","32,632","29,114","27,177","25,190","23,308","21,838","20,636","19,479","17,736","16,967","15,702","14,089","12,267","10,949","9,991","8,789",Upgrade
Goodwill and Intangibles,"22,749","20,288","20,168","20,195","20,229","15,371","15,345","15,350","15,220","15,017","14,960","14,751","14,739","14,754","14,734","14,727","14,708","14,548","14,553","13,944","13,388","13,350","13,271","4,254","3,823","3,784","3,815","3,774","3,785","3,759","3,529","3,523","3,491","3,319","3,332","2,677","2,653","2,655","2,635","2,614",Upgrade
