Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+35 Quarters
Cash & Equivalents,"8,619","8,353","7,620","7,280","8,353","2,040","2,040","2,040","2,040","1,991","1,991","2,281","1,986","2,188","1,989","2,071","1,891","1,872","1,662","1,680","1,658","1,568","1,181","1,167","1,103","1,350","1,087","1,112","1,125","1,284","1,045","1,039","1,050",981,952,"2,375","1,253","1,238","1,698.91","1,595.35",Upgrade
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,21,23,24,24,25,29,21,22,"1,073","1,200","1,241",26,57,74,36.52,36.53,Upgrade
Cash & Cash Equivalents,"8,619","8,353","7,620","7,280","8,353","2,040","2,040","2,040","2,040","1,991","1,991","2,281","1,986","2,188","1,989","2,071","1,891","1,872","1,662","1,680","1,658","1,568","1,197","1,184","1,124","1,373","1,111","1,136","1,150","1,313","1,066","1,061","2,123","2,181","2,193","2,401","1,310","1,312","1,735.44","1,631.87",Upgrade
Cash Growth,3.18%,309.46%,273.53%,256.86%,309.46%,2.46%,2.46%,-10.57%,2.72%,-9.00%,0.10%,10.14%,5.02%,16.88%,19.68%,23.27%,14.05%,19.39%,38.85%,41.89%,47.51%,14.20%,7.74%,4.23%,-2.26%,4.57%,4.22%,7.07%,-45.83%,-39.80%,-51.39%,-55.81%,62.06%,66.23%,26.37%,47.13%,-14.22%,-22.78%,31.30%,40.27%,Upgrade
Receivables,"1,650","1,169","1,248","1,371","1,169","1,208","1,208","1,208","1,208","1,230","1,230","1,279","1,569",988,"1,056","1,062","1,181",953,"1,020","1,049","1,167",903,897,912,999,777,789,862,941,700,490,541,608,508,446,432,544,546,175.83,185.78,Upgrade
Other Current Assets,"104,067","147,425","164,844","167,724","147,425","151,052","151,052","151,052","151,052","83,998","83,998","93,875","108,698","64,803","65,826","61,239","64,413","63,867","58,613","54,831","53,809","51,091","53,145","54,352","52,950","54,983","49,944","48,632","52,463","51,300","46,496","43,531","45,755","47,543","46,739","47,358","43,400","42,411","43,478.35","35,367.55",Upgrade
Total Current Assets,"114,336","156,947","173,712","176,375","156,947","154,300","154,300","154,300","154,300","87,219","87,219","97,435","112,253","67,979","68,871","64,372","67,485","66,692","61,295","57,560","56,634","53,562","55,239","56,448","55,073","57,133","51,844","50,630","54,554","53,313","48,052","45,133","48,486","50,232","49,378","50,191","45,254","44,269","45,389.61","37,185.21",Upgrade
"Property, Plant & Equipment","1,727","1,767","1,720","1,703","1,767","1,699","1,699","1,699","1,699","1,713","1,713","1,510","1,503","1,536","1,505","1,525","1,538","1,241","1,206","1,220","1,235","1,246","1,192","1,161","1,132","1,129","1,080","1,048","1,018","1,037",904,911,879,874,839,845,898,889,201.67,164.9,Upgrade
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,264,264,432,678,689,614,562,508,596,604,676,726,786,596,485,490.71,490.3,Upgrade
Goodwill and Intangibles,"34,066","34,201","34,285","34,503","34,201","34,859","34,859","34,859","34,859","35,699","35,699","23,683","23,739","23,600","23,640","23,754","23,504","23,547","23,379","22,707","22,840","22,485","22,072","22,104","22,658","22,711","22,368","22,539","22,734","22,837","16,160","16,232","16,228","16,315","16,225","16,540","18,892","18,512","2,765.52","2,737.12",Upgrade
Other Long-Term Assets,"1,421","1,423","1,575","2,626","1,423","2,644","2,644","2,644","2,644","1,569","1,569","1,432","1,406","1,378","1,323","1,279","1,330","1,311","1,362","1,360","1,353",971,351,347,336,598,326,318,240,238,232,232,231,157,118,120,281,267,37.4,36.21,Upgrade
Total Long-Term Assets,"37,214","37,391","37,580","38,832","37,391","39,202","39,202","39,202","39,202","38,981","38,981","26,625","26,648","26,514","26,468","26,558","26,372","26,099","25,947","25,287","25,428","24,702","23,879","23,876","24,390","24,870","24,452","24,594","24,606","24,674","17,804","17,971","17,942","18,022","17,908","18,291","20,667","20,153","3,495.3","3,428.52",Upgrade
Total Assets,"151,550","194,338","211,292","215,207","194,338","193,502","193,502","193,502","193,502","126,200","126,200","124,060","138,901","94,493","95,339","90,930","93,857","92,791","87,242","82,847","82,062","78,264","79,118","80,324","79,463","82,003","76,296","75,224","79,160","77,987","65,856","63,104","66,428","68,254","67,286","68,482","65,921","64,422","48,884.91","40,613.73",Upgrade
Accounts Payable,949,866,788,719,866,703,703,703,703,639,639,520,548,505,543,518,509,521,486,405,476,462,427,415,451,388,383,350,399,398,297,324,392,409,282,293,357,392,94.53,108.95,Upgrade
Deferred Revenue,562,170,315,473,170,194,194,194,194,158,158,383,504,129,247,360,479,135,249,372,468,125,228,338,440,114,217,330,429,98,186,294,367,69,139,271,348,58,0,0,Upgrade
Current Debt,0,4,7,4,4,"1,521","1,521","1,521","1,521","2,411","2,411",705,"3,071","2,569","1,329","1,303","1,005",951,"1,198","2,645","2,623","1,833","1,197","2,023","2,376","2,493","1,585","1,811","2,048","2,591","1,253","1,016","1,946","2,042","1,889","1,683","1,297","1,135",448.82,48.82,Upgrade
