Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"1,923","2,043","2,294","2,378","2,537","2,198","2,699","2,760","2,796","2,827","3,191","3,408","2,738","2,856","3,361","2,935","2,565","2,873","2,741","2,135","2,103","2,362","2,433","2,517","1,918","1,868","2,498","1,784","1,499","1,629","1,569","1,937","1,823","1,758","1,933","1,827","2,490","2,241","2,058","1,762",Upgrade
Cash & Cash Equivalents,"1,923","2,043","2,294","2,378","2,537","2,198","2,699","2,760","2,796","2,827","3,191","3,408","2,738","2,856","3,361","2,935","2,565","2,873","2,741","2,135","2,103","2,362","2,433","2,517","1,918","1,868","2,498","1,784","1,499","1,629","1,569","1,937","1,823","1,758","1,933","1,827","2,490","2,241","2,058","1,762",Upgrade
Cash Growth,-24.20%,-7.05%,-15.01%,-13.84%,-9.26%,-22.25%,-15.42%,-19.01%,2.12%,-1.02%,-5.06%,16.12%,6.74%,-0.59%,22.62%,37.47%,21.97%,21.63%,12.66%,-15.18%,9.65%,26.45%,-2.60%,41.09%,27.95%,14.67%,59.21%,-7.90%,-17.77%,-7.34%,-18.83%,6.02%,-26.79%,-21.55%,-6.07%,3.69%,102.93%,94.70%,27.99%,43.02%,Upgrade
Receivables,"15,523","13,243","13,476","15,000","14,827","12,409","13,593","14,303","13,808","11,333","11,827","12,829","12,072","10,274","11,786","12,614","12,655","11,011","12,238","10,860","11,107","10,248","11,156","10,921","11,130","10,465","11,606","12,078","12,414","11,451","12,078","13,258","13,450","12,031","13,236","14,077","14,269","12,939","13,715","14,203",Upgrade
Total Assets,"536,627","522,228","522,932","538,938","573,513","596,112","594,800","598,250","584,390","586,481","577,230","569,388","510,477","525,064","525,122","522,269","512,922","491,984","504,860","496,829","499,143","498,301","503,073","499,762","500,162","498,264","514,568","510,349","502,777","496,842","501,985","509,987","520,701","515,581","527,190","529,109","547,111","541,329","540,744","537,438",Upgrade
Deferred Revenue,"20,817","18,338","20,371","21,120","21,764","19,313","21,245","21,487","21,012","18,660","20,093","20,103","20,128","18,269","19,959","20,621","20,812","19,248","20,829","19,676","20,038","19,030","20,135","19,992","19,840","19,634","21,047","22,165","22,060","21,318","22,686","22,786","22,437","21,324","23,695","23,694","23,383","21,953","23,606","23,578",Upgrade
Total Liabilities,"490,321","478,774","481,931","492,114","515,410","527,200","529,141","531,342","520,830","519,282","512,623","506,570","448,634","457,637","457,677","456,164","450,829","434,675","445,683","435,032","435,786","432,593","430,061","425,438","425,495","421,406","425,403","419,812","413,696","406,632","402,366","405,345","412,334","408,309","418,207","420,528","442,691","440,218","441,229","439,203",Upgrade
Total Debt,"26,044","27,179","30,432","28,438","29,938","30,163","31,550","35,727","35,648","37,534","38,237","39,280","35,410","35,350","35,262","36,291","35,776","34,540","34,594","33,784","33,619","31,640","31,039","31,812","30,747","30,912","32,277","33,329","31,952","29,249","30,719","30,360","31,999","31,217","36,223","38,414","39,508","41,693","42,231","42,614",Upgrade
Debt Growth,-13.01%,-9.89%,-3.54%,-20.40%,-16.02%,-19.64%,-17.49%,-9.05%,0.67%,6.18%,8.44%,8.24%,-1.02%,2.35%,1.93%,7.42%,6.42%,9.17%,11.45%,6.20%,9.34%,2.36%,-3.84%,-4.55%,-3.77%,5.69%,5.07%,9.78%,-0.15%,-6.30%,-15.19%,-20.97%,-19.01%,-25.13%,-14.23%,-9.86%,-12.72%,-14.04%,-42.74%,-42.33%,Upgrade
Common Stock,"27,956","28,693","29,807","32,450","34,080","35,484","35,937","36,939","37,092","37,347","37,292","37,218","37,105","37,609","37,549","37,471","37,400","36,890","37,373","37,638","37,901","38,249","38,140","38,350","40,697","44,359","47,529","49,736","52,597","56,178","59,320","62,931","65,249","66,506","67,950","69,364","70,355","71,145","71,148","71,311",Upgrade
