Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"1,006","1,442",802,909,772,"1,752","1,398",888,"1,120","2,089","2,388","1,711","1,480","1,155","1,213","1,294","1,117","1,066",951,"1,036","1,168","1,205","1,078",966,930,"1,026","1,388",974,918,"1,374","1,330",930,"1,104","1,958","2,649","2,005","1,380","2,303","2,174","1,230",Upgrade
Cash & Cash Equivalents,"1,006","1,442",802,909,772,"1,752","1,398",888,"1,120","2,089","2,388","1,711","1,480","1,155","1,213","1,294","1,117","1,066",951,"1,036","1,168","1,205","1,078",966,930,"1,026","1,388",974,918,"1,374","1,330",930,"1,104","1,958","2,649","2,005","1,380","2,303","2,174","1,230",Upgrade
Cash Growth,30.31%,-17.69%,-42.63%,2.36%,-31.07%,-16.13%,-41.46%,-48.10%,-24.32%,80.87%,96.87%,32.23%,32.50%,8.35%,27.55%,24.90%,-4.37%,-11.54%,-11.78%,7.25%,25.59%,17.45%,-22.33%,-0.82%,1.31%,-25.33%,4.36%,4.73%,-16.85%,-29.83%,-49.79%,-53.62%,-20.00%,-14.98%,21.85%,63.01%,9.26%,0.09%,6.36%,-18.22%,Upgrade
Receivables,"6,700","5,852","5,819","6,286","5,963","5,586","5,624","5,839","5,597","5,326","5,236","5,647","5,558","5,236","5,198","5,553","4,630","4,317","4,476","4,601","4,562","4,133","3,909","3,984","3,795","3,643","3,603","3,721","3,647","3,471","3,517","3,659","3,380","3,377","3,496","3,706","3,462","3,310","3,294","3,345",Upgrade
Other Current Assets,"1,407","1,005",953,974,"1,053",926,855,846,832,740,688,739,711,677,645,679,"6,928",551,539,538,540,224,228,232,256,215,218,235,233,199,679,710,693,198,707,703,721,687,693,639,Upgrade
Total Current Assets,"9,113","8,299","7,574","8,169","7,788","8,264","7,877","7,573","7,549","8,155","8,312","8,097","7,749","7,068","7,056","7,526","12,675","5,934","5,966","6,175","6,270","5,562","5,215","5,182","4,981","4,884","5,209","4,930","4,798","5,044","5,526","5,299","5,177","5,533","6,852","6,414","5,563","6,300","6,161","5,214",Upgrade
"Property, Plant & Equipment","2,453","2,433","2,480","2,607","2,690","2,715","2,723","2,799","2,654","2,750","2,748","2,748","2,735","2,779","2,773","2,815","2,341",701,707,698,713,712,728,721,722,725,717,736,757,773,786,807,794,809,822,843,825,828,824,804,Upgrade
Goodwill and Intangibles,"18,752","18,788","17,979","18,501","18,974","19,127","18,235","18,492","18,061","18,216","17,745","17,558","17,075","17,445","17,155","17,562","11,203","11,036","10,764","10,411","10,450","10,363","10,420","10,054","10,060","9,495","8,882","8,900","8,985","8,925","8,342","8,155","7,832","7,933","7,814","7,871","7,799","7,365","7,353","7,281",Upgrade
Other Long-Term Assets,"4,040","3,934","3,990","4,163","4,236","4,282","4,147","4,089","4,009","3,928","3,876","3,766","3,832","4,065","4,113","4,213","3,918","3,907","3,692","3,875","3,946","3,792","3,327","3,485","3,206","3,086","3,550","3,510","3,588","3,474","3,070","3,152","3,031","3,518","2,499","2,460","2,390","2,487","2,638","2,539",Upgrade
Total Long-Term Assets,"25,245","25,155","24,449","25,271","25,900","26,124","25,105","25,380","24,724","24,894","24,369","24,072","23,642","24,289","24,041","24,590","17,462","15,644","15,163","14,984","15,109","14,867","14,475","14,260","13,988","13,306","13,149","13,146","13,330","13,172","12,198","12,114","11,657","12,260","11,135","11,174","11,014","10,680","10,815","10,624",Upgrade
Total Assets,"34,358","33,454","32,023","33,440","33,688","34,388","32,982","32,953","32,273","33,049","32,681","32,169","31,391","31,357","31,097","32,116","30,137","21,578","21,129","21,159","21,379","20,429","19,690","19,442","18,969","18,190","18,358","18,076","18,128","18,216","17,724","17,413","16,834","17,793","17,987","17,588","16,577","16,980","16,976","15,838",Upgrade
Accounts Payable,"3,406","3,278","2,903","3,029","3,084","3,165","2,833","2,830","2,940","3,050","2,662","2,668","2,611","2,746","2,479","2,600","2,244","2,234","2,293","2,246","2,343","2,083","2,002","2,027","2,033","1,969","1,862","1,868","1,879","1,886","1,759","1,748","1,699","1,883","1,800","1,849","1,895","1,861","1,830","1,786",Upgrade
Current Debt,"2,417",578,"1,265","1,625","1,522",349,855,858,"1,357",859,"1,551","1,548","2,743","1,557","1,480","2,010","1,853",314,638,439,512,262,13,162,412,312,262,261,265,12,62,111,61,11,640,333,432,334,583,10,Upgrade
Other Current Liabilities,"2,091","3,316","3,124","2,362","1,981","3,140","2,971","2,128","1,826","2,647","2,317","1,712","1,505","2,376","2,245","1,772","1,642","2,376","1,796","1,531","1,267","1,917","1,799","1,460","1,143","1,801","1,701","1,375","1,015","1,810","1,583","1,349",993,"1,783","1,690","1,348","1,016","1,614","1,480","1,168",Upgrade
Total Current Liabilities,"7,914","7,172","7,292","7,016","6,587","6,654","6,659","5,816","6,123","6,556","6,530","5,928","6,859","6,679","6,204","6,382","5,739","4,924","4,727","4,216","4,122","4,262","3,814","3,649","3,588","4,082","3,825","3,504","3,159","3,708","3,404","3,208","2,753","3,677","4,130","3,530","3,343","3,809","3,893","2,964",Upgrade
Long-Term Debt,"12,564","12,894","12,019","12,239","12,383","12,813","12,128","12,249","12,092","12,720","13,434","13,887","13,129","12,667","13,386","13,440","13,062","5,510","5,512","5,813","5,815","5,225","5,475","5,479","5,479","4,495","4,494","4,496","4,748","4,402","4,422","3,825","3,828","3,368","3,379","3,212","2,619","2,621","2,623","2,703",Upgrade
Other Long-Term Liabilities,"2,684","2,639","2,921","3,268","3,562","3,699","4,307","4,624","4,462","4,513","3,965","3,962","3,952","4,068","3,710","3,957","3,350","3,560","3,352","3,333","3,421","3,500","3,270","3,240","3,283","3,341","3,285","3,371","3,450","3,504","3,555","3,508","3,390","3,615","2,563","2,618","2,572","2,575","3,340","3,325",Upgrade
Total Long-Term Liabilities,"15,248","15,533","14,940","15,507","15,945","16,512","16,435","16,873","16,554","17,233","17,399","17,849","17,081","16,735","17,096","17,397","16,412","9,070","8,864","9,146","9,236","8,725","8,745","8,719","8,762","7,836","7,779","7,867","8,198","7,906","7,977","7,333","7,218","6,983","5,942","5,830","5,191","5,196","5,963","6,028",Upgrade
