Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,+2 Quarters
Cash & Equivalents,"265,874","256,351","257,070","283,136","264,916","238,574","227,641","216,963","209,521","191,127","240,973","194,452",-,"150,258","156,668","158,070","166,020","177,069","168,887","160,751","157,332","171,082","177,749","147,289",-,"102,353",-,"50,722","40,905","46,969","87,664","108,802","99,014","83,076","31,714","7,637","9,753","5,807","10,183","10,909",Upgrade
Cash & Cash Equivalents,"265,874","256,351","257,070","283,136","264,916","238,574","227,641","216,963","209,521","191,127","240,973","194,452",0,"150,258","156,668","158,070","166,020","177,069","168,887","160,751","157,332","171,082","177,749","147,289",0,"102,353",0,"50,722","40,905","46,969","87,664","108,802","99,014","83,076","31,714","7,637","9,753","5,807","10,183","10,909",Upgrade
Cash Growth,0.36%,7.45%,12.93%,30.50%,26.44%,24.82%,-5.53%,11.58%,-,27.20%,53.81%,23.02%,-,-15.14%,-7.24%,-1.67%,5.52%,3.50%,-4.99%,9.14%,-,67.15%,-,190.38%,-,117.92%,-,-53.38%,-58.69%,-43.46%,176.42%,1324.67%,915.22%,1330.62%,211.44%,-29.99%,-18.81%,-47.88%,-,-,Upgrade
"Property, Plant & Equipment",0,0,0,"3,582",0,"3,555",0,"3,581",0,"4,036",0,"4,239",-,"4,215",0,"4,206",0,"2,535",0,"2,471",0,"2,572",0,"2,749",-,"2,825",-,"3,468","3,786","4,216","5,754","7,166","6,140","5,626","4,674","2,996","2,492","2,754","2,282","6,196",Upgrade
Goodwill and Intangibles,"8,664","8,239","8,371","8,245","8,046","8,061","8,147","8,196","7,867","7,948","8,163","8,163",-,"8,119","8,068","7,993","7,921","7,973","7,877","7,871","7,806","7,849","7,759","7,724",-,"7,726",-,"8,222","8,180","7,685","7,915","7,846","8,697","8,795","10,402","8,296","7,307","7,291","4,657",0,Upgrade
Total Assets,"1,539,050","1,513,699","1,726,899","1,589,230","1,496,095","1,384,285","1,406,513","1,376,333","1,379,656","1,349,514","1,421,669","1,385,117",-,"1,140,229","1,290,351","1,232,822","1,193,543","1,133,283","1,170,775","1,149,572","1,142,200","1,133,248","1,149,255","1,135,316",-,"1,213,126",-,"1,120,012","1,357,906","1,343,628","1,512,351","1,561,650","1,489,645","1,378,929","2,052,980","1,227,361","996,787","924,357","538,181","443,373",Upgrade
Total Liabilities,"1,468,395","1,444,439","1,658,896","1,518,634","1,426,661","1,314,244","1,336,752","1,308,217","1,313,487","1,282,632","1,352,612","1,315,576",-,"1,074,569","1,222,933","1,164,025","1,127,659","1,069,504","1,105,493","1,086,404","1,080,570","1,067,232","1,082,210","1,069,053",-,"1,141,761",-,"1,054,148","1,291,948","1,279,679","1,452,365","1,498,636","1,427,383","1,320,451","2,005,569","1,194,885","969,397","899,927","521,417","426,888",Upgrade
Total Debt,"681,628","701,190","822,905","721,004","656,050","635,062","633,191","621,936","618,499","640,510","662,428","652,465",-,"524,416","622,311","582,093","543,649","537,341","539,154","535,587","543,732","525,715","506,883","502,133",-,"532,210",-,"511,195","708,047","696,714","897,838","954,641","886,723","827,446","1,378,451","614,226","444,998","398,203","97,324","128,682",Upgrade
Debt Growth,3.90%,10.41%,29.96%,15.93%,6.07%,-0.85%,-4.41%,-4.68%,-,22.14%,6.45%,12.09%,-,-2.41%,15.42%,8.68%,-0.02%,2.21%,6.37%,6.66%,-,-1.22%,-,-1.77%,-,-23.61%,-,-46.45%,-20.15%,-15.80%,-34.87%,55.42%,99.26%,107.80%,1316.35%,377.32%,660.46%,304.00%,-,-,Upgrade
Common Stock,"16,135","15,465","14,705","16,647","15,987","18,565","19,481","18,591","18,446","20,270","21,991","22,487",-,"20,225","22,330","23,020","20,847","19,096","19,362","35,614","35,203","36,369","36,031","35,840",-,"34,342",-,"28,789","27,855","22,199","16,151","16,217","50,858","13,432","12,410","11,506","15,221","15,473","8,839","8,069",Upgrade
Retained Earnings,"53,564","52,827","52,329","52,980","52,478","50,487","49,216","48,461","46,659","45,527","45,825","45,817",-,"44,204","43,867","44,556","43,814","43,460","43,807","25,441","24,316","27,536","28,618","28,026",-,"30,531",-,"31,021","31,712","33,186","34,464","37,190",-,"33,845","24,208","20,970","12,169","8,957","7,983","8,416",Upgrade
Comprehensive Income,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,-58,0,Upgrade
Shareholders' Equity,"69,699","68,292","67,034","69,627","68,465","69,052","68,697","67,052","65,105","65,797","67,816","68,304",-,"64,429","66,197","67,576","64,661","62,556","63,169","61,055","59,519","63,905","64,649","63,866",-,"64,873",-,"59,810","59,567","55,385","50,615","53,407","50,858","47,277","36,618","32,476","27,390","24,430","16,764","16,485",Upgrade
