Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+44 Quarters
Cash & Equivalents,"8,833","11,227","15,666","20,500","27,945","29,411","27,507","25,594","24,920","17,956","13,473","13,198","5,255","4,114","5,067","4,488","3,807","3,538","3,495","4,286","3,185","3,981","3,761","4,131","4,374","5,451","4,238","4,237","4,390","5,314","5,008","3,755","6,026","4,004","4,783","4,819","5,196","5,273","3,859","4,280",Upgrade
Cash & Cash Equivalents,"8,833","11,227","15,666","20,500","27,945","29,411","27,507","25,594","24,920","17,956","13,473","13,198","5,255","4,114","5,067","4,488","3,807","3,538","3,495","4,286","3,185","3,981","3,761","4,131","4,374","5,451","4,238","4,237","4,390","5,314","5,008","3,755","6,026","4,004","4,783","4,819","5,196","5,273","3,859","4,280",Upgrade
Cash Growth,-68.39%,-61.83%,-43.05%,-19.90%,12.14%,63.79%,104.16%,93.92%,374.22%,336.46%,165.90%,194.07%,38.04%,16.28%,44.98%,4.71%,19.53%,-11.13%,-7.07%,3.75%,-27.18%,-26.97%,-11.26%,-2.50%,-0.36%,2.58%,-15.38%,12.84%,-27.15%,32.72%,4.70%,-22.08%,15.97%,-24.07%,23.94%,12.59%,5.33%,-3.94%,-1.81%,13.65%,Upgrade
"Property, Plant & Equipment","1,705","1,718","1,744","1,768","1,794","1,814","1,805","1,825","1,852","1,897","1,896","1,929","1,935","1,960","1,944","1,950","2,026","2,045","2,051","2,050","2,065","2,064","2,057","2,060","2,088","2,096","2,075","2,091","2,134","2,152","2,122","2,147","2,174","2,193","2,192","2,194","2,194","2,216","2,218","2,228",Upgrade
Goodwill and Intangibles,"5,971","5,982","6,005","6,028","6,040","6,049","5,282","5,289","5,295","5,312","5,316","5,330","4,943","4,950","4,956","4,930","4,937","4,944","4,951","5,060","5,071","5,081","5,091","5,102","5,113","5,125","5,110","5,122","5,124","5,137","5,094","5,084","5,088","5,091","5,103","5,097","5,110","5,111","5,123","5,134",Upgrade
Total Assets,"154,135","155,220","157,798","160,908","164,082","162,938","156,153","155,610","153,331","147,389","145,180","144,070","133,542","126,240","128,147","127,518","128,802","125,688","124,578","124,557","122,913","124,294","123,271","124,643","124,545","125,968","125,177","126,212","125,539","126,050","124,789","121,855","122,447","119,563","119,226","118,719","117,933","117,396","116,864","118,707",Upgrade
Total Liabilities,"137,233","139,269","142,625","144,401","147,100","144,612","137,530","137,358","135,469","129,278","127,276","126,442","116,210","109,945","111,566","110,910","113,279","110,598","109,808","108,780","107,047","108,102","106,647","107,750","107,823","109,304","107,812","108,827","108,328","109,206","107,837","104,956","105,396","102,690","102,066","101,690","101,801","101,628","101,375","103,378",Upgrade
Total Debt,"4,307","2,284","2,274","2,319","2,343","2,407","2,451","2,870","2,916","3,569","4,919","6,408","13,255","9,929","14,529","13,463","14,557","14,024","14,428","11,290","7,949","8,632","6,702","7,365","6,010","7,763","6,054","8,970","7,851","8,359","7,364","5,448","5,293","5,715","5,706","5,642","6,207","7,012","6,611","8,733",Upgrade
Debt Growth,83.82%,-5.11%,-7.22%,-19.20%,-19.65%,-32.56%,-50.17%,-55.21%,-78.00%,-64.05%,-66.14%,-52.40%,-8.94%,-29.20%,0.70%,19.25%,83.13%,62.47%,115.28%,53.29%,32.26%,11.19%,10.70%,-17.89%,-23.45%,-7.13%,-17.79%,64.65%,48.33%,46.26%,29.06%,-3.44%,-14.73%,-18.50%,-13.69%,-35.39%,-19.15%,-5.69%,-18.98%,-8.42%,Upgrade
Common Stock,"12,294","12,286","12,274","12,260","12,281","12,487","12,777","12,765","13,035","13,026","13,009","12,998","12,644","12,634","12,752","13,330","13,044","13,226","13,582","14,850","15,094","15,313","15,799","16,283","16,414","16,548","16,795","16,995","17,172","17,339","17,491","17,844","18,109","18,288","18,606","18,678","18,258","18,303","18,343","18,543",Upgrade
Retained Earnings,"7,433","7,004","6,531","6,314","5,915","5,550","5,296","4,836","4,235","3,770","3,330","2,978","3,364","3,751","3,534","3,299","3,066","2,828","2,582","2,182","1,923","1,628","1,279","1,089",873,666,465,242,62,-115,-400,-658,-943,"-1,177","-1,272","-1,597","-1,897","-2,216","-2,443","-2,736",Upgrade
Comprehensive Income,"-2,844","-3,343","-3,632","-2,067","-1,214",289,532,651,592,"1,315","1,565","1,626","1,324",-90,295,-21,-598,-964,"-1,394","-1,255","-1,151",-749,-454,-479,-565,-550,105,148,-23,-380,-139,-287,-115,-238,-174,-52,-229,-319,-411,-478,Upgrade
Shareholders' Equity,"16,883","15,947","15,173","16,507","16,982","18,326","18,605","18,252","17,862","18,111","17,904","17,602","17,332","16,295","16,581","16,608","15,512","15,090","14,770","15,777","15,866","16,192","16,624","16,893","16,722","16,664","17,365","17,385","17,211","16,844","16,952","16,899","17,051","16,873","17,160","17,029","16,132","15,768","15,489","15,329",Upgrade
Total Liabilities and Equity,"154,116","155,216","157,798","160,908","164,082","162,938","156,135","155,610","153,331","147,389","145,180","144,044","133,542","126,240","128,147","127,518","128,791","125,688","124,578","124,557","122,913","124,294","123,271","124,643","124,545","125,968","125,177","126,212","125,539","126,050","124,789","121,855","122,447","119,563","119,226","118,719","117,933","117,396","116,864","118,707",Upgrade
