Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+40 Quarters
Cash & Equivalents,"1,752","1,799","1,561","1,724","1,291","1,571","1,937","2,214","1,964","2,561","2,780","2,597","2,483","3,341","1,629","1,938","2,221","1,974","2,505","2,243","2,843","2,875","2,836","2,853","3,018","2,784","3,078","3,457","4,043","5,965","3,666","4,100","5,158","4,645","3,477","4,138","4,360","4,214","3,554","3,613",Upgrade
Cash & Cash Equivalents,"1,752","1,799","1,561","1,724","1,291","1,571","1,937","2,214","1,964","2,561","2,780","2,597","2,483","3,341","1,629","1,938","2,221","1,974","2,505","2,243","2,843","2,875","2,836","2,853","3,018","2,784","3,078","3,457","4,043","5,965","3,666","4,100","5,158","4,645","3,477","4,138","4,360","4,214","3,554","3,613",Upgrade
Cash Growth,35.71%,14.51%,-19.41%,-22.13%,-34.27%,-38.66%,-30.32%,-14.75%,-20.90%,-23.35%,70.66%,34.00%,11.80%,69.25%,-34.97%,-13.60%,-21.88%,-31.34%,-11.67%,-21.38%,-5.80%,3.27%,-7.86%,-17.47%,-25.35%,-53.33%,-16.04%,-15.68%,-21.62%,28.42%,5.44%,-0.92%,18.30%,10.23%,-2.17%,14.53%,14.83%,16.02%,-5.00%,-6.74%,Upgrade
Receivables,"19,542","18,996","16,558","16,631","16,764","16,813","16,671","16,666","16,744","16,819","16,788","16,900","17,080","17,103","17,180","17,211","17,257","17,278","17,351","17,385","17,482","17,569","17,553","17,609","17,681","17,755","17,542","17,564","17,587","17,245","17,276","17,297","17,339","17,291","17,374","17,276","17,234","17,219","17,224","17,236",Upgrade
Goodwill and Intangibles,203,203,237,236,159,143,147,151,155,157,209,223,263,201,210,244,265,333,355,354,339,301,315,334,381,348,258,267,291,357,298,301,242,265,616,"1,133","1,193","1,266","1,271","1,300",Upgrade
Total Assets,"91,178","89,699","85,939","89,068","93,487","99,171","99,875","100,650","98,558","105,747","104,925","103,637","98,844","101,342","105,653","104,306","102,188","100,923","102,121","102,477","103,773","105,297","104,629","105,016","104,686","104,658","108,852","108,206","107,173","106,431","108,222","109,164","112,331","111,316","110,514","111,644","109,765","108,045","108,134","107,576",Upgrade
Deferred Revenue,189,203,597,614,639,672,685,695,728,775,"1,846","1,804","1,722","1,893","1,863","3,488","3,482","2,013","3,668","3,669","3,797","3,967","3,512","3,400","3,370","3,378","3,464","3,412","3,378","3,308","3,340","3,431","3,731","3,485","4,085","4,191","4,075","4,107","4,160","4,022",Upgrade
Total Liabilities,"82,953","81,258","75,890","76,497","78,335","82,905","83,823","85,486","83,800","89,927","89,693","88,549","84,010","86,710","89,508","88,714","87,306","86,734","87,500","87,736","88,911","89,969","89,542","90,020","89,970","90,191","92,103","91,197","91,200","91,794","92,806","93,437","95,250","94,519","93,393","93,380","93,031","92,425","92,289","91,674",Upgrade
Total Debt,"1,600","1,611","1,622","1,773","1,819","1,899","2,412","2,924","2,922","3,403","3,570","2,817","2,851","3,588","4,017","4,355","4,346","4,018","4,381","4,385","4,996","4,574","4,593","4,578","4,572","4,564","4,582","4,586","4,715","6,669","6,740","6,773","6,789","6,812","6,897","6,948","7,419","7,441","7,123","7,091",Upgrade
Debt Growth,-12.04%,-15.17%,-32.75%,-39.36%,-37.75%,-44.20%,-32.44%,3.80%,2.49%,-5.16%,-11.13%,-35.32%,-34.40%,-10.70%,-8.31%,-0.68%,-13.01%,-12.16%,-4.62%,-4.22%,9.27%,0.22%,0.24%,-0.17%,-3.03%,-31.56%,-32.02%,-32.29%,-30.55%,-2.10%,-2.28%,-2.52%,-8.49%,-8.45%,-3.17%,-2.02%,3.66%,3.66%,-5.76%,-9.53%,Upgrade
Common Stock,"9,031","9,106","9,132","9,145","9,158","9,159","9,151","9,319","9,312","9,309","9,298","9,297","9,294","9,291","9,287","9,284","9,290","9,288","9,284","9,282","9,280","9,278","9,274","9,270","9,265","9,263","9,260","9,256","9,253","9,250","9,245","9,241","9,299","9,298","9,292","9,287","9,425","9,428","9,450","9,440",Upgrade
Retained Earnings,"1,259","1,197","2,924","2,820","2,639","2,490","2,325","2,011","1,771","1,584","1,317",899,"1,340","1,461","1,478","1,460","1,292","1,118","1,447","1,301","1,111","1,113",760,653,451,287,409,789,617,564,856,"1,140","1,333","1,179","1,939","2,783","2,607","2,423","2,215","2,107",Upgrade
