Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+61 Quarters
Cash & Equivalents,"229,327","241,825","284,251","288,606","274,164","261,036","211,830","240,289","191,155","155,842","153,201","132,599","105,489","133,546","94,094","91,092","87,884","130,547","118,871","131,417","120,503","110,051","116,610","110,888","123,035","121,711","154,061","167,913","137,456","93,439","123,743","96,185","105,452","109,316","98,340","97,651","119,038","110,804","119,353","124,328",Upgrade
Cash & Cash Equivalents,"229,327","241,825","284,251","288,606","274,164","261,036","211,830","240,289","191,155","155,842","153,201","132,599","105,489","133,546","94,094","91,092","87,884","130,547","118,871","131,417","120,503","110,051","116,610","110,888","123,035","121,711","154,061","167,913","137,456","93,439","123,743","96,185","105,452","109,316","98,340","97,651","119,038","110,804","119,353","124,328",Upgrade
Cash Growth,-16.35%,-7.36%,34.19%,20.11%,43.42%,67.50%,38.27%,81.21%,81.21%,16.70%,62.82%,45.57%,20.03%,2.30%,-20.84%,-30.68%,-27.07%,18.62%,1.94%,18.51%,-2.06%,-9.58%,-24.31%,-33.96%,-10.49%,30.26%,24.50%,74.57%,30.35%,-14.52%,25.83%,-1.50%,-11.41%,-1.34%,-17.61%,-21.46%,14.05%,-9.43%,1.81%,7.55%,Upgrade
Receivables,"144,633","135,448","165,421","163,251","174,637","160,673","171,780","162,094","164,658","121,331","111,181","106,489","120,927","74,605","83,092","83,915","73,438","72,455","83,315","88,637","108,019","84,788","88,143","91,634","80,210","65,824","79,536","78,441","72,370","71,883","99,002","94,685","98,302","94,479","125,006","119,244","114,874","97,880","97,720","97,357",Upgrade
Total Assets,"1,538,349","1,441,799","1,555,994","1,601,224","1,589,441","1,463,988","1,443,230","1,387,922","1,301,548","1,163,028","1,132,059","1,141,523","1,089,756","992,968","1,007,320","944,903","925,349","931,796","957,190","968,610","973,535","916,776","930,132","906,518","894,069","860,165","879,987","896,843","878,036","861,395","880,559","859,879","865,458","855,842","868,933","859,914","915,665","911,507","923,223","938,456",Upgrade
Accounts Payable,"266,301","262,045","278,457","279,984","292,981","251,931","252,120","238,697","224,268","190,658","187,357","199,211","213,178","174,817","188,161","185,279","180,997","180,235","189,968","192,617","190,991","178,169","202,986","199,562","196,258","188,455","204,487","217,936","210,938","210,362","222,778","206,112","223,287","213,572","219,347","211,516","228,414","204,765","201,873","209,272",Upgrade
Total Liabilities,"1,420,840","1,324,610","1,436,704","1,483,353","1,474,202","1,354,062","1,336,933","1,286,032","1,203,884","1,067,096","1,039,409","1,051,494","997,377","902,703","915,308","854,011","835,076","841,611","870,428","882,011","889,956","834,533","843,840","819,843","807,152","773,272","792,877","810,329","791,199","774,667","792,856","772,225","780,331","773,045","786,658","778,285","836,566","833,040","845,607","860,413",Upgrade
Total Debt,"761,746","654,445","742,635","791,670","776,551","713,403","724,597","717,245","670,934","594,025","567,653","559,937","545,911","516,216","525,051","484,386","473,769","485,512","512,794","520,389","535,760","500,838","494,245","482,665","471,776","446,357","450,204","456,566","462,082","447,893","460,798","459,797","457,520","460,518","474,514","478,520","524,576","541,424","542,347","555,439",Upgrade
Debt Growth,-1.91%,-8.26%,2.49%,10.38%,15.74%,20.10%,27.65%,28.09%,22.90%,15.07%,8.11%,15.60%,15.23%,6.32%,2.39%,-6.92%,-11.57%,-3.06%,3.75%,7.82%,13.56%,12.21%,9.78%,5.72%,2.10%,-0.34%,-2.30%,-0.70%,1.00%,-2.74%,-2.89%,-3.91%,-12.78%,-14.94%,-12.51%,-13.85%,-7.52%,-2.59%,-4.61%,-1.05%,Upgrade
Common Stock,"-21,481","-19,173","-17,905","-17,173","-17,008","-19,817","-20,378","-20,272","-19,472","-15,581","-15,748","-15,878","-16,059","-14,716","-12,698","-12,160","-11,102","-10,608","-9,482","-8,384","-8,558","-7,396","-5,950","-3,935","-2,617",-930,532,"1,726","3,325","4,060","5,509","6,490","4,443","4,556","5,691","6,884","6,013","7,030","8,241","9,843",Upgrade
