Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+29 Quarters
Cash & Equivalents,"1,214.9","1,434.1","1,226","1,132.8","1,614.1","2,147.1","2,309.5","1,737.1","1,587.9","1,710.1","1,320.6","1,271.2","1,229.5","1,701.2","1,534.3","1,435.3","1,268.3","1,805.4","1,914.3","1,833.9","2,122.3","2,517.7","2,202.2","1,974.2","1,932.7","2,070.2","1,896.3","1,704.1","1,622.3","2,214.7","2,178.2","1,780.5","1,613.6","1,918.2","1,591.2","1,488.4","1,758.7","1,914.8","1,619.5","1,276.8",Upgrade
Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,567.2,Upgrade
Cash & Cash Equivalents,"1,214.9","1,434.1","1,226","1,132.8","1,614.1","2,147.1","2,309.5","1,737.1","1,587.9","1,710.1","1,320.6","1,271.2","1,229.5","1,701.2","1,534.3","1,435.3","1,268.3","1,805.4","1,914.3","1,833.9","2,122.3","2,517.7","2,202.2","1,974.2","1,932.7","2,070.2","1,896.3","1,704.1","1,622.3","2,214.7","2,178.2","1,780.5","1,613.6","1,918.2","1,591.2","1,488.4","1,758.7","1,914.8","1,619.5","1,844",Upgrade
Cash Growth,-24.73%,-33.21%,-46.91%,-34.79%,1.65%,25.55%,74.88%,36.65%,29.15%,0.52%,-13.93%,-11.43%,-3.06%,-5.77%,-19.85%,-21.74%,-40.24%,-28.29%,-13.07%,-7.11%,9.81%,21.62%,16.13%,15.85%,19.13%,-6.52%,-12.94%,-4.29%,0.54%,15.46%,36.89%,19.63%,-8.25%,0.18%,-1.75%,-19.28%,-12.45%,28.75%,-9.88%,27.75%,Upgrade
Receivables,"1,049.5","1,005.5",879.8,"1,035.3","1,159.9","1,317.6","1,231.4","1,511.9","1,377.1","1,026","1,181.5","1,073.9","1,274","1,191.2","1,191.3","1,160.5","1,215.1",906.1,"1,465.8","1,683.7","1,590.1","1,547.8","1,448","1,655.3","1,613.3","1,323.3","1,263.3","1,901.3","1,610.8","1,267.9","1,644.6","1,756.3","2,004.7","1,439.6","1,649.8","1,868.3","2,225","1,491.5","1,540.9","1,656.7",Upgrade
Other Current Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,518",Upgrade
Total Current Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,018.7",Upgrade
"Property, Plant & Equipment",572.6,561.1,504,491.4,499.6,518.1,512.5,524.8,555.9,563.8,551.1,555.1,562.8,583.5,552.3,567.8,462.8,468.7,469.2,475.7,484.4,490.7,483,482.2,467.9,464.7,444.6,432.1,428.9,426.9,415.9,410.3,393.1,402.6,367.3,354.8,342.4,350.8,336.4,328.8,Upgrade
Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,687.5",Upgrade
Goodwill and Intangibles,"15,733.9","15,698.9","15,551.8","15,820.6","16,053.6","16,110.5","16,124.8","16,229","16,214.9","16,221.9","16,044.7","15,931.4","15,869.2","15,867.7","15,670","15,766.6","9,379.1","9,333.2","9,468","9,466","8,163.6","8,149.4","8,134.6","7,666.5","7,568.7","7,528.6","7,650.5","7,719.4","7,653.6","7,529.7","7,626.9","7,809.6","7,696.1","7,826.1","7,972.3","8,178.4","8,071.1","8,131","8,167.2","8,010.2",Upgrade
