Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+72 Quarters
Cash & Equivalents,"111,258","128,127","111,696","131,286","128,127","127,725","127,725","127,725","127,725","105,654","105,654","105,654","105,654","82,171","82,171","82,171","82,171","87,196","87,196","87,196","87,344","80,395","48,191","44,659","42,854","77,360","42,552","56,133","53,638","54,083","89,070","80,011","80,633","87,591","100,932","85,598","99,075","99,086","95,173","82,562",Upgrade
Cash & Cash Equivalents,"111,258","128,127","111,696","131,286","128,127","127,725","127,725","127,725","127,725","105,654","105,654","105,654","105,654","82,171","82,171","82,171","82,171","87,196","87,196","87,196","87,344","80,395","48,191","44,659","42,854","77,360","42,552","56,133","53,638","54,083","89,070","80,011","80,633","87,591","100,932","85,598","99,075","99,086","95,173","82,562",Upgrade
Cash Growth,-13.17%,0.31%,-12.55%,2.79%,0.31%,20.89%,20.89%,20.89%,20.89%,28.58%,28.58%,28.58%,28.58%,-5.76%,-5.76%,-5.76%,-5.92%,8.46%,80.94%,95.25%,103.82%,3.92%,13.25%,-20.44%,-20.11%,43.04%,-52.23%,-29.84%,-33.48%,-38.26%,-11.75%,-6.53%,-18.61%,-11.60%,6.05%,3.68%,33.50%,27.24%,45.45%,15.59%,Upgrade
Receivables,"74,095","78,540","87,935","82,759","78,540","96,018","96,018","96,018","96,018","97,737","97,737","97,737","97,737","55,646","55,646","55,646","55,646","53,298","53,298","53,298","66,835","56,187","54,388","54,917","48,344","46,460","51,411","52,827","44,762","45,407","50,070","57,115","56,733","48,961","54,839","54,557","60,506","57,104","57,710","64,473",Upgrade
"Property, Plant & Equipment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,259","6,182","6,141","6,108","5,642","5,911","5,778","6,019","6,008","5,966",Upgrade
Goodwill and Intangibles,"24,127","24,270","24,614","24,803","24,270","25,193","25,193","25,193","25,193","16,615","16,615","16,615","16,615","9,250","9,250","9,250","9,250","8,851","8,851","8,851","9,133","9,045","9,081","9,158","9,232","9,298","9,331","9,414","9,495","9,568","9,656","9,745","9,661","9,747","9,643","9,737","9,811","9,881","10,105","10,202",Upgrade
Total Assets,"1,199,904","1,180,231","1,160,029","1,173,776","1,180,231","1,188,140","1,188,140","1,188,140","1,188,140","1,115,862","1,115,862","1,115,862","1,115,862","895,429","895,429","895,429","895,429","853,531","853,531","853,531","858,495","851,733","853,693","841,016","832,391","814,949","813,891","828,873","807,497","787,465","834,113","825,755","829,099","801,510","814,511","826,568","831,381","832,702","832,223","802,691",Upgrade
Accounts Payable,"220,700","216,134","229,463","234,007","216,134","228,685","228,685","228,685","228,685","227,437","227,437","227,437","227,437","197,834","197,834","197,834","197,834","179,559","179,559","179,559","194,924","191,510","198,792","197,055","189,544","190,513","194,007","201,189","194,003","186,626","193,775","181,494","190,175","181,069","181,899","178,883","175,998","157,125","152,091","145,555",Upgrade
Total Liabilities,"1,097,950","1,079,000","1,057,940","1,071,114","1,079,000","1,081,542","1,081,542","1,081,542","1,081,542","1,012,713","1,012,713","1,012,713","1,012,713","812,732","812,732","812,732","812,732","772,125","772,125","772,125","779,006","773,267","773,579","761,049","753,307","737,772","735,429","750,498","730,322","711,281","757,693","749,688","753,633","729,406","740,500","754,367","761,113","763,672","763,982","736,577",Upgrade
Total Debt,"258,852","246,216","228,124","233,414","246,216","243,168","243,168","243,168","243,168","232,942","232,942","232,942","232,942","207,325","207,325","207,325","207,325","199,128","199,128","199,128","205,239","203,853","207,008","201,670","185,662","176,834","174,653","174,273","173,229","165,405","172,496","172,899","170,631","167,118","166,136","165,273","168,641","169,932","174,666","177,135",Upgrade
