Metrics,2023-02-28,2022-11-30,2022-08-31,2022-05-31,2022-02-28,2021-11-30,2021-08-31,2021-05-31,2021-02-28,2020-11-30,2020-08-31,2020-05-31,2020-02-29,2019-11-30,2019-08-31,2019-05-31,2019-02-28,2018-11-30,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"8,523.44","10,660.41","10,461.79","9,485.71","9,338.87","11,770.24","9,995.43","9,344.59","9,264.08","9,659.47","9,412.95","7,552.81","7,452.79","8,475.62","6,669.69","5,937.17","6,280.33","5,966.77","5,809.24","5,450.7","5,947.32","5,853.49","5,920.68","5,580.95","4,966.74","4,664.9","4,305.84","3,867.81","3,283.88","4,389.73","4,463.31","5,887.15","6,710.84","7,721.45","7,549.06","7,475.24","7,392.04","7,524.2","7,868.02","6,609.79",Upgrade
Cash & Cash Equivalents,"8,523.44","10,660.41","10,461.79","9,485.71","9,338.87","11,770.24","9,995.43","9,344.59","9,264.08","9,659.47","9,412.95","7,552.81","7,452.79","8,475.62","6,669.69","5,937.17","6,280.33","5,966.77","5,809.24","5,450.7","5,947.32","5,853.49","5,920.68","5,580.95","4,966.74","4,664.9","4,305.84","3,867.81","3,283.88","4,389.73","4,463.31","5,887.15","6,710.84","7,721.45","7,549.06","7,475.24","7,392.04","7,524.2","7,868.02","6,609.79",Upgrade
Cash Growth,-8.73%,-9.43%,4.67%,1.51%,0.81%,21.85%,6.19%,23.72%,24.30%,13.97%,41.13%,27.21%,18.67%,42.05%,14.81%,8.92%,5.60%,1.94%,-1.88%,-2.33%,19.74%,25.48%,37.50%,44.29%,51.25%,6.27%,-3.53%,-34.30%,-51.07%,-43.15%,-40.88%,-21.24%,-9.22%,2.62%,-4.05%,13.09%,7.61%,313.74%,576.81%,1637.56%,Upgrade
Receivables,"3,237.02","3,018.07","6,698.63","9,316.52","8,275.38","4,070.74","7,067.64","8,131.94","7,870.54","6,608.77","5,029.14","6,539.5","7,234.03","5,744.11","5,826.35","6,911.31","7,228.77","6,287.4","5,864.82","5,876.39","6,710.63","5,419.02","5,507.85","5,874.58","5,553.67","4,425.18","4,169.14","4,397.13","4,178.42","3,830.97","4,286.52","4,690.34","4,354.71","3,934.83","4,093.96","4,407.17","3,884.77","3,816.68","3,840.59","4,502.54",Upgrade
"Property, Plant & Equipment",904.06,906.86,912.84,891.13,909.57,911.23,914.54,903.01,896.32,897.2,915.9,917.69,928.64,385.03,0,0,0,0,346.9,353.55,754.67,0,727.69,728.41,718.44,709.24,715.2,702.73,721.06,721.88,716.91,723.31,722.15,726.38,709.33,936.92,922.64,885.86,936.17,930.49,Upgrade
Goodwill and Intangibles,"1,735.87","1,736.11","1,874.44","1,885.04","1,894.72","1,745.1","1,905.16","1,912.48","1,914.32","1,913.47","1,914.54","1,910.2","1,918.07","1,922.93","1,921.79","1,882.93","1,890.95","1,890.13","1,894.9","1,901.35","2,450.96","2,463.18","2,473.29","2,488.54","2,499.1","2,513.68","2,594.33","2,621.63","2,622.35","2,648.36","2,667.87","2,684.57","2,702.3","2,720.76","2,754.31","2,750.11","2,766.55","2,768.63","2,787.08","2,782.41",Upgrade
Total Assets,"52,032.94","51,057.68","55,229.81","57,213.81","60,036.45","56,107.31","58,037.4","57,978.97","56,868.92","53,118.35","51,773.99","50,283.22","51,778.12","49,460.23","49,263.21","48,523.94","48,959.35","47,131.1","48,948.67","49,401.8","49,001.49","47,169.11","47,666.94","48,376.1","45,980","45,071.31","46,106.02","45,041.93","43,134.37","46,331.18","50,513.74","52,555.96","52,322.69","52,623.91","52,727.8","51,407.74","51,130.01","47,866.78","45,541.07","46,179.28",Upgrade
Accounts Payable,"7,207.89","6,207.58","12,257.43","10,576.41","10,430.91","8,413.57","11,496.99","12,394.36","10,622.97","10,388.07","8,792.75","8,524.86","9,447.23","8,179.01","7,350.91","7,029","7,293.84","7,407.03","6,680.22","7,496.9","7,336.06","7,167.67","7,104.96","6,785.08","6,859.83","7,373.71","7,765.74","6,456.25","5,124.6","7,107.08","6,945.18","7,772.08","8,940.42","10,516.49","9,750.02","8,761.18","8,724.59","8,309.95","7,342.51","8,921.49",Upgrade
Total Liabilities,"42,219.71","40,630.74","44,731.06","46,701.83","49,348.51","45,377.27","47,473.44","47,724.09","46,934.58","43,530.15","42,180.26","40,774.84","42,242.46","39,706.95","39,063.36","38,502.64","38,858.02","36,907.06","38,155.53","38,695.11","38,173.55","36,478.54","36,511.8","37,262.99","34,920.68","34,305.85","35,397.46","34,418.58","32,551.41","35,548.66","39,783.63","41,532.82","41,308.78","41,942.2","41,922.7","40,679.22","40,577","37,327.65","35,084.84","35,807.57",Upgrade
Total Debt,"31,630.05","30,382.85","31,008.64","34,247.67","37,107.72","32,096.32","34,202.11","33,052.31","33,792.54","31,323.81","31,453.37","30,298.61","30,888.31","29,993.29","19,233.27","19,032.45","19,051.07","18,182.4","19,464.59","18,459.27","18,473","18,011.99","17,875.88","17,908.5","16,774.01","15,724.39","16,702.19","16,983.16","17,213.27","18,586.85","19,680.04","20,837.94","21,244.53","19,917.21","19,972.59","20,718.47","19,390.73","19,207.42","18,492.13","17,398.9",Upgrade
