Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+31 Quarters
Cash & Equivalents,86.9,89.4,148.3,130.3,130.7,75.3,95.8,107.8,85.6,160.6,237.6,132.1,174.4,155.2,140.6,105.8,94.8,102,205,147.3,57.2,74.3,70.5,43,62.7,70.8,86.8,130.6,75,59.1,59.3,71.5,54,114.4,79.79,45.41,60.05,41.07,105.9,101.66,Upgrade
Cash & Cash Equivalents,86.9,89.4,148.3,130.3,130.7,75.3,95.8,107.8,85.6,160.6,237.6,132.1,174.4,155.2,140.6,105.8,94.8,102,205,147.3,57.2,74.3,70.5,43,62.7,70.8,86.8,130.6,75,59.1,59.3,71.5,54,114.4,79.79,45.41,60.05,41.07,105.9,101.66,Upgrade
Cash Growth,-33.51%,18.73%,54.80%,20.87%,52.69%,-53.11%,-59.68%,-18.40%,-50.92%,3.48%,68.99%,24.86%,83.97%,52.16%,-31.41%,-28.17%,65.73%,37.28%,190.78%,242.56%,-8.77%,4.94%,-18.78%,-67.08%,-16.40%,19.80%,46.37%,82.66%,38.89%,-48.34%,-25.68%,57.45%,-10.08%,178.57%,-24.65%,-55.33%,-55.71%,-71.87%,-57.42%,-52.92%,Upgrade
Receivables,765.5,750.4,756.8,744.2,729.3,721,728.6,734.2,735.6,728.7,251.6,284.2,292.2,285.7,314.7,342.7,352.7,333.1,352.7,355.6,350,326.7,331.5,333.1,323.8,304.7,317.1,330.4,315.1,301.1,306.4,314.6,296.3,295.8,315.12,321.58,294.08,279.08,282.94,285.33,Upgrade
"Property, Plant & Equipment",22,23.5,25,26.3,27.5,28.9,30.5,32.4,34.5,36.5,38.8,41.6,36.5,37.8,38.9,38.5,38.6,18.2,16.5,20.3,14.8,13.9,15,24.3,23.9,22.2,22.6,23.1,23,24.9,22.9,23.2,20.3,21,19.9,15.68,16.23,16.62,16.49,15.49,Upgrade
Goodwill and Intangibles,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,43.9,43.9,43.9,43.9,44,44,44.1,44.2,44.2,44.3,44.4,44.5,44.6,44.6,44.7,44.9,45,45.1,45.2,45.37,45.54,45.71,45.88,46.07,46.3,Upgrade
Total Assets,"3,744","3,716.7","3,708.7","3,685.5","3,753.3","3,783.2","3,801.5","3,836.7","3,864","3,922.6","3,985.1","4,004","3,912.2","4,004.1","4,024.9","3,954.3","3,973.1","3,919.2","3,898.5","3,868.5","3,847.9","3,840.1","3,835.4","3,824.8","3,833.6","3,773.4","3,824.3","3,832.4","3,796.8","3,755.8","3,806.3","3,811.4","3,800.7","3,769.7","3,779.18","3,764.58","3,698.97","3,643.45","3,645.52","3,617.48",Upgrade
Accounts Payable,20.4,28.7,21.4,21.8,21.7,24.1,21.2,23.9,23.3,22.9,23.2,23.5,27.1,29.8,27.3,23.4,24.6,37.1,24.6,23.4,21.6,23.7,19.8,20.3,21,24.2,17.5,16.9,19.7,24.1,19.3,16.4,16.9,20.4,20.07,17.28,17.12,18.71,20.33,15.76,Upgrade
Deferred Revenue,359.9,339.5,345.8,338.8,325.1,304.7,317.4,315.7,313.8,299.1,325.6,341.5,353.8,337.1,360.3,370.1,368.9,336.3,356,360.2,351.9,318.3,331.1,341.1,330.8,310.3,325.6,336.1,323.7,308.9,327.1,341.4,324.6,310.8,335.83,339.7,320.68,303.97,318.98,317.74,Upgrade
Total Liabilities,"2,769.9","2,772.5","2,789.7","2,708","2,644","2,570.1","2,611.6","2,633.1","2,677.4","2,709.8","2,817.7","2,860","2,854.9","2,838.3","2,864.5","2,832.8","2,901.4","2,901","2,907.3","2,912","2,917.6","2,892.4","2,918.3","2,925.6","2,966.1","2,932.8","2,974.2","2,987.1","2,993.1","2,995","3,080.3","3,096.9","3,091.2","3,082.9","3,126.59","3,119.33","3,111.11","3,074.75","3,088.99","3,095.54",Upgrade
