Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+81 Quarters
Cash & Equivalents,"104,427","99,508","107,262","104,757","104,693","125,369","130,615","130,334","125,407","131,968","137,977","136,527","137,626","134,253","136,636","133,819","131,618","127,662","135,880","133,768","132,270","142,780","138,471","132,981","126,018","122,781","136,932","113,240","105,552","102,640","99,355","96,526","95,438","90,249","89,193","85,709","88,425","83,944","80,672","77,022",Upgrade
Cash & Cash Equivalents,"104,427","99,508","107,262","104,757","104,693","125,369","130,615","130,334","125,407","131,968","137,977","136,527","137,626","134,253","136,636","133,819","131,618","127,662","135,880","133,768","132,270","142,780","138,471","132,981","126,018","122,781","136,932","113,240","105,552","102,640","99,355","96,526","95,438","90,249","89,193","85,709","88,425","83,944","80,672","77,022",Upgrade
Cash Growth,-0.25%,-20.63%,-17.88%,-19.62%,-16.52%,-5.00%,-5.34%,-4.54%,-8.88%,-1.70%,0.98%,2.02%,4.56%,5.16%,0.56%,0.04%,-0.49%,-10.59%,-1.87%,0.59%,4.96%,16.29%,1.12%,17.43%,19.39%,19.62%,37.82%,17.32%,10.60%,13.73%,11.39%,12.62%,7.93%,7.51%,10.56%,11.28%,18.72%,22.88%,21.05%,22.18%,Upgrade
Receivables,"37,420","35,833","31,279","44,261","32,613","33,520","27,349","38,043","26,322","27,312","22,851","32,011","22,699","23,525","19,087","29,524","19,269","19,680","17,390","26,481","17,208","18,428","14,561","22,431","12,882","14,343","11,129","18,277","12,247","14,507","11,444","17,908","12,427","16,186","12,887","19,544","13,497","15,986","11,007","17,486",Upgrade
Inventory,"2,877","2,980","4,268","3,742","3,296","3,019","3,411","2,636","2,245","1,924","2,705","1,895","1,644","1,823","2,622","2,063","1,951","1,961","3,614","2,662","2,084","2,003","3,211","2,181","1,979","1,961","3,122","2,251","2,450","2,702","3,816","2,902","2,469","2,053","3,141","2,660","1,920","1,594","2,613","1,938",Upgrade
Other Current Assets,"19,165","19,502","18,003","16,924","13,320","12,280","12,951","13,393","11,640","12,769","13,544","11,482","8,536","7,473","7,551","10,146","7,049","7,571","7,311","6,751","5,097","4,422","4,788","5,103","5,434","5,864","6,726","5,892","8,172","7,963","7,041","5,461","8,064","7,874","7,218","6,333","5,164","5,346","5,158","5,020",Upgrade
Total Current Assets,"163,889","157,823","160,812","169,684","153,922","174,188","174,326","184,406","165,614","173,973","177,077","181,915","170,505","167,074","165,896","175,552","159,887","156,874","164,195","169,662","156,659","167,633","161,031","162,696","146,313","144,949","157,909","139,660","128,421","127,812","121,656","122,797","118,398","116,362","112,439","114,246","109,006","106,870","99,450","101,466",Upgrade
"Property, Plant & Equipment","102,011","96,379","90,384","87,546","83,214","79,568","75,347","70,803","65,618","62,035","56,974","52,904","49,669","48,961","46,299","43,856","40,769","39,523","38,164","36,146","34,788","33,053","31,653","30,289","21,962","21,379","19,224","18,356","16,831","15,789","15,046","14,731","14,375","13,607","13,229","13,011","11,771","11,567","10,774","9,991",Upgrade
Long-Term Investments,"9,415","7,097","6,839","6,891","6,907","6,994","6,393","5,984","5,395","3,794","3,103","2,965","2,660","2,755","2,684","2,649","2,403","2,274","2,034","1,862","2,818","3,961","5,343","6,023","7,381","8,912","10,486","10,431","11,315","11,514","11,438","12,053","12,019","12,665","13,943","14,597","14,792","14,607","11,995","10,844",Upgrade
Goodwill and Intangibles,"77,819","78,259","78,267","78,822","78,719","58,383","58,249","57,511","57,825","50,774","50,813","50,389","48,919","49,374","49,621","49,776","49,964","50,059","43,434","43,736","44,126","44,389","44,987","45,228","45,215","45,525","21,429","21,605","22,407","22,055","21,887","21,774","28,691","29,154","26,774","27,108","17,652","17,625","17,649","17,738",Upgrade
Other Long-Term Assets,"26,954","24,994","23,482","21,897","21,845","21,256","21,103","15,075","14,427","13,561","13,034","13,138","13,696","14,630","14,455","14,723","10,258","10,129","9,792","7,442","7,106","6,967","6,083","6,076","4,146","3,845","3,476","3,416","2,895","2,928","2,869","3,117","3,200","3,060","3,271","3,422","2,898","2,874","2,480","2,392",Upgrade
