Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+20 Quarters
Cash & Equivalents,"13,049","14,396","11,306","12,205","14,396","12,694","12,694","12,694","12,694","9,933","9,933","9,933","9,933","6,778","6,778","6,778","6,778","8,390","8,390","8,390","8,390","5,139","5,139","5,139","5,139","4,299","4,372","4,020","3,563","2,774","3,057","2,923","2,643","3,160","3,312","3,917","3,555","3,663","3,799","3,264",Upgrade
Cash & Cash Equivalents,"13,049","14,396","11,306","12,205","14,396","12,694","12,694","12,694","12,694","9,933","9,933","9,933","9,933","6,778","6,778","6,778","6,778","8,390","8,390","8,390","8,390","5,139","5,139","5,139","5,139","4,299","4,372","4,020","3,563","2,774","3,057","2,923","2,643","3,160","3,312","3,917","3,555","3,663","3,799","3,264",Upgrade
Cash Growth,-9.36%,13.41%,-10.93%,-3.85%,13.41%,27.80%,27.80%,27.80%,27.80%,46.55%,46.55%,46.55%,46.55%,-19.21%,-19.21%,-19.21%,-19.21%,63.26%,63.26%,63.26%,63.26%,19.54%,17.54%,27.84%,44.23%,54.97%,43.02%,37.53%,34.81%,-12.22%,-7.70%,-25.38%,-25.65%,-13.73%,-12.82%,20.01%,21.50%,28.53%,37.64%,28.55%,Upgrade
Receivables,"27,809","27,378","29,813","26,563","27,378","21,760","21,760","21,760","21,760","18,928","18,928","18,928","18,928","18,469","18,469","18,469","18,469","16,931","16,931","16,931","16,931","11,973","11,973","11,973","11,973","9,133","8,882","8,586","8,208","7,044","7,227","6,937","6,786","8,845","6,565","6,271","6,253","6,666","7,257","6,774",Upgrade
Inventory,"12,923","12,843","12,138","12,870","12,843","11,415","11,415","11,415","11,415","10,360","10,360","10,360","10,360","10,272","10,272","10,272","10,272","6,989","6,989","6,989","6,989","6,311","6,311","6,311","6,311","5,349","5,869","5,865","5,642","5,281","5,289","5,414","5,316","5,620","5,937","6,526","6,342","6,291","6,478","6,348",Upgrade
"Property, Plant & Equipment","125,390","124,268","111,538","114,219","124,268","115,489","115,489","115,489","115,489","100,009","100,009","100,009","100,009","89,264","89,264","89,264","89,264","67,294","67,294","67,294","67,294","53,005","53,005","53,005","53,005","45,346","45,203","44,420","43,561","37,273","37,476","34,599","34,174","34,617","32,512","32,378","31,042","31,019","30,937","30,294",Upgrade
Goodwill and Intangibles,"73,251","67,073","63,188","56,854","67,073","50,836","50,836","50,836","50,836","39,372","39,372","39,372","39,372","42,260","42,260","42,260","42,260","27,577","27,577","27,577","27,577","19,559","19,559","19,559","19,559","9,856","10,226","9,805","8,922","7,713","5,953","5,804","5,779","5,733","6,167","6,621","6,508","6,632","6,944","6,860",Upgrade
Total Assets,"456,742","441,284","419,150","411,866","441,284","391,003","391,003","391,003","391,003","343,696","343,696","343,696","343,696","323,969","323,969","323,969","323,969","256,281","256,281","256,281","256,281","192,720","192,720","192,720","192,720","159,826","159,837","156,543","152,791","139,514","135,414","130,998","129,292","129,480","118,232","118,538","115,282","112,745","108,120","108,220",Upgrade
Accounts Payable,"58,080","57,065","52,859","51,134","57,065","52,546","52,546","52,546","52,546","50,682","50,682","50,682","50,682","43,077","43,077","43,077","43,077","23,989","23,989","23,989","23,989","17,965","17,965","17,965","17,965","11,915","12,478","12,237","12,221","11,366","11,293","11,117","10,562","10,408","10,400","10,922","10,820","10,316","10,611","9,873",Upgrade
Total Liabilities,"309,828","299,393","285,174","277,854","299,393","256,262","256,262","256,262","256,262","221,054","221,054","221,054","221,054","207,123","207,123","207,123","207,123","159,131","159,131","159,131","159,131","112,848","112,848","112,848","112,848","90,138","92,718","92,004","91,364","82,287","82,158","75,976","76,943","76,233","69,299","69,362","68,328","65,219","62,496","64,126",Upgrade
Total Debt,"226,925","218,262","208,800","204,427","218,262","180,240","180,240","180,240","180,240","152,100","152,100","152,100","152,100","147,507","147,507","147,507","147,507","122,094","122,094","122,094","122,094","82,050","82,050","82,050","82,050","68,456","68,790","68,890","68,142","61,614","62,797","56,291","56,826","56,309","51,912","49,566","48,908","48,739","44,410","44,124",Upgrade
Debt Growth,3.97%,21.10%,15.85%,13.42%,21.10%,18.50%,18.50%,18.50%,18.50%,3.11%,3.11%,3.11%,3.11%,20.81%,20.81%,20.81%,20.81%,48.80%,48.80%,48.80%,48.80%,19.86%,19.28%,19.10%,20.41%,11.10%,9.54%,22.38%,19.91%,9.42%,20.97%,13.57%,16.19%,15.53%,16.89%,12.33%,4.31%,8.72%,7.24%,7.01%,Upgrade
Common Stock,"44,063","43,753","44,546","45,797","43,753","46,355","46,355","46,355","46,355","35,838","35,838","35,838","35,838","35,013","35,013","35,013","35,013","29,815","29,815","29,815","29,815","28,244","28,244","28,244","28,244","26,453","26,164","25,367","25,621","25,307","23,855","25,016","22,989","23,702","21,730","22,139","21,126","20,879","20,471","19,786",Upgrade
Shareholders' Equity,"44,063","43,753","44,546","45,797","43,753","46,355","46,355","46,355","46,355","35,838","35,838","35,838","35,838","35,013","35,013","35,013","35,013","29,815","29,815","29,815","29,815","28,244","28,244","28,244","28,244","26,453","26,164","25,367","25,621","25,307","23,855","25,016","22,989","23,702","21,730","22,139","21,126","20,879","20,471","19,786",Upgrade
