Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+11 Quarters
Cash & Equivalents,"2,046.69",455.81,404.47,245.18,274.6,518.03,"1,052.05",430.5,515.36,693.35,331.42,"1,067.33",256.23,212.51,182.22,95.8,117.66,62.14,666.03,251.73,215.41,146.32,219.48,401.69,157.13,264.71,265.59,302.8,262.64,264.59,383.4,391.59,333.82,371.02,331.31,265.53,290.47,233.07,255.65,205.69,Upgrade
Cash & Cash Equivalents,"2,046.69",455.81,404.47,245.18,274.6,518.03,"1,052.05",430.5,515.36,693.35,331.42,"1,067.33",256.23,212.51,182.22,95.8,117.66,62.14,666.03,251.73,215.41,146.32,219.48,401.69,157.13,264.71,265.59,302.8,262.64,264.59,383.4,391.59,333.82,371.02,331.31,265.53,290.47,233.07,255.65,205.69,Upgrade
Cash Growth,645.33%,-12.01%,-61.55%,-43.05%,-46.72%,-25.29%,217.44%,-59.67%,101.13%,226.28%,81.88%,1014.18%,117.77%,242.01%,-72.64%,-61.94%,-45.38%,-57.54%,203.46%,-37.33%,37.09%,-44.72%,-17.36%,32.66%,-40.17%,0.04%,-30.73%,-22.68%,-21.32%,-28.69%,15.72%,47.47%,14.93%,59.19%,29.59%,29.10%,60.35%,25.29%,62.31%,68.52%,Upgrade
Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3.43,2.32,6,8.92,8.27,10.05,11.04,14.17,Upgrade
"Property, Plant & Equipment",8.58,9.03,6.61,6.76,8.23,8.89,9.94,10.39,10.94,11.23,11.74,8.38,8.89,9.39,14.08,10.1,10.54,11.06,11.3,11.22,11.56,11.96,12.37,12.03,11.83,12.77,12.43,12.46,12.44,11.15,11.57,11.45,11.06,10.81,11.15,11.08,11.23,11.63,11.06,10.17,Upgrade
Goodwill and Intangibles,3.63,3.63,3.63,3.63,3.68,3.74,3.79,3.85,3.91,3.97,14.44,14.58,14.87,15.2,15.52,15.85,16.17,16.5,16.83,17.15,17.48,16.3,16.6,3.63,3.64,17.62,16.92,17.2,3.65,3.65,3.65,3.66,3.66,3.66,3.67,3.67,3.67,3.68,3.68,3.68,Upgrade
Total Assets,"21,751.61","20,896.11","20,367.62","20,252","19,163.71","19,575.03","19,108.92","19,635.11","18,817.66","18,439.25","18,778.73","17,903.12","12,018.8","11,520.72","11,723.79","11,182.43","10,143.89","9,833.43","10,617.1","11,092.85","10,769.27","9,839.56","10,471.83","10,883.55","9,906.64","9,382.74","9,602.61","9,684.63","9,038.88","8,398.21","7,599.47","7,617.64","7,133.23","6,825.37","6,532.44","5,635.73","5,014.23","4,153.17","3,925.11","3,793.26",Upgrade
Total Liabilities,"20,330.59","19,493.15","18,980.69","18,898.61","17,786.3","18,208.81","17,824.62","18,384.38","17,628.94","17,322.16","17,727.24","16,895.27","11,054.16","10,467.92","10,704.64","10,191.02","9,165.52","8,876.61","9,662.29","10,156.62","9,850.18","8,918.59","9,561.19","9,973.26","9,026.82","8,526.86","8,812.79","9,004.06","8,439.63","7,844.3","7,061.49","7,094.14","6,675.27","6,382.23","6,106.64","5,221.99","4,613.29","3,766.55","3,536.23","3,413.49",Upgrade
Total Debt,"2,357.81","1,105.53","1,170.4","1,710.26","1,104.97","1,179.76",404.75,"4,171.64","4,804.76","5,820.45","6,646.27","5,575.06","2,444.92","1,692.75","1,646.38","1,876.18","1,646.8","1,667.92","1,067.73","2,790.61","2,743.25","2,062.24","1,904.46","2,444.46","1,617.65","1,147.71","1,284.42","2,163.42","1,909.03","1,890.44","1,234.15","1,586.25","1,743.25","1,816.25","1,794.75","1,501.75",970.25,784.75,237.25,627,Upgrade
Debt Growth,113.38%,-6.29%,189.16%,-59.00%,-77.00%,-79.73%,-93.91%,-25.17%,96.52%,243.85%,303.69%,197.15%,48.46%,1.49%,54.19%,-32.77%,-39.97%,-19.12%,-43.94%,14.16%,69.58%,79.68%,48.27%,12.99%,-15.26%,-39.29%,4.07%,36.39%,9.51%,4.08%,-31.24%,5.63%,79.67%,131.44%,656.48%,139.51%,54.25%,64.17%,524.34%,238.92%,Upgrade
Common Stock,602.9,641.92,644.55,641.12,659.33,665.47,675.73,748.62,744.53,684.27,681.49,679.15,675.28,672.53,669.72,667.24,664.82,662.83,672.66,670.23,665.33,663.25,670.19,668.99,668.86,667.07,612.12,522.7,463.66,437.38,435.65,434.19,376.63,374.85,373.57,372.38,325.39,323.73,330.43,329.57,Upgrade
