Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"1,119",690,692,740,595,544,609,"1,091",822,884,821,757,690,790,602,581,600,656,484,487,597,756,749,684,433,426,483,438,465,384,398,367,378,374,382,418,338,477,369,266,Upgrade
Short-Term Investments,172,452,251,243,455,292,310,289,171,308,448,654,170,138,177,235,134,172,167,173,118,529,"1,640","2,746",200,290,463,251,587,356,385,484,343,394,217,308,340,523,357,307,Upgrade
Cash & Cash Equivalents,"1,291","1,142",943,983,"1,050",836,919,"1,380",993,"1,192","1,269","1,411",860,928,779,816,734,828,651,660,715,"1,285","2,389","3,430",633,716,946,689,"1,052",740,783,851,721,768,599,726,678,"1,000",726,573,Upgrade
Cash Growth,22.95%,36.60%,2.61%,-28.77%,5.74%,-29.87%,-27.58%,-2.20%,15.47%,28.45%,62.90%,72.92%,17.17%,12.08%,19.66%,23.64%,2.66%,-35.56%,-72.75%,-80.76%,12.95%,79.47%,152.54%,397.82%,-39.83%,-3.24%,20.82%,-19.04%,45.91%,-3.65%,30.72%,17.22%,6.34%,-23.20%,-17.49%,26.70%,-10.79%,56.99%,-27.98%,-28.55%,Upgrade
Receivables,"3,713","3,035","2,971","3,648","3,625","3,094","3,117","3,545","3,526","3,070","2,906","3,314","3,554","3,112","2,866","3,227","3,242","2,760","2,656","2,992","3,053","2,478","2,068","2,191","2,103","2,106","2,391","2,516","2,591","2,564","2,453","2,684","2,672","2,815","2,630","2,803","2,880","2,896","2,666","2,838",Upgrade
Other Current Assets,"17,140","16,546","15,262","17,536","15,870","15,102","14,704","16,351","14,386","14,422","14,074","14,265","12,931","12,436","11,672","12,702","11,943","10,784","10,041","11,208","11,347","9,914","9,810","9,981","12,657","10,324","9,134","10,596","10,398","10,261","10,684","12,120","11,606","12,240","11,526","14,182","12,615","12,434","12,182","12,982",Upgrade
Total Current Assets,"22,144","20,723","19,176","22,167","20,545","19,032","18,740","21,276","18,905","18,684","18,249","18,990","17,345","16,476","15,317","16,745","15,919","14,372","13,348","14,860","15,115","13,677","14,267","15,602","15,393","13,146","12,471","13,801","14,041","13,565","13,920","15,655","14,999","15,823","14,755","17,711","16,173","16,330","15,574","16,393",Upgrade
"Property, Plant & Equipment","1,289","1,257","1,178","1,209","1,269","1,315","1,364","1,448","1,451","1,510","1,523","1,556","1,563","1,550","1,519","1,558","1,599",588,594,575,578,564,545,556,536,550,738,751,766,765,785,782,754,765,760,787,785,791,803,808,Upgrade
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,138,143,132,139,172,Upgrade
Goodwill and Intangibles,"8,744","8,739","8,435","8,786","9,026","8,926","9,076","9,223","9,181","9,306","9,127","9,055","9,039","8,948","8,945","9,171","9,296","9,320","9,542","9,654","10,212","10,091","9,229","9,147","9,430","9,300","10,490","10,580","10,519","10,628","10,828","11,011","10,958","11,380","11,638","11,567","11,530","11,575","11,615","11,531",Upgrade
Other Long-Term Assets,"2,076","1,985","2,434","2,558","2,651","2,644","2,636","2,633","2,638","2,614","2,460","2,394","2,335","2,431","2,386","2,333","2,321","2,142","2,118","2,128","1,942","1,756","1,883","1,884","1,623","3,619","1,553","1,561","1,487","1,925","1,673","1,755","1,678","1,804","1,531","1,573","1,446","1,423","1,174","1,158",Upgrade
