Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"1,113.94",728.41,801.61,797.96,"1,976.55",822.02,797.46,491.13,457.78,589.71,330.75,310.49,343.18,276.34,420.25,300.99,323.12,317.17,286.76,273.87,278.24,290.43,252.37,262.74,217.04,255.52,261.04,267.92,175.56,219.82,173.41,195.21,215.31,239.96,231.45,236.69,214.52,206.72,247.41,216.83,Upgrade
Cash & Cash Equivalents,"1,113.94",728.41,801.61,797.96,"1,976.55",822.02,797.46,491.13,457.78,589.71,330.75,310.49,343.18,276.34,420.25,300.99,323.12,317.17,286.76,273.87,278.24,290.43,252.37,262.74,217.04,255.52,261.04,267.92,175.56,219.82,173.41,195.21,215.31,239.96,231.45,236.69,214.52,206.72,247.41,216.83,Upgrade
Cash Growth,-43.64%,-11.39%,0.52%,62.47%,331.77%,39.39%,141.11%,58.18%,33.39%,113.40%,-21.30%,3.16%,6.21%,-12.87%,46.55%,9.90%,16.13%,9.20%,13.63%,4.24%,28.20%,13.66%,-3.32%,-1.93%,23.63%,16.24%,50.53%,37.24%,-18.46%,-8.40%,-25.08%,-17.52%,0.37%,16.08%,-6.45%,9.16%,39.39%,-21.71%,13.73%,-17.57%,Upgrade
"Property, Plant & Equipment",750.45,747.02,775.65,778.23,785.92,545.75,545.95,557.09,541.17,540.61,540.74,543.2,549.18,586.4,595.04,599.7,600.13,485.91,450.25,449.3,453.6,458.07,412.49,413.93,420.87,429.62,333.27,231.66,198.07,196.68,130.34,131.34,132.1,135.89,130.23,118.01,108.87,108.31,104.64,91.45,Upgrade
Goodwill and Intangibles,"2,118.94","2,125.12","2,135.79","2,131.82","2,144.61","1,071.67","1,074.25","1,077.02","1,079.93","1,083.01","1,086.25","1,089.71","1,093.32","1,097.1","1,101.05","1,104.48","1,108.8","1,113.27",870.94,874.22,877.64,881.15,684.25,686.89,689.68,692.7,696.13,699.76,617.08,619.94,622.76,629.46,631.64,569.54,530.45,439.27,376.85,378.69,379.33,364.38,Upgrade
Total Assets,"47,842.64","46,763.37","46,215.53","45,748.36","45,834.65","24,453.56","24,018.73","23,675.67","23,744.45","22,960.62","22,460.48","22,102.19","20,741.14","20,411.67","20,438.79","20,145.29","20,084.42","19,728.44","17,567.76","17,482.99","17,496.29","17,518.29","15,065.8","14,957.28","14,869.65","14,860.24","14,703.07","14,420.26","11,932.33","11,991.53","11,913.79","12,074.4","11,949.85","11,646.05","11,179.75","10,387.93","9,544.78","9,581.74","9,652.08","9,641.07",Upgrade
Total Liabilities,"42,565.22","41,634.78","41,272.14","40,669.57","40,602.53","21,441.55","20,982.84","20,684.55","20,765","19,987.97","19,539.33","19,237.93","17,917.71","17,559.21","17,606.26","17,342.15","17,332.55","17,038.87","15,347.08","15,282.78","15,317.17","15,363.9","13,158.98","13,070.69","13,023.29","13,045.82","12,868.61","12,609.15","10,423.68","10,500.36","10,437.78","10,617.68","10,466.58","10,180.29","9,772.57","9,110.6","8,359.54","8,419.1","8,492.82","8,474.09",Upgrade
Total Debt,"6,945.7","5,798.28","4,472.48","4,599.6","4,581.61","2,651.48","2,613.07","2,640.45","2,659.65","2,763.15","2,814.28","2,733.28","3,341.04","2,844.23","2,939.14","2,837.08","2,753.08","2,493.79","2,576.04","2,530.1","2,371.29","2,578.2","2,411.11","2,259.92","2,066.62","2,152.09","2,023.1","1,935.56","1,662.19","1,920.25","1,593.84","1,598.37","1,332.13","1,469.91","1,366.98","1,369.59",916.91,"1,018.72","1,052.85","1,414.73",Upgrade
Debt Growth,51.60%,118.68%,71.16%,74.20%,72.26%,-4.04%,-7.15%,-3.40%,-20.39%,-2.85%,-4.25%,-3.66%,21.36%,14.05%,14.10%,12.13%,16.10%,-3.27%,6.84%,11.96%,14.74%,19.80%,19.18%,16.76%,24.33%,12.07%,26.93%,21.10%,24.78%,30.64%,16.60%,16.70%,45.28%,44.29%,29.84%,-3.19%,-22.35%,23.14%,42.17%,128.29%,Upgrade
Common Stock,"4,667.15","4,697.67","4,689.96","4,680.94","4,673.05","2,046.38","2,043.92","2,042.1","2,040.25","2,040.99","2,038.82","2,036.83","2,035.37","2,114.06","2,118.84","2,153.44","2,181.94","2,206.84","1,797.46","1,795.14","1,792.95","1,791.54","1,489.56","1,487.93","1,486.3","1,483.5","1,478.73","1,477.4","1,202.39","1,202.21","1,204.9","1,213.59","1,238.58","1,235.14","1,191.92","1,081.21","1,000.75","1,000.11","1,011.66","1,013.27",Upgrade
