Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Cash & Equivalents,"39,805","34,363","46,826","36,986","56,348","82,254","84,321","81,171","93,616","92,190","77,588","56,571","27,479","28,474","24,707","23,778","20,323","16,501","25,048","27,397","33,470","33,844","29,449","27,521","32,880","30,590","31,589","30,946","33,339","34,611","38,059","38,381","35,349","36,139","30,411","21,768","19,600","16,178","12,955","7,848",Upgrade
Cash & Cash Equivalents,"39,805","34,363","46,826","36,986","56,348","82,254","84,321","81,171","93,616","92,190","77,588","56,571","27,479","28,474","24,707","23,778","20,323","16,501","25,048","27,397","33,470","33,844","29,449","27,521","32,880","30,590","31,589","30,946","33,339","34,611","38,059","38,381","35,349","36,139","30,411","21,768","19,600","16,178","12,955","7,848",Upgrade
Cash Growth,-29.36%,-58.22%,-44.47%,-54.43%,-39.81%,-10.78%,8.68%,43.49%,240.68%,223.77%,214.03%,137.91%,35.21%,72.56%,-1.36%,-13.21%,-39.28%,-51.24%,-14.94%,-0.45%,1.79%,10.64%,-6.77%,-11.07%,-1.38%,-11.62%,-17.00%,-19.37%,-5.69%,-4.23%,25.15%,76.32%,80.35%,123.38%,134.74%,177.37%,257.08%,75.77%,96.14%,-3.48%,Upgrade
Goodwill and Intangibles,"10,987","10,987","10,987","10,916","10,916","10,916","10,885","10,958","9,317","9,233","9,233","9,233","9,233","9,233","9,233","9,221","9,218","9,218","9,218","9,218","9,218","9,173","9,163","9,163","9,103","9,103","9,407","9,432","9,456","9,103","9,510","9,538","9,566","9,596","11,068","11,071","11,189","11,290","11,268","11,228",Upgrade
Total Assets,"561,777","557,263","559,477","540,786","541,246","557,191","553,515","554,212","474,414","466,679","461,817","458,978","445,493","410,295","408,916","405,761","392,837","382,315","380,080","380,711","379,161","380,768","375,191","372,190","370,944","366,380","369,348","361,335","360,985","358,493","362,125","353,945","350,960","345,072","334,424","327,064","323,423","320,192","308,597","304,415",Upgrade
Total Liabilities,"512,703","511,451","512,754","493,098","492,030","501,465","497,218","499,527","420,535","412,638","408,507","406,030","396,203","360,952","359,461","356,380","344,262","334,545","332,978","333,736","332,126","333,183","328,739","326,005","325,041","319,526","322,503","314,636","314,657","312,513","315,847","308,033","304,522","298,998","288,429","281,271","278,505","276,155","265,777","262,474",Upgrade
Total Debt,"60,822","58,713","54,633","35,984","26,571","30,784","33,471","34,813","33,030","37,195","42,110","47,026","73,399","60,263","61,658","69,316","60,139","57,704","58,243","59,511","58,329","59,385","57,857","56,710","55,367","53,007","51,851","54,874","54,460","54,793","56,929","58,522","57,063","57,027","52,578","49,298","47,034","46,347","40,508","40,106",Upgrade
Debt Growth,128.90%,90.73%,63.22%,3.36%,-19.55%,-17.24%,-20.52%,-25.97%,-55.00%,-38.28%,-31.70%,-32.16%,22.05%,4.43%,5.86%,16.48%,3.10%,-2.83%,0.67%,4.94%,5.35%,12.03%,11.58%,3.35%,1.67%,-3.26%,-8.92%,-6.23%,-4.56%,-3.92%,8.28%,18.71%,21.32%,23.04%,29.80%,22.92%,24.15%,12.61%,-6.54%,-8.67%,Upgrade
Common Stock,"3,554","2,374","4,397","4,169","3,854","5,058","5,639","4,501","4,446","4,392","4,332","4,868","4,860","6,300","7,170","8,093","8,799","9,534","10,238","10,643","11,402","12,180","12,591","13,049","13,661","14,294","14,103","14,513","14,956","15,537","15,996","16,527","17,440","17,848","18,290","18,569","18,655","18,647","18,522","18,413",Upgrade
Retained Earnings,"54,598","53,572","52,777","51,841","51,058","50,228","49,541","48,663","48,113","46,848","45,947","44,986","41,885","42,215","41,413","40,616","39,742","38,919","38,080","37,201","36,266","35,481","33,819","33,133","32,372","31,670","30,958","30,309","29,642","29,043","28,337","27,609","26,882","26,200","25,464","24,755","24,010","23,251","22,561","21,828",Upgrade
