Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+47 Quarters
Cash & Equivalents,"1,135","1,262","1,496","1,920","2,198","4,486","2,162","2,217","1,960","2,039","1,647","1,087",898,887,867,812,992,"1,033",931,911,954,"1,030",912,852,901,870,767,949,954,532,466,483,503,635,656,708,734,796,623,503,Upgrade
Cash & Cash Equivalents,"1,135","1,262","1,496","1,920","2,198","4,486","2,162","2,217","1,960","2,039","1,647","1,087",898,887,867,812,992,"1,033",931,911,954,"1,030",912,852,901,870,767,949,954,532,466,483,503,635,656,708,734,796,623,503,Upgrade
Cash Growth,-48.36%,-71.87%,-30.80%,-13.40%,12.14%,120.01%,31.27%,103.96%,118.26%,129.88%,89.97%,33.87%,-9.48%,-14.13%,-6.87%,-10.87%,3.98%,0.29%,2.08%,6.92%,5.88%,18.39%,18.90%,-10.22%,-5.56%,63.53%,64.59%,96.48%,89.66%,-16.22%,-28.96%,-31.78%,-31.47%,-20.23%,5.30%,40.76%,38.23%,59.20%,46.93%,23.59%,Upgrade
Receivables,"2,261","2,387","1,884","2,025","2,186","2,370","2,065","2,507","2,569","2,408","2,223","2,430","2,594","2,621","2,167","2,461","2,490","2,379","2,132","2,394","2,600","2,246","2,155","2,288","2,307","2,080","2,043","2,187","2,268","1,258","1,100","1,226","1,150","1,044","1,021","1,175","1,185","1,041",985,"1,044",Upgrade
Other Current Assets,"12,550","12,186","11,671","12,425","12,028","11,632","16,364","15,844","16,343","15,854","16,044","16,405","16,058","13,529","14,366","15,060","15,538","13,008","13,693","14,584","14,052","12,585","12,624","13,093","12,587","10,842","11,923","12,094","12,357","10,713","10,768","11,237","9,675","9,160","9,147","10,189","9,526","8,624","9,406","10,127",Upgrade
Total Current Assets,"15,946","15,835","15,051","16,370","16,412","18,488","20,591","20,568","20,872","20,301","19,914","19,922","19,550","17,037","17,400","18,333","19,020","16,420","16,756","17,889","17,606","15,861","15,691","16,233","15,795","13,792","14,733","15,230","15,579","12,503","12,334","12,946","11,328","10,839","10,824","12,072","11,445","10,461","11,014","11,674",Upgrade
"Property, Plant & Equipment","1,300","1,304","1,285","1,365","1,518","1,571","1,676","1,757","1,792","1,914","1,891","1,883","1,880","2,014","1,922","1,897","1,903",942,944,924,926,985,937,895,863,839,811,794,790,563,531,516,462,483,481,496,482,481,472,452,Upgrade
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,168,167,169,177,190,196,176,184,177,Upgrade
Goodwill and Intangibles,"12,405","12,446","12,403","12,566","12,692","12,738","12,827","13,781","13,864","13,381","14,256","14,453","14,522","14,672","14,748","13,509","13,643","13,783","13,886","14,030","14,316","14,401","14,563","14,665","14,687","14,781","15,072","15,240","15,563","4,852","3,815","3,772","3,307","3,387","3,134","3,230","3,174","3,191","3,207","3,202",Upgrade
Other Long-Term Assets,"2,255","2,184","2,252","2,208","2,219","2,173","2,188","2,161","2,104","2,935","1,976","1,852","1,775","1,703","1,633","1,427","1,327","1,240","1,455","1,370","1,364","1,211","1,081",981,887,841,"1,185","1,145","1,097",921,962,917,841,543,592,563,531,491,446,433,Upgrade
