Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"2,780","3,466","3,068","3,437","3,049","2,994","3,213","3,285","3,122","3,147","2,996","3,221","3,282","3,278","3,261","2,764","2,749","2,681","2,100","2,052","2,038","2,514","2,205","2,203","2,205","2,392","2,164","2,359","2,298","2,540","2,455","2,785","2,920","3,091","3,125","3,312","3,153","3,178","2,887","2,390",Upgrade
Cash & Cash Equivalents,"2,780","3,466","3,068","3,437","3,049","2,994","3,213","3,285","3,122","3,147","2,996","3,221","3,282","3,278","3,261","2,764","2,749","2,681","2,100","2,052","2,038","2,514","2,205","2,203","2,205","2,392","2,164","2,359","2,298","2,540","2,455","2,785","2,920","3,091","3,125","3,312","3,153","3,178","2,887","2,390",Upgrade
Cash Growth,-8.82%,15.76%,-4.51%,4.63%,-2.34%,-4.86%,7.24%,1.99%,-4.88%,-4.00%,-8.13%,16.53%,19.39%,22.27%,55.29%,34.70%,34.89%,6.64%,-4.76%,-6.85%,-7.57%,5.10%,1.89%,-6.61%,-4.05%,-5.83%,-11.85%,-15.30%,-21.30%,-17.83%,-21.44%,-15.91%,-7.39%,-2.74%,8.24%,38.58%,44.24%,30.19%,15.94%,-0.13%,Upgrade
"Property, Plant & Equipment","2,797","2,814","2,767","2,718","2,724","2,736","2,748","2,788","2,790","2,865","2,908","2,862","2,828","2,843","2,922","2,968","3,000","2,379","2,442","2,521","2,591","2,649","2,681","2,760","2,754","2,803","2,855","2,900","2,923","2,946","2,944","2,968","3,128","3,193","3,199","3,158","3,242","3,261","3,235","3,185",Upgrade
Goodwill and Intangibles,"6,797","6,830","6,838","6,702","6,103","5,791","5,626","5,194","5,170","5,053","5,078","5,108","5,130","5,446","5,401","5,538","5,680","3,456","3,500","3,451","3,418","3,330","3,289","3,290","3,206","3,169","3,045","3,047","3,112","3,213","3,186","3,283","3,219","3,289","3,367","3,364","3,409","3,406","3,356","3,338",Upgrade
Total Assets,"208,657","207,452","205,463","206,782","211,459","211,116","207,731","205,390","206,899","204,680","201,996","202,906","185,391","169,369","171,079","168,802","167,853","146,069","141,685","140,695","141,500","142,081","142,264","141,067","140,200","142,177","143,279","143,625","142,430","141,048","141,918","141,658","140,470","138,706","134,188","132,562","129,654","130,443","125,673","123,360",Upgrade
Total Liabilities,"190,293","190,125","188,727","187,812","191,282","188,906","185,207","182,464","184,304","181,569","179,045","180,571","163,518","148,166","149,675","148,131","148,009","129,819","125,835","124,443","125,296","125,861","125,884","124,621","123,743","125,945","126,475","126,871","126,075","125,178","126,060","126,020","124,566","123,041","118,745","117,054","114,790","115,817","110,993","109,083",Upgrade
Total Debt,"20,434","18,732","18,302","18,758","11,937","13,082","12,677","13,832","16,151","16,465","16,570","17,874","22,449","16,241","19,396","16,920","19,442","16,924","17,890","16,681","16,313","19,090","19,845","18,962","15,828","18,055","20,510","20,318","18,962","17,468","20,563","17,783","15,668","16,667","17,214","17,260","14,218","11,297","11,810","9,688",Upgrade
Debt Growth,71.18%,43.19%,44.37%,35.61%,-26.09%,-20.55%,-23.49%,-22.61%,-28.05%,1.38%,-14.57%,5.64%,15.47%,-4.04%,8.42%,1.43%,19.18%,-11.35%,-9.85%,-12.03%,3.06%,5.73%,-3.24%,-6.67%,-16.53%,3.36%,-0.26%,14.26%,21.02%,4.81%,19.46%,3.03%,10.20%,47.53%,45.76%,78.16%,27.57%,-20.81%,-17.50%,-35.15%,Upgrade
Common Stock,577,748,823,796,772,767,"1,070","1,609","1,940","2,126","2,110","1,741","1,719","1,696","1,983","1,865","2,054",-216,165,641,866,"1,170","1,427","2,394","2,737","2,705","2,841","3,059","3,069","3,284","3,478","3,750","3,896","4,056","4,217","4,421","4,267","4,351","4,547","4,529",Upgrade
