Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"10,572","6,918","4,592","4,104","4,622","5,914","10,188","13,926","8,641","6,712","6,384","6,375","1,904","1,272","1,758","1,747","1,483","2,725","1,342","1,423","1,115","1,567","1,243.83","1,592.62","1,371.87","1,443","1,713.05",912.08,882.92,898.99,"1,090.16","1,451.38",973.91,"1,285.12",952.76,"1,288.09","1,044.5","1,058.18","1,170.76","1,070.62",Upgrade
Cash & Cash Equivalents,"10,572","6,918","4,592","4,104","4,622","5,914","10,188","13,926","8,641","6,712","6,384","6,375","1,904","1,272","1,758","1,747","1,483","2,725","1,342","1,423","1,115","1,567","1,243.83","1,592.62","1,371.87","1,443","1,713.05",912.08,882.92,898.99,"1,090.16","1,451.38",973.91,"1,285.12",952.76,"1,288.09","1,044.5","1,058.18","1,170.76","1,070.62",Upgrade
Cash Growth,128.73%,16.98%,-54.93%,-70.53%,-46.51%,-11.89%,59.59%,118.45%,353.83%,427.67%,263.14%,264.91%,28.39%,-53.32%,31.00%,22.77%,33.00%,73.90%,7.89%,-10.65%,-18.72%,8.59%,-27.39%,74.62%,55.38%,60.51%,57.14%,-37.16%,-9.34%,-30.05%,14.42%,12.68%,-6.76%,21.45%,-18.62%,20.31%,16.05%,-20.66%,35.62%,-18.11%,Upgrade
"Property, Plant & Equipment","1,136","1,156","1,171","1,175","1,173","1,164","1,126","1,128",747,757,752,751,743,763,775,774,784,790,827,840,847,864,853.29,855.35,852.58,816,828.44,596.64,611.6,620.54,620.52,615.44,607.26,616.41,613.21,622.29,628.97,634.66,639.63,626.75,Upgrade
Goodwill and Intangibles,"6,246","6,283","6,286","6,274","6,014","5,960","5,930","5,935","2,470","2,418","2,409","2,401","2,407","2,465","2,445","2,471","2,503","2,524","2,550","2,560","2,572","2,577","2,582.44","2,591.37","2,608.63","2,621","2,614.06",884,896.78,921.08,735.66,741.07,751.03,597.21,607.87,586.91,596.21,537.46,547.78,558.14,Upgrade
Total Assets,"189,070","182,906","179,402","178,782","176,856","174,064","173,878","175,172","125,768","123,038","120,116","118,425","113,897","109,002","108,735","108,247","108,203","108,781","105,652","105,358","104,246","104,185","101,988.13","101,406.78","100,045.51","99,714","100,765.41","73,954.02","72,644.97","71,018.3","70,210.18","68,845.65","68,002.66","66,298.01","64,330.63","63,797.11","61,145.75","59,467.17","56,648.25","56,113.69",Upgrade
Total Liabilities,"170,259","165,137","162,231","160,803","158,375","154,746","154,379","154,641","112,168","110,045","107,199","106,111","102,128","97,207","96,826","96,579","96,771","97,679","94,718","93,886","92,938","93,371","91,289.28","90,752.6","89,608.36","89,406","90,378.65","66,446.71","65,487.3","64,423.7","63,627.54","62,349.39","61,540.71","59,969.84","58,046.42","57,556.32","54,969.52","53,377.02","50,686.67","50,330.17",Upgrade
Total Debt,"19,970","11,713","10,594","10,914","7,160","7,442","8,214","7,733","7,429","8,535","9,396","9,899","12,622","12,455","12,047","13,134","12,262","10,642","10,733","12,168","11,472","14,262","11,030.26","13,089.35","10,542.57","12,002","11,146.69","9,886.57","8,406.79","7,656.64","7,813.26","7,366.03","7,166.07","6,733.06","6,755.53","7,721.76","4,555.05","4,810.42","3,010.55","2,883.32",Upgrade
Debt Growth,178.91%,57.39%,28.97%,41.14%,-3.62%,-12.81%,-12.58%,-21.88%,-41.14%,-31.47%,-22.01%,-24.63%,2.94%,17.04%,12.24%,7.94%,6.89%,-25.38%,-2.69%,-7.04%,8.82%,18.83%,-1.04%,32.40%,25.41%,56.75%,42.66%,34.22%,17.31%,13.72%,15.66%,-4.61%,57.32%,39.97%,124.40%,167.81%,101.45%,62.81%,9.04%,-23.52%,Upgrade
Common Stock,"17,749","17,410","17,383","17,357","17,358","17,324","17,553","18,591","11,433","10,923","10,908","10,391","9,885","9,963","10,138","10,191","10,336","10,350","10,528","11,212","11,205","10,754","10,867.6","10,970.98","10,954.25","10,936","10,918.32","8,032.18","7,812.67","7,414.83","7,430.72","7,486.79","7,566.31","7,602.79","7,625.39","7,664.65","7,757.81","7,783.49","7,770.75","7,773.92",Upgrade
Retained Earnings,"3,764","3,419","3,029","2,691","2,408","2,202","2,051","1,939","2,223","1,878","1,752","1,633","1,657","2,088","1,946","1,750","1,551","1,361","1,196",990,780,588,201.22,33.56,-126.24,-227,-359.38,-390.84,-487.72,-594.07,-708.34,-804.88,-943.53,"-1,052.32","-1,159.17","-1,264.13","-1,379.83","-1,479.32","-1,578.4","-1,706.67",Upgrade
Comprehensive Income,"-2,755","-3,098","-3,276","-2,098","-1,314",-229,-125,-19,-56,192,257,290,227,-256,-175,-273,-455,-609,-790,-730,-677,-528,-369.96,-350.36,-390.86,-401,-172.18,-134.04,-167.29,-226.16,-139.74,-185.65,-160.83,-222.29,-182.02,-159.73,-201.75,-214.01,-230.77,-283.74,Upgrade
Shareholders' Equity,"18,758","17,731","17,136","17,950","18,452","19,297","19,479","20,511","13,600","12,993","12,917","12,314","11,769","11,795","11,909","11,668","11,432","11,102","10,934","11,472","11,308","10,814","10,698.85","10,654.18","10,437.15","10,308","10,386.77","7,507.3","7,157.67","6,594.61","6,582.64","6,496.26","6,461.95","6,328.17","6,284.21","6,240.79","6,176.23","6,090.15","5,961.58","5,783.52",Upgrade
Total Liabilities and Equity,"189,017","182,868","179,367","178,753","176,827","174,043","173,858","175,152","125,768","123,038","120,116","118,425","113,897","109,002","108,735","108,247","108,203","108,781","105,652","105,358","104,246","104,185","101,988.13","101,406.78","100,045.51","99,714","100,765.41","73,954.02","72,644.97","71,018.3","70,210.18","68,845.65","68,002.66","66,298.01","64,330.63","63,797.11","61,145.75","59,467.17","56,648.25","56,113.69",Upgrade
Net Cash / Debt,"-9,398","-4,795","-6,002","-6,810","-2,538","-1,528","1,974","6,193","1,212","-1,823","-3,012","-3,524","-10,718","-11,183","-10,289","-11,387","-10,779","-7,917","-9,391","-10,745","-10,357","-12,695","-9,786.43","-11,496.72","-9,170.7","-10,559","-9,433.64","-8,974.49","-7,523.87","-6,757.65","-6,723.09","-5,914.65","-6,192.17","-5,447.94","-5,802.77","-6,433.67","-3,510.55","-3,752.24","-1,839.79","-1,812.7",Upgrade
