Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"22,250","2,032","1,700","3,277","2,900","2,211","2,522","2,086","2,722.92","1,948","1,458.64","1,404.53","1,334.21",741.87,854.68,"1,228.3",990.02,"1,474.96","1,731.75","2,204.4","2,680.77","2,528.17","3,277.43","1,129.85",984.3,557.85,771.78,674.29,650.88,537.67,585.79,588.72,582.56,564.15,662.54,668.95,672.87,644.55,"1,253.56","1,319.71",Upgrade
Cash & Cash Equivalents,"22,250","2,032","1,700","3,277","2,900","2,211","2,522","2,086","2,722.92","1,948","1,458.64","1,404.53","1,334.21",741.87,854.68,"1,228.3",990.02,"1,474.96","1,731.75","2,204.4","2,680.77","2,528.17","3,277.43","1,129.85",984.3,557.85,771.78,674.29,650.88,537.67,585.79,588.72,582.56,564.15,662.54,668.95,672.87,644.55,"1,253.56","1,319.71",Upgrade
Cash Growth,667.24%,-8.10%,-32.59%,57.09%,6.50%,13.50%,72.90%,48.52%,104.09%,162.58%,70.67%,14.35%,34.77%,-49.70%,-50.65%,-44.28%,-63.07%,-41.66%,-47.16%,95.11%,172.35%,353.20%,324.66%,67.56%,51.23%,3.75%,31.75%,14.54%,11.73%,-4.69%,-11.58%,-11.99%,-13.42%,-12.47%,-47.15%,-49.31%,-67.26%,-73.45%,-50.61%,-58.25%,Upgrade
Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.97,221.16,243.69,263.64,280.94,296.95,314.92,336.67,363.76,378.58,397.81,418.51,441.03,460.43,492.67,516.01,531.79,Upgrade
"Property, Plant & Equipment",628,491,477,484,509,270,526,534,544.6,554,561.3,575.46,588.53,598.82,622.75,636.2,645.67,346.18,352.52,359.73,364.31,368.66,375.48,380.32,379.3,373.68,367.37,366.92,325.02,322.31,327.52,325.76,322.04,319,300.57,288.49,278.22,273.3,264.47,265.32,Upgrade
Goodwill and Intangibles,"3,160","2,713","2,426","2,426","2,426","2,426","2,426","2,426","2,426.38","2,426","2,426.38","2,426.38","2,426.38","2,426.38","2,426.38","2,426.38","2,426.38","2,436.13","2,436.13","2,436.13","2,436.13","2,436.13","2,436.13","2,436.16","2,670.49","2,436.34","2,436.74","2,437.28","2,437.88","2,686.46","2,439.87","2,441.15","2,442.49","2,444.07","2,445.95","2,447.97","2,450.05","2,452.37","2,455.44","2,459.55",Upgrade
Total Assets,"123,706","90,144","62,956","63,093","61,005","59,527","57,890","57,469","57,656.89","56,306","54,931.76","54,210.42","54,261.09","53,640.82","52,537.63","52,776.25","52,131.05","51,899.38","51,246.65","50,469.17","49,654.87","49,124.2","48,457.89","48,347.66","48,824.56","48,926.56","49,462.62","49,035.75","48,515.57","50,317.8","49,045.48","48,648.53","48,251.72","48,559.22","48,679.77","48,604.77","47,567.47","46,688.29","45,764.13","44,185.84",Upgrade
Total Liabilities,"112,924","81,320","56,210","56,269","54,096","52,483","50,923","50,553","50,860.45","49,464","48,197.03","47,517.4","47,623.71","46,929.13","45,842.62","46,101.58","45,501.98","45,244.14","44,452.64","43,679.82","42,874.16","42,328.82","41,698.24","41,612.88","42,177.21","42,802.56","43,372.11","42,996.64","42,530.77","44,383.1","43,218.65","42,833.91","42,456.92","42,777.4","42,901.77","42,843.75","41,824.82","40,952.63","40,067.09","38,497.38",Upgrade
Total Debt,"21,360","21,332","14,025","14,539","15,580","16,562","15,686","15,715","16,020.96","16,351","15,954.8","15,286.34","15,214.68","14,843.58","13,926.97","13,390.21","13,570.54","14,207.87","13,840.42","13,793.84","13,343.76","12,913.68","12,363.6","12,363.53","13,213.45","13,673.38","14,001.81","13,908.14","13,344.77","15,748.41","14,723.79","14,011.42","13,264.4","14,226.49","14,396.91","15,301.67","14,827.38","15,105","14,565.44","12,992.02",Upgrade
Debt Growth,37.10%,28.80%,-10.59%,-7.48%,-2.75%,1.29%,-1.68%,2.80%,5.30%,10.16%,14.56%,14.16%,12.12%,4.47%,0.63%,-2.93%,1.70%,10.02%,11.94%,11.57%,0.99%,-5.56%,-11.70%,-11.11%,-0.98%,-13.18%,-4.90%,-0.74%,0.61%,10.70%,2.27%,-8.43%,-10.54%,-5.82%,-1.16%,17.78%,12.51%,12.47%,7.09%,3.20%,Upgrade
