Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+20 Quarters
Cash & Equivalents,"123,399","144,832","155,266","179,525","168,783","177,757","164,851","151,511","140,347","124,489","111,681","100,281","81,085","80,993","84,252","85,380","83,800","88,897","106,503","102,590","95,376","98,337","88,210","86,807","83,160","74,250","69,254","65,307","72,083","79,404","77,220","81,900","75,521","74,872","67,900","68,670","69,647","82,659","87,066","89,613",Upgrade
Cash & Cash Equivalents,"123,399","144,832","155,266","179,525","168,783","177,757","164,851","151,511","140,347","124,489","111,681","100,281","81,085","80,993","84,252","85,380","83,800","88,897","106,503","102,590","95,376","98,337","88,210","86,807","83,160","74,250","69,254","65,307","72,083","79,404","77,220","81,900","75,521","74,872","67,900","68,670","69,647","82,659","87,066","89,613",Upgrade
Cash Growth,-26.89%,-18.52%,-5.81%,18.49%,20.26%,42.79%,47.61%,51.09%,73.09%,53.70%,32.56%,17.45%,-3.24%,-8.89%,-20.89%,-16.78%,-12.14%,-9.60%,20.74%,18.18%,14.69%,32.44%,27.37%,32.92%,15.37%,-6.49%,-10.32%,-20.26%,-4.55%,6.05%,13.73%,19.27%,8.43%,-9.42%,-22.01%,-23.37%,-19.69%,4.25%,-,13.94%,Upgrade
"Property, Plant & Equipment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,370","4,473",0,"4,777","4,823","4,996","4,590","4,490","4,589","4,552","4,482","4,607","4,874","5,336","6,167","6,985","7,115","7,437","7,909","8,476","9,300",Upgrade
Goodwill and Intangibles,"7,171","7,116","6,961","6,869","6,774","6,723","6,723","6,694","6,666","6,655","6,600","6,602","6,619","6,622","6,646","6,631","6,616","6,616","6,581","6,570","6,533","6,543","6,484","6,467","6,464","6,480","6,506","6,525","6,534","6,537","7,151","7,198","7,619","7,781","12,454","12,173","12,428","12,368","13,742","13,997",Upgrade
Total Assets,"695,624","720,053","801,493","806,478","785,398","781,992","778,278","775,858","769,776","799,491","791,561","806,887","817,644","723,039","776,507","729,869","719,136","694,235","719,888","748,336","738,509","738,056","751,762","782,654","783,275","798,656","852,378","901,624","882,930","815,408","876,684","964,701","1,104,612","1,051,019","1,046,110","1,011,108","1,023,770","1,027,878","1,129,436","1,216,229",Upgrade
Total Liabilities,"657,908","683,557","766,537","767,851","746,154","740,189","736,391","731,973","727,127","755,667","748,411","763,826","773,521","679,483","732,361","683,632","672,286","647,745","671,221","699,845","688,957","688,963","702,288","732,605","733,764","749,252","798,050","847,897","828,765","761,261","819,942","902,932","1,042,331","992,310","981,272","950,145","962,834","968,663","1,061,306","1,146,571",Upgrade
Total Debt,"129,902","146,372","184,930","153,410","146,118","153,208","149,454","153,016","162,463","209,171","211,688","229,540","254,356","194,208","221,258","188,182","173,010","168,629","163,697","180,412","176,105","184,832","196,094","216,158","224,387","263,720","303,721","349,538","334,365","285,855","326,265","315,408","431,911","400,085","363,848","329,174","336,261","353,345","391,245","449,768",Upgrade
Debt Growth,-11.10%,-4.46%,23.74%,0.26%,-10.06%,-26.75%,-29.40%,-33.34%,-36.13%,7.70%,-4.33%,21.98%,47.02%,15.17%,35.16%,4.31%,-1.76%,-8.77%,-16.52%,-16.54%,-21.52%,-29.91%,-35.44%,-38.16%,-32.89%,-7.74%,-6.91%,10.82%,-22.58%,-28.55%,-10.33%,-4.18%,28.45%,13.23%,-7.00%,-26.81%,-35.66%,-33.20%,-,-25.11%,Upgrade
Common Stock,"37,707","36,488","34,944","38,617","39,235","41,796","41,876","43,875","42,684","43,860","43,188","43,103","44,163","43,547","44,130","46,221","46,132","45,736","47,876","47,757","48,800","48,330","48,728","49,205","48,706","48,609","53,475","52,907","53,377","53,431","56,039","56,064","56,808","55,763","62,091","60,345","60,324","58,742","67,668","69,183",Upgrade
