Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"3,294","2,927","3,512","2,556","2,709","2,948","3,027","3,254","3,122","3,408","3,256","4,313","2,820","1,449","2,635.6","2,287.53","2,020.4","1,890","1,730.49","1,397.68","1,510.41","1,303.52","1,204.59","1,123.35","1,178.11","1,200.72","1,379.69","1,034.33","1,502.08","1,525.28","1,747.69","1,335.66","1,083.18","1,645.67","1,118.75","1,378.12","1,127.13",923.65,"1,423.24",973.62,Upgrade
Cash & Cash Equivalents,"3,294","2,927","3,512","2,556","2,709","2,948","3,027","3,254","3,122","3,408","3,256","4,313","2,820","1,449","2,635.6","2,287.53","2,020.4","1,890","1,730.49","1,397.68","1,510.41","1,303.52","1,204.59","1,123.35","1,178.11","1,200.72","1,379.69","1,034.33","1,502.08","1,525.28","1,747.69","1,335.66","1,083.18","1,645.67","1,118.75","1,378.12","1,127.13",923.65,"1,423.24",973.62,Upgrade
Cash Growth,21.59%,-0.71%,16.02%,-21.45%,-13.23%,-13.50%,-7.03%,-24.55%,10.71%,135.20%,23.54%,88.54%,39.58%,-23.33%,52.30%,63.67%,33.77%,44.99%,43.66%,24.42%,28.21%,8.56%,-12.69%,8.61%,-21.57%,-21.28%,-21.06%,-22.56%,38.67%,-7.32%,56.22%,-3.08%,-3.90%,78.17%,-21.39%,41.55%,12.51%,-26.69%,-11.25%,1.70%,Upgrade
Receivables,"5,837","5,684","5,276","5,442","5,478","5,468","5,598","4,195","3,996","3,825","3,742","3,797","3,725","3,844","3,680.74","3,796.2","3,672.48","3,776","3,548.88","3,406.81","3,431.07","3,120.51","3,190.9","3,004","2,769.12","2,614.73","2,529.27","2,599.27","2,574.78","2,435.36","2,214.28","2,229.67","2,175.61","2,105.94","2,088.7","2,173.73","2,049.75","2,034.04","1,845.56","1,899.56",Upgrade
Total Assets,"89,120","84,904","82,705","84,609","89,761","92,175","91,449","88,944","84,810","84,656","82,127","80,729","75,654","76,731","75,773.99","72,043.82","66,692.48","64,535","62,972.64","59,766.5","60,954.82","60,514.82","58,694.03","58,138.07","53,805.82","53,097.88","54,832.5","53,876.7","52,186.62","50,383.15","47,606.12","47,460.27","44,691.27","44,654.3","42,910.36","43,171.05","40,541.58","39,674.47","39,526.56","38,790.62",Upgrade
Total Liabilities,"81,404","77,733","78,962","78,680","80,489","79,161","78,564","75,500","72,720","70,304","68,913","68,176","66,353","65,130","64,250.25","61,334.81","57,022.37","56,085","54,393.32","51,164.8","51,946.56","50,945.28","50,596.91","50,166.92","46,385.79","46,004.8","46,839.02","46,296.06","45,467.76","44,247.77","41,365.05","40,977.04","37,541.24","37,630.85","36,230.37","36,482.09","34,291.04","33,738.95","33,630.91","32,902.7",Upgrade
Total Debt,"4,455","3,961","4,207","3,819","3,833","3,847","3,487","3,496","3,919","3,961","3,981","4,006","3,550","3,579","3,991.65","4,016.71","3,443.89","3,470","3,498.77","3,513.11","3,541.63","3,572.3","3,585.31","3,611.6","3,614.15","3,929.34","3,936.1","3,958.76","3,197.19","3,196.71","3,227.51","3,239.88","3,088.24","3,071.68","2,796.81","2,806.8","2,749.27","2,699.1","2,698.88","2,423.09",Upgrade
Debt Growth,16.23%,2.96%,20.65%,9.24%,-2.19%,-2.88%,-12.41%,-12.73%,10.39%,10.67%,-0.27%,-0.27%,3.08%,3.14%,14.09%,14.33%,-2.76%,-2.86%,-2.41%,-2.73%,-2.01%,-9.09%,-8.91%,-8.77%,13.04%,22.92%,21.95%,22.19%,3.53%,4.07%,15.40%,15.43%,12.33%,13.80%,3.63%,15.84%,19.15%,9.40%,9.40%,17.23%,Upgrade
Common Stock,751,783,797,806,791,809,844,872,853,845,859,851,369,512,499.71,517.16,492.06,529,550.99,644.56,782.32,769.64,758.77,775.64,769.41,754.62,741.69,724.56,719.9,806.79,851.88,908.57,926.76,"1,126.68","1,106.34","1,118.52","1,198.27","1,269.98","1,251.02","1,277.14",Upgrade
Retained Earnings,"8,336","8,169","8,820","8,592","8,446","8,563","8,458","8,531","8,235","8,148","8,066","7,901","7,802","7,952","7,765.68","7,549.74","7,412.08","7,285","7,215.53","6,952.17","6,797.55","6,736.27","5,712.59","5,523.62","5,329.46","5,199.13","5,039.47","4,870.71","4,668.59","4,620.3","4,482.71","4,425.3","4,339.03","4,239.65","4,074.05","3,941.78","3,772.78","3,659.94","3,544.63","3,428.65",Upgrade
Comprehensive Income,"-1,461","-1,871","-5,964","-3,559",-55,"3,642","3,583","4,041","3,002","5,359","4,289","3,801","1,130","3,137","3,258.35","2,642.11","1,765.97",636,812.81,"1,004.97","1,428.4","2,063.63","1,625.76","1,671.9","1,321.16","1,139.33","2,212.33","1,985.37","1,330.38",708.28,906.48,"1,149.36","1,884.24","1,657.13","1,499.61","1,628.66","1,279.5","1,005.61","1,100","1,182.13",Upgrade
Shareholders' Equity,"7,626","7,081","3,653","5,839","9,182","13,014","12,885","13,444","12,090","14,352","13,214","12,553","9,301","11,601","11,523.73","10,709.01","9,670.11","8,450","8,579.32","8,601.7","9,008.26","9,569.54","8,097.12","7,971.16","7,420.03","7,093.08","7,993.48","7,580.65","6,718.87","6,135.38","6,241.07","6,483.23","7,150.03","7,023.45","6,680","6,688.96","6,250.55","5,935.53","5,895.65","5,887.92",Upgrade
Total Liabilities and Equity,"89,030","84,814","82,615","84,519","89,671","92,175","91,449","88,944","84,810","84,656","82,127","80,729","75,654","76,731","75,773.99","72,043.82","66,692.48","64,535","62,972.64","59,766.5","60,954.82","60,514.82","58,694.03","58,138.07","53,805.82","53,097.88","54,832.5","53,876.7","52,186.62","50,383.15","47,606.12","47,460.27","44,691.27","44,654.3","42,910.36","43,171.05","40,541.58","39,674.47","39,526.56","38,790.62",Upgrade
Net Cash / Debt,"-1,161","-1,034",-695,"-1,263","-1,124",-899,-460,-242,-797,-553,-725,307,-730,"-2,130","-1,356.06","-1,729.19","-1,423.5","-1,580","-1,768.28","-2,115.43","-2,031.23","-2,268.78","-2,380.72","-2,488.25","-2,436.03","-2,728.62","-2,556.41","-2,924.43","-1,695.11","-1,671.43","-1,479.81","-1,904.22","-2,005.06","-1,426.01","-1,678.06","-1,428.68","-1,622.14","-1,775.46","-1,275.65","-1,449.47",Upgrade
Book Value Per Share,114.06,105.95,54.52,87.16,136.66,192.51,189.49,197.75,177.87,211.25,194.51,203.62,148.62,185.29,183.61,171.18,153.88,134.61,134.78,133.31,139.70,148.59,125.55,123.79,115.33,110.47,124.77,118.32,103.03,93.31,93.90,97.94,103.95,102.24,97.43,96.83,88.30,84.09,83.06,81.21,Upgrade
