Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,"1,723","1,674","2,276","2,029","3,857","3,493","4,110","2,944","2,668","1,383",900,931,564,599,609,499,497,488,437.85,433.7,386.33,479,515.34,522.62,450.38,371.41,445.25,399.03,345.95,489.12,258.77,237.48,234.25,287.39,237.97,270.72,246.25,213.98,283.51,230.1,Upgrade
Cash & Cash Equivalents,"1,723","1,674","2,276","2,029","3,857","3,493","4,110","2,944","2,668","1,383",900,931,564,599,609,499,497,488,437.85,433.7,386.33,479,515.34,522.62,450.38,371.41,445.25,399.03,345.95,489.12,258.77,237.48,234.25,287.39,237.97,270.72,246.25,213.98,283.51,230.1,Upgrade
Cash Growth,-55.33%,-52.08%,-44.62%,-31.08%,44.57%,152.57%,356.67%,216.22%,373.05%,130.88%,47.78%,86.57%,13.48%,22.75%,39.09%,15.06%,28.65%,1.88%,-15.04%,-17.01%,-14.22%,28.97%,15.74%,30.97%,30.19%,-24.07%,72.07%,68.03%,47.68%,70.19%,8.74%,-12.28%,-4.88%,34.31%,-16.06%,17.65%,52.39%,-10.48%,-22.87%,3.30%,Upgrade
"Property, Plant & Equipment",452,432,421,405,394,345,342,343,330,332,335,332,331,333,329,328,329,330,323.24,324.66,333.42,337,336.29,335.3,355.44,243.96,228.62,224.81,208.67,159.08,161.69,167.01,169.86,168.76,166.66,162.38,165.6,154.03,147.41,145.83,Upgrade
Goodwill and Intangibles,"2,561","2,566","2,487","2,489","2,493","2,304","2,307","2,310","2,313","2,316","2,319","2,323","2,326","2,329","2,333","2,336","2,330","2,334","2,329.83","2,335.45","2,339.14","2,341","2,383.87","2,376.38","2,385","1,085.94","1,103.65","1,104.99","1,087.05",878.73,880.56,876.39,875.25,879.72,879.29,853.81,856.81,811.86,748.91,746.98,Upgrade
Total Assets,"44,146","43,725","42,590","41,681","42,022","39,513","39,361","38,406","38,475","37,354","37,441","37,721","35,049","34,615","34,329","33,903","33,695","33,102","32,617.6","32,257.56","31,652.35","31,418","31,123.3","30,753.73","30,190.7","21,844.82","21,583.91","21,214.97","20,324.52","17,557.66","16,836.07","16,598.6","16,278.85","16,127.09","15,757.05","15,019.25","14,476.51","13,563.41","12,790.28","12,573.39",Upgrade
Total Liabilities,"38,358","38,072","37,184","36,245","36,583","34,363","34,263","33,369","33,501","32,395","32,490","32,824","30,207","29,732","29,509","29,150","29,015","28,494","28,092.73","27,784.32","27,218.9","27,009","26,687.37","26,361.29","25,834.9","19,273.2","19,013.33","18,669.63","17,806.5","15,461.48","14,741.32","14,532.83","14,223.57","14,105.63","13,751.91","13,111.17","12,591.52","11,789.02","11,308.63","11,104.39",Upgrade
Total Debt,"3,447","2,465","2,454","2,103","2,138","2,218","2,449","2,538","2,778","2,899","3,296","4,041","5,076","4,556","4,484","5,049","4,784","4,756","4,306.43","4,963.08","4,462.37","4,347","4,531.08","5,082.85","4,282.17","3,042.5","2,823.61","2,917.26","2,221.33","2,690.38","1,829.96","2,050.16","2,281.97","2,583.1","2,142.59","1,898.58","1,520.89","1,460.37","1,452.2","1,317.24",Upgrade
Debt Growth,61.23%,11.14%,0.20%,-17.14%,-23.04%,-23.49%,-25.70%,-37.19%,-45.27%,-36.37%,-26.49%,-19.96%,6.10%,-4.21%,4.12%,1.73%,7.21%,9.41%,-4.96%,-2.36%,4.21%,42.88%,60.47%,74.23%,92.77%,13.09%,54.30%,42.29%,-2.66%,4.15%,-14.59%,7.98%,50.04%,76.88%,47.54%,44.13%,22.58%,6.09%,10.52%,7.17%,Upgrade
Common Stock,"4,632","4,640","4,509","4,506","4,523","4,102","4,099","4,102","4,104","4,129","4,139","4,136","4,133","4,150","4,145","4,142","4,139","4,138","4,134.84","4,131.8","4,128.84","4,124","4,120.37","4,115.62","4,112.95","2,328.59","2,317.78","2,314.88","2,309.63","1,904.1","1,901.86","1,899.3","1,896.8","1,891.34","1,885.77","1,798.09","1,795.2","1,709.44","1,435.17","1,432.5",Upgrade
