Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+90 Quarters
Cash & Equivalents,"306,529","247,227","348,917","304,245","293,372","234,805","275,205","201,520","215,353","173,022","229,840","155,289","139,567","128,456","153,981","130,659","166,344","140,166","135,737","132,053","134,407","136,729","148,937","109,192","101,525","97,271","92,829","91,546","73,239","81,652","70,841","67,962","67,741","70,155","76,478","83,877","82,402","77,230","88,099","81,673",Upgrade
Short-Term Investments,"75,403","77,024","80,147","84,795","88,522","100,375","100,706","106,300","104,289","111,686","108,649","114,269","101,848","121,268","116,320","114,680","114,109","119,490","115,059","119,286","122,196","150,814","154,695","159,034","131,096","130,011","127,343","130,057","130,785","132,943","127,623","135,881","131,786","117,759","107,062","98,438","98,488","87,730","101,257","113,400",Upgrade
Cash & Cash Equivalents,"381,932","390,760","429,064","389,040","381,894","335,180","375,911","307,820","319,642","284,708","338,489","269,558","241,415","249,724","270,301","245,339","280,453","259,656","250,796","251,339","256,603","287,543","303,632","268,226","232,621","227,282","220,172","221,603","204,024","214,595","198,464","203,843","199,527","187,914","183,540","182,315","180,890","164,960","189,356","195,073",Upgrade
Cash Growth,0.01%,16.58%,14.14%,26.39%,19.48%,17.73%,11.06%,14.19%,32.40%,14.01%,25.23%,9.87%,-13.92%,-3.83%,7.78%,-2.39%,9.29%,-9.70%,-17.40%,-6.30%,10.31%,26.51%,37.91%,21.04%,14.02%,5.91%,10.94%,8.71%,2.25%,14.20%,8.13%,11.81%,10.30%,13.91%,-3.07%,-6.54%,-6.68%,-22.73%,6.39%,28.08%,Upgrade
Receivables,"9,147","9,200","8,222","8,293","7,202","5,756","5,008","4,956","4,846","5,340","6,405","5,639","7,516","6,827","6,478","6,502","6,415","6,993","6,386","6,403","5,950","7,033","5,959","6,183","6,296","7,050","5,074","4,621","4,998","5,769","5,591","4,833","5,609","5,792","4,586","4,794","5,044","5,751",0,"5,692",Upgrade
Other Current Assets,0,"66,509",0,0,0,0,"-380,919","-312,776","-324,488","-290,048","-344,894","-275,197","-248,931","-256,551","-276,779","-251,841","-286,868","-266,649","-257,182","-257,742","-262,553","-294,576","-309,591","-274,409","-238,917","-234,332","-225,246","-226,224","-209,022","-220,364","-204,055","-208,676","-205,136","-193,706","-188,126","-187,109","-185,934","-170,711","-189,356","-200,765",Upgrade
Total Current Assets,"391,079","399,960","437,286","397,333","389,096","340,936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment","32,940","33,044","34,553","33,621","32,836","32,342","31,515","31,712","32,406","31,772","32,327","32,335","33,972","34,262","34,338","32,651","32,149","24,594","23,102","21,792","20,201","20,650","20,550","20,567","20,635","20,770","19,692","19,951","19,155","19,335","18,478","18,251","18,335","16,889","15,662","13,730","12,313","9,974","16,826","9,979",Upgrade
Long-Term Investments,"234,783","217,049","211,143","210,053","204,533","192,950","195,209","198,160","196,065","199,808","191,928","196,982","181,162","212,018","283,187","214,817","213,238","213,581","218,842","220,633","230,238","232,611","235,898","240,413","217,880","216,678","203,177","201,710","207,518","207,085","198,929","213,716","209,521","198,635","183,908","170,739","164,024","147,770","182,330","179,153",Upgrade
Goodwill,"13,870","13,741","14,138","13,877","13,470","12,713","12,645","12,854","12,460","12,471","12,359","12,595","23,141","24,246","24,109","25,613","25,989","25,466","24,956","25,035","25,612","25,769","25,855","26,070","26,939","26,724","26,148","26,541","26,209","26,960","26,777","28,594","28,667","27,548","27,364","26,663","26,056","23,281","23,729","23,878",Upgrade
Intangible Assets,"5,010","4,904","4,651","4,472","3,980","3,871","3,601","3,600","3,530","3,437","3,339","3,351","3,442","3,441","3,274","3,181","3,125","3,094","2,899","2,858","2,911","2,914","2,683","2,558","2,706","2,697","2,600","2,605","2,484","2,470","3,076","3,058","3,039","2,853","2,831","2,711","3,128","2,960",0,"3,111",Upgrade
Other Long-Term Assets,0,0,0,0,0,0,"-242,970","-246,326","-244,461","-247,488","-239,953","-245,263","-241,717","-273,967","-344,908","-276,262","-274,501","-266,735","-269,799","-270,318","-278,962","-281,944","-284,986","-289,608","-268,160","-266,869","-251,617","-250,807","-255,366","-255,850","-247,260","-263,619","-259,562","-245,925","-229,765","-213,843","-205,521","-183,985","-222,885","-216,121",Upgrade
Total Long-Term Assets,"286,603","268,738","264,485","262,023","254,819","241,876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Total Assets,"1,749,402","1,734,659","1,815,792","1,722,840","1,666,012","1,585,712","1,578,295","1,568,636","1,562,879","1,508,250","1,514,242","1,572,881","1,540,359","1,522,695","1,517,885","1,512,096","1,506,151","1,459,271","1,444,687","1,433,833","1,438,470","1,444,305","1,468,030","1,445,260","1,351,956","1,339,125","1,329,538","1,342,906","1,324,200","1,340,260","1,320,427","1,339,376","1,369,690","1,266,296","1,240,979","1,188,043","1,168,718","1,115,638","1,192,181","1,223,118",Upgrade
Accounts Payable,0,"3,025",0,0,0,"2,400",0,0,0,"1,998",0,0,0,"1,853",0,0,0,"2,020",0,0,0,"2,616",0,0,0,"2,086",0,0,0,"2,166",0,0,0,"2,031",0,0,0,"2,066",0,0,Upgrade
Current Debt,0,"43,732",0,0,0,"26,553",0,0,0,"22,600",0,0,0,"33,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
