Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.48,1.76,1.21,3.71,0.3,0,-0
Other Operating Activities,-0.66,-1.87,-1.28,-3.94,-0.96,-,0
Operating Cash Flow,-0.18,-0.11,-0.06,-0.23,-0.66,0,0
Acquisitions,0,0,0,0,-0.03,0,0
Change in Investments,-0,0,0,0,-191.65,0,0
Investing Cash Flow,-0,0,0,0,-191.67,0,0
Net Cash Flow,-0.18,-0.11,-0.03,-0.23,0.74,0,0
Free Cash Flow,-0.18,-0.11,-0.06,-0.23,-0.66,0,0
Free Cash Flow Per Share,-0.04,-0.02,-0.01,-0.04,-0.16,-,-
