Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+101 Quarters
Net Income,"35,504","18,164","-2,588","-43,376","5,460","39,898","10,344","28,094","11,711","35,835","30,137","26,295","-49,746","29,159","16,524","14,073","21,661","-25,392","18,540","12,011","-1,138","32,551","4,067","4,262","4,060","6,286","7,198","5,001","5,589","5,478","9,428","4,013","5,164","4,155","4,617","6,395","4,705","4,990","5,053","4,541",Upgrade
Depreciation & Amortization,"3,051","2,758","2,728","2,710","2,703","2,705","2,668","2,672","2,673","2,904","2,583","2,524","2,585","2,657","2,534","2,456","2,417","2,610","2,395","2,387","2,387","2,353","2,296","2,296","2,243","2,296","2,246","2,234","2,125","1,978","1,989","1,941","1,871","1,934","1,854","1,810","1,772","2,472","1,354","1,345",Upgrade
Other Operating Activities,"-29,862","-10,721","11,522","49,198","-1,334","-34,808",-945,"-20,513","-5,078","-28,193","-20,959","-18,151","53,959","-19,739","-9,210","-7,344","-16,501","33,627","-10,471","-5,863","6,307","-26,625","4,507","1,764","12,002","-1,218",416,595,-233,-120,"-1,205","2,026","-1,072","1,764","5,853","-1,300","-1,549",-495,"1,419",970,Upgrade
Operating Cash Flow,"8,693","10,201","11,662","8,532","6,829","7,795","12,067","10,253","9,306","10,546","11,761","10,668","6,798","12,077","9,848","9,185","7,577","10,845","10,464","8,535","7,556","8,279","10,870","8,322","18,305","7,364","9,860","7,830","7,481","7,336","10,212","7,980","5,963","7,853","12,324","6,905","4,928","6,967","7,826","6,856",Upgrade
Operating Cash Flow Growth,27.30%,30.87%,-3.36%,-16.79%,-26.62%,-26.09%,2.60%,-3.89%,36.89%,-12.68%,19.43%,16.15%,-10.28%,11.36%,-5.89%,7.62%,0.28%,30.99%,-3.74%,2.56%,-58.72%,12.43%,10.24%,6.28%,144.69%,0.38%,-3.45%,-1.88%,25.46%,-6.58%,-17.14%,15.57%,21.00%,12.72%,57.48%,0.71%,-18.61%,45.45%,17.67%,41.10%,Upgrade
Capital Expenditures,"-3,713","-4,557","-4,074","-3,743","-3,090","-4,032","-3,581","-3,144","-2,519","-3,496","-3,329","-3,219","-2,968","-4,840","-4,392","-3,596","-3,151","-4,497","-3,711","-3,740","-2,589","-3,297","-3,262","-2,794","-2,355","-3,525","-3,285","-3,301","-2,843","-4,279","-4,967","-3,389","-3,447","-5,013","-4,079","-3,299","-2,794","-3,360","-2,969","-2,551",Upgrade
Acquisitions,"-7,629","-10,411",-80,-69,-34,-252,-100,-57,-47,"-2,421",-29,-56,-26,-951,-152,-318,-262,"-2,758",-148,-261,-112,-68,-919,-122,"-1,599",-584,-375,-255,"-30,185",-100,-302,-505,"-3,995","-3,755",-393,24,-700,"-5,601",-676,-62,Upgrade
Change in Investments,"-100,017","-101,464","-92,472","-84,031","-163,955","-121,907","-42,346","-117,286","-82,985","-149,065","-109,040","-154,081","-46,742","-120,047","-59,162","-85,632","-57,956","-107,712","-77,920","-90,236","-80,707","-101,470","-88,596","-50,896","-93,422","-147,530","-13,548","-15,262","-10,134","-10,767","-17,607","-6,003","-6,789","-15,571","-7,377","-6,850","-5,378","-12,609","-5,743","-23,393",Upgrade
Other Investing Activities,"103,440","110,340","89,290","72,236","108,513","143,502","69,541","97,858","96,747","171,631","100,543","142,609","21,932","104,761","82,070","96,839","51,168","93,149","48,318","94,359","105,716","84,938","99,554","48,307","74,910","91,624","19,073","25,190","10,673","13,326","11,772","4,285","6,099","15,936","5,707","9,156","5,017","19,499","6,387","7,499",Upgrade
Investing Cash Flow,"-7,919","-6,092","-7,336","-15,607","-58,566","17,311","23,514","-22,629","11,196","16,649","-11,855","-14,747","-27,804","-21,077","18,364","7,293","-10,201","-21,818","-33,461",122,"22,308","-19,897","6,777","-5,505","-22,466","-60,015","1,865","6,372","-32,489","-1,820","-11,104","-5,612","-8,132","-8,403","-6,142",-969,"-3,855","-2,071","-3,001","-18,507",Upgrade
