Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Net Income,-0.48,-0.26,0.08,-0.11,-0.38,-0.32,0
Other Operating Activities,0.28,-0.11,-0.26,-0.13,0.07,0.32,-
Operating Cash Flow,-0.2,-0.37,-0.17,-0.24,-0.31,-,-
Change in Investments,-0.1,180.71,0,0,0,0,0
Investing Cash Flow,-0.1,180.71,0,0,0,0,0
Net Cash Flow,-0.3,41.63,-0.05,-0.24,-0.31,1.1,0
Free Cash Flow,-0.2,-0.37,-0.17,-0.24,-0.31,-,-
Free Cash Flow Per Share,-0.03,-0.02,-0.01,-0.01,-0.01,-,-
